第二组母线_5,第二组母线_6,第二组母线_7,第二组母线_8,220KV朝黄II回线_41,220KV朝黄II回线_42,220KV朝黄II回线_43,220KV朝黄II回线_44
80.5768051147461,-61.2799072265625,-19.06053352355957,0.7402570247650146,0.030563000589609146,0.0996989980340004,-0.18733899295330048,-0.004348000045865774
81.86033630371094,-57.09877395629883,-24.473115921020508,0.5276319980621338,0.04802300035953522,0.13437899947166443,-0.1699109971523285,-0.004348000045865774
82.80411529541016,-52.830875396728516,-29.614797592163086,0.7875069975852966,0.030563000589609146,0.0996989980340004,-0.1524830013513565,-0.004348000045865774
83.5699234008789,-48.297245025634766,-34.4043083190918,1.5592570304870605,0.0131029998883605,0.0996989980340004,-0.1524830013513565,-0.004348000045865774
83.84496307373047,-43.899192810058594,-39.128807067871094,1.4096319675445557,0.0131029998883605,0.0996989980340004,-0.1524830013513565,-0.004348000045865774
83.77485656738281,-39.560794830322266,-43.82079315185547,0.7717570066452026,-0.021817000582814217,0.11703900247812271,-0.1524830013513565,-0.004348000045865774
83.49980926513672,-35.03800964355469,-48.22562789916992,0.3150070011615753,-0.05673699826002121,0.15171900391578674,-0.1524830013513565,-0.004348000045865774
82.77175903320312,-30.249502182006836,-52.4083251953125,0.06300699710845947,-0.05673699826002121,0.16905899345874786,-0.1524830013513565,-0.004348000045865774
81.623046875,-25.4935302734375,-56.271358489990234,-0.3228679895401001,-0.07419700175523758,0.2037390023469925,-0.10019899904727936,0.030556000769138336
80.28018951416016,-20.38506507873535,-59.782222747802734,-0.07086800038814545,-0.09165699779987335,0.2210790067911148,-0.08277100324630737,-0.004348000045865774
78.86722564697266,-15.265752792358398,-63.40144729614258,0.10238199681043625,-0.09165699779987335,0.2037390023469925,-0.10019899904727936,0.030556000769138336
77.03900146484375,-10.151864051818848,-66.61973571777344,0.039381999522447586,-0.10911700129508972,0.2037390023469925,-0.10019899904727936,0.030556000769138336
75.05437469482422,-4.994591236114502,-69.64298248291016,0.23625700175762177,-0.10911700129508972,0.2037390023469925,-0.08277100324630737,0.030556000769138336
72.6436996459961,0.18437400460243225,-72.58495330810547,0.00788199994713068,-0.09165699779987335,0.2037390023469925,-0.06534299999475479,0.030556000769138336
70.05506134033203,5.357915878295898,-75.02305603027344,0.01575700007379055,-0.1265770047903061,0.2037390023469925,-0.06534299999475479,0.06545999646186829
66.85701751708984,10.482650756835938,-77.29861450195312,-0.5827429890632629,-0.1265770047903061,0.2037390023469925,-0.04791500046849251,0.030556000769138336
63.39470672607422,15.808036804199219,-79.27076721191406,-0.7559930086135864,-0.14403699338436127,0.2037390023469925,-0.030486999079585075,0.04800799861550331
59.420066833496094,20.80261993408203,-80.93951416015625,-1.8269929885864258,-0.14403699338436127,0.23841899633407593,-0.04791500046849251,0.06545999646186829
55.305206298828125,26.17681312561035,-82.05561828613281,-1.519868016242981,-0.14403699338436127,0.23841899633407593,-0.013058999553322792,0.06545999646186829
50.95305633544922,31.214780807495117,-83.01460266113281,-2.244368076324463,-0.14403699338436127,0.2210790067911148,-0.013058999553322792,0.06545999646186829
46.15328598022461,35.90567398071289,-83.7785415649414,-3.5122430324554443,-0.1265770047903061,0.2210790067911148,0.021796999499201775,0.13526800274848938
41.33194351196289,40.52606964111328,-84.09278869628906,-4.3469929695129395,-0.09165699779987335,0.23841899633407593,0.05665300041437149,0.23997999727725983
36.462066650390625,44.43062973022461,-84.24990844726562,-6.638617992401123,-0.9122769832611084,6.168698787689209,-0.2744790017604828,5.143991947174072
14.286049842834473,-11.024967193603516,-108.53880310058594,-178.94361877441406,-0.2487969994544983,1.556259036064148,-0.7101789712905884,0.5541160106658936
30.281688690185547,83.5467300415039,-74.51918029785156,78.1672592163086,-0.19641700387001038,3.324939012527466,0.2657890021800995,3.45114803314209
40.55535125732422,12.803694725036621,-76.50216674804688,-32.46074295043945,-0.40593698620796204,4.295979022979736,-0.32676300406455994,3.6082160472869873
0.5986160039901733,81.63783264160156,-97.78948974609375,-26.14499282836914,-0.8249769806861877,6.238059043884277,0.05665300041437149,5.475580215454102
13.504064559936523,25.94362449645996,-76.4913330078125,-67.29974365234375,-0.3535569906234741,7.347818851470947,-0.1524830013513565,6.871739864349365
-6.8545098304748535,13.54122257232666,-88.3946762084961,-150.31011962890625,-1.1392569541931152,8.8217191696167,-0.7450349926948547,7.011355876922607
6.131834030151367,19.539060592651367,-64.3821029663086,-69.65436553955078,-0.7202169895172119,9.879459381103516,-0.5881829857826233,8.616939544677734
-11.708209991455078,27.21260643005371,-81.38920593261719,-119.9126205444336,-0.8948169946670532,11.249319076538086,-0.727607011795044,9.66405963897705
-2.4969658851623535,57.087913513183594,-65.59573364257812,-21.120742797851562,-1.2440170049667358,12.861939430236816,-0.3790470063686371,11.356904029846191
-17.068851470947266,16.626909255981445,-79.91009521484375,-138.37161254882812,-1.261476993560791,14.041058540344238,-0.7450349926948547,12.107339859008789
-25.541255950927734,48.205039978027344,-62.892154693603516,-70.02449035644531,-1.3487770557403564,15.913779258728027,-0.7798910140991211,13.922348022460938
-28.890308380126953,18.731033325195312,-65.0539321899414,-132.75674438476562,-0.999576985836029,16.329938888549805,-1.0238829851150513,14.376099586486816
-36.0036735534668,47.6085090637207,-54.575523376464844,-76.89149475097656,-2.1693971157073975,18.41073989868164,-1.3027310371398926,15.109084129333496
-32.37418746948242,30.02172088623047,-49.444679260253906,-90.02699279785156,-1.5233769416809082,19.91931915283203,-1.1284509897232056,17.412748336791992
-44.961448669433594,42.84711456298828,-44.51971435546875,-81.35662078857422,-1.7503570318222046,21.61863899230957,-1.2155909538269043,18.774003982543945
-34.66081619262695,34.804805755615234,-38.841651916503906,-68.85899353027344,-1.7678170204162598,22.745738983154297,-1.2678749561309814,19.890932083129883
-58.0610466003418,55.90570068359375,-51.88277816772461,-94.10623931884766,-2.186856985092163,24.497079849243164,-1.5641510486602783,20.92060089111328
-48.33207321166992,13.145343780517578,-31.15892791748047,-115.91211700439453,-1.8376569747924805,25.103979110717773,-1.5467230081558228,21.880460739135742
-47.94916915893555,63.16709518432617,-25.648822784423828,-17.1359920501709,-2.361457109451294,27.2714786529541,-1.8604270219802856,23.206811904907227
-70.55662536621094,27.104145050048828,-27.78893280029297,-126.19686889648438,-2.186856985092163,27.982418060302734,-1.7210030555725098,24.288835525512695
-57.748252868652344,51.86014175415039,-18.93592071533203,-45.816741943359375,-2.570976972579956,29.872478485107422,-2.174130916595459,25.318504333496094
-75.37796783447266,30.84601593017578,-14.525668144226074,-104.76898956298828,-2.745577096939087,30.96489906311035,-2.2786989212036133,26.208555221557617
-70.260009765625,33.35686492919922,-6.2957258224487305,-76.44261932373047,-2.588437080383301,31.88391876220703,-2.4181230068206787,27.08115577697754
-69.898681640625,33.05860137939453,-1.5062140226364136,-68.28411865234375,-2.8852570056915283,33.21909713745117,-2.7143990993499756,27.831592559814453
