220kV I 母电压_A_1,220kV I 母电压_B_2,220kV I 母电压_C_3,220kV I 母电压_N_4,220kV凤华I回电流_A_9,220kV凤华I回电流_B_10,220kV凤华I回电流_C_11,220kV凤华I回电流_N_12
80.22807312011719,-72.31083679199219,-7.834320068359375,0.17329399287700653,0.03491999953985214,0.17518000304698944,-0.19172999262809753,0.008735000155866146
84.89286041259766,-63.63100814819336,-21.07052993774414,0.3150799870491028,-0.008729999884963036,0.20145699381828308,-0.18301500380039215,0.0
87.57801055908203,-52.84698486328125,-34.433101654052734,0.4883739948272705,-0.03491999953985214,0.2189749926328659,-0.165584996342659,0.008735000155866146
88.0097427368164,-40.64262390136719,-47.174400329589844,0.26781800389289856,-0.07857000082731247,0.2189749926328659,-0.13944000005722046,0.008735000155866146
86.09327697753906,-27.428247451782227,-58.58892059326172,0.047262001782655716,-0.11349000036716461,0.2189749926328659,-0.10458000004291534,0.008735000155866146
82.37619018554688,-14.108660697937012,-68.10803985595703,0.18904800713062286,-0.14841000735759735,0.2102160006761551,-0.06972000002861023,0.0
76.58468627929688,-0.5576130151748657,-75.90023803710938,0.11027800291776657,-0.16586999595165253,0.2189749926328659,-0.04357500001788139,0.008735000155866146
69.08733367919922,12.772494316101074,-81.93392944335938,-0.204802006483078,-0.19205999374389648,0.20145699381828308,0.0,0.0
59.515560150146484,26.12364387512207,-85.85108947753906,-0.4411120116710663,-0.21825000643730164,0.19269800186157227,0.026145000010728836,0.008735000155866146
48.69071960449219,39.04343032836914,-87.7359619140625,-0.1260319948196411,-0.2357099950313568,0.17518000304698944,0.06100500002503395,0.008735000155866146
35.875709533691406,51.21622848510742,-87.20945739746094,-0.23631000518798828,-0.2357099950313568,0.1401440054178238,0.09586499631404877,0.0
22.744800567626953,61.94764709472656,-84.93498229980469,-0.45686599612236023,-0.2357099950313568,0.09634900093078613,0.13072499632835388,0.017470000311732292
9.508589744567871,70.92205810546875,-80.59661865234375,-0.3150799870491028,-0.2357099950313568,0.061312999576330185,0.15686999261379242,0.0
-3.527549982070923,78.25519561767578,-74.7103500366211,-0.0787699967622757,-0.21825000643730164,0.04379500076174736,0.18301500380039215,0.008735000155866146
-16.932239532470703,83.49465942382812,-66.47589111328125,0.0787699967622757,-0.21825000643730164,0.0,0.19172999262809753,0.0
-30.252689361572266,86.80876922607422,-56.51451110839844,-0.03150799870491028,-0.20079000294208527,-0.017518000677227974,0.23530499637126923,0.008735000155866146
-43.27830123901367,88.15545654296875,-44.826210021972656,0.0,-0.1746000051498413,-0.061312999576330185,0.22658999264240265,-0.008735000155866146
-55.14561080932617,87.02970886230469,-31.790069580078125,0.047262001782655716,-0.13967999815940857,-0.07883100211620331,0.23530499637126923,0.008735000155866146
-65.21228790283203,84.0312271118164,-18.817110061645508,-0.09452400356531143,-0.10475999861955643,-0.12262599915266037,0.23530499637126923,0.008735000155866146
-73.4888687133789,79.16000366210938,-5.696730136871338,-0.17329399287700653,-0.0611100010573864,-0.13138499855995178,0.22658999264240265,0.008735000155866146
-80.25965881347656,72.43708801269531,7.70796012878418,-0.26781800389289856,-0.03491999953985214,-0.15766200423240662,0.2091600000858307,0.0
-84.75596618652344,63.63100814819336,20.986289978027344,-0.3150799870491028,0.0,-0.18393899500370026,0.2091600000858307,0.0
-87.535888671875,52.95219421386719,34.32780075073242,-0.47262001037597656,0.04365000128746033,-0.19269800186157227,0.2004449963569641,0.008735000155866146
-88.06239318847656,40.7899169921875,47.07963180541992,-0.3308340013027191,0.06983999907970428,-0.2189749926328659,0.15686999261379242,-0.008735000155866146
-86.29335021972656,27.649187088012695,58.609981536865234,-0.0787699967622757,0.11349000036716461,-0.20145699381828308,0.13072499632835388,0.008735000155866146
-82.47096252441406,14.182308197021484,68.11856842041016,-0.2520639896392822,0.13967999815940857,-0.2102160006761551,0.08715000003576279,0.0
