5-110kVⅠ段母线电压Ua_5,6-110kVⅠ段母线电压Ub_6,7-110kVⅠ段母线电压Uc_7,8-110kVⅠ段母线电压3Uo_8,17-110kV云金线189线路电流Ia_17,18-110kV云金线189线路电流Ib_18,19-110kV云金线189线路电流Ic_19,20-110kV云金线189线路电流3Io_20
-69.86221313476562,-6.880956649780273,76.52937316894531,0.1902182698249817,0.03536562994122505,-0.03530709818005562,0.0,0.03531987592577934
-66.81783294677734,-13.096014022827148,79.5423355102539,0.4755456745624542,0.0,-0.07061419636011124,0.0,0.0
-63.55146408081055,-18.835430145263672,82.07957458496094,0.44384264945983887,0.03536562994122505,-0.03530709818005562,-0.03531241789460182,0.03531987592577934
-60.44365692138672,-23.08449935913086,83.4433364868164,0.03170304745435715,0.03536562994122505,-0.07061419636011124,-0.03531241789460182,0.0
-56.51133346557617,-27.523826599121094,84.04592895507812,-0.15851522982120514,0.0,-0.07061419636011124,0.03531241789460182,0.03531987592577934
-51.691062927246094,-33.13640213012695,84.87052917480469,-0.15851522982120514,0.03536562994122505,-0.07061419636011124,0.0,0.03531987592577934
-46.33168029785156,-38.20991897583008,84.61680603027344,-0.1902182698249817,0.03536562994122505,-0.03530709818005562,0.0,0.0
-41.76511001586914,-42.68095779418945,84.64852142333984,-0.4755456745624542,0.03536562994122505,-0.03530709818005562,0.0,0.0
-37.230247497558594,-46.200706481933594,83.60191345214844,-0.4121395945549011,0.03536562994122505,-0.03530709818005562,0.0,0.03531987592577934
-31.966005325317383,-51.14738845825195,83.09446716308594,0.0,0.0,-0.03530709818005562,0.0,0.0
-26.86032485961914,-55.840389251708984,82.52359008789062,0.3170304596424103,0.03536562994122505,-0.07061419636011124,0.0,0.0
-22.325464248657227,-59.64552688598633,81.76242065429688,0.3804365396499634,0.0,-0.03530709818005562,0.0,0.0
-18.139440536499023,-62.657928466796875,80.68409729003906,0.15851522982120514,0.0,-0.03530709818005562,0.0,0.0
-12.811772346496582,-65.5751953125,78.14685821533203,0.28532740473747253,0.03536562994122505,-0.07061419636011124,0.0,0.0
-7.198693752288818,-68.80956268310547,75.73648071289062,0.4121395945549011,0.03536562994122505,-0.03530709818005562,0.0,0.0
-2.2198615074157715,-71.79025268554688,73.92870330810547,0.22192132472991943,0.03536562994122505,-0.03530709818005562,0.0,0.0
2.917532205581665,-75.15145874023438,72.21607208251953,0.03170304745435715,0.0,-0.07061419636011124,0.0,-0.03531987592577934
8.94287109375,-78.76634216308594,69.7105484008789,0.1268121898174286,0.03536562994122505,-0.03530709818005562,-0.03531241789460182,0.0
16.712385177612305,-71.15606689453125,68.56879425048828,-22.85789680480957,0.0707312598824501,-2.0831189155578613,0.03531241789460182,-1.9425932168960571
23.752517700195312,-37.10009002685547,66.63414764404297,-86.48590850830078,-0.03536562994122505,-7.0261125564575195,-0.07062483578920364,-7.0639753341674805
23.815942764282227,-49.720458984375,58.6418571472168,-51.13701248168945,-0.0707312598824501,-10.097829818725586,-0.03531241789460182,-10.101484298706055
28.097105026245117,-49.022850036621094,55.34345245361328,-52.246620178222656,0.0707312598824501,-14.687752723693848,0.03531241789460182,-14.445829391479492
40.17949295043945,-46.834896087646484,56.13633728027344,-75.70687103271484,0.0707312598824501,-19.913204193115234,-0.07062483578920364,-19.779130935668945
37.9913444519043,-30.40938949584961,43.3867301940918,-76.7530746459961,-0.0707312598824501,-24.07944107055664,-0.24718691408634186,-24.37071418762207
43.25558853149414,-31.202125549316406,39.4857292175293,-77.13350677490234,0.17682814598083496,-27.257080078125,0.07062483578920364,-26.913745880126953
48.836952209472656,-44.171302795410156,35.997032165527344,-59.44321060180664,0.03536562994122505,-31.77638816833496,-0.03531241789460182,-31.575969696044922
48.67839050292969,-39.7636833190918,28.226747512817383,-54.6877555847168,0.03536562994122505,-36.013240814208984,0.0,-35.95563507080078
