1-110kVI母电压Ua_1,2-110kVI母电压Ub_2,3-110kVI母电压Uc_3,4-110kVI母电压3Uo_4,13-110kV166断路器木普线电流Ia_13,14-110kV166断路器木普线电流Ib_14,15-110kV166断路器木普线电流Ic_15,16-110kV166断路器木普线电流3Io_16
79.62138366699219,-66.97270965576172,-11.59202766418457,0.5904785990715027,0.966865599155426,-0.06906182318925858,-0.880538284778595,-0.017265455797314644
83.31964111328125,-57.8358268737793,-24.24070167541504,0.9012568593025208,0.8287419080734253,0.12085819989442825,-0.9323346614837646,0.0
84.87353515625,-46.8653564453125,-36.733985900878906,0.7769455313682556,0.7078837156295776,0.328043669462204,-1.0186619758605957,0.0
84.34520721435547,-34.62069320678711,-48.69894790649414,0.40401169657707214,0.58702552318573,0.517963707447052,-1.087723731994629,0.0
81.95221710205078,-21.692319869995117,-59.451873779296875,0.3418560326099396,0.44890186190605164,0.656087338924408,-1.122254729270935,0.0
77.91210174560547,-8.639634132385254,-68.58875274658203,0.37293386459350586,0.328043669462204,0.7596800923347473,-1.1049891710281372,0.0
71.97623443603516,4.164428234100342,-75.73665618896484,0.15538911521434784,0.17265456914901733,0.880538284778595,-1.035927414894104,-0.017265455797314644
64.0513916015625,16.93741226196289,-80.92665100097656,-0.3107782304286957,-0.03453091159462929,0.966865599155426,-0.9323346614837646,0.0
54.168643951416016,29.5239315032959,-83.94120025634766,-0.5594007968902588,-0.22445093095302582,1.035927414894104,-0.811476469039917,0.0
42.700927734375,41.89290237426758,-84.7802963256836,-0.37293386459350586,-0.39710551500320435,1.0704582929611206,-0.673352837562561,-0.017265455797314644
30.23872184753418,53.39169692993164,-83.69257354736328,-0.09323346614837646,-0.5524945855140686,1.1049891710281372,-0.5524945855140686,-0.017265455797314644
17.37250328063965,63.42983627319336,-80.86449432373047,-0.12431129068136215,-0.6906182765960693,1.122254729270935,-0.44890186190605164,-0.017265455797314644
4.568439960479736,71.696533203125,-76.26497650146484,-0.15538911521434784,-0.7942110300064087,1.0704582929611206,-0.328043669462204,-0.017265455797314644
-8.173467636108398,78.03641510009766,-69.73863220214844,0.15538911521434784,-0.8632728457450867,0.9841310381889343,-0.15538911521434784,-0.017265455797314644
-20.822141647338867,82.35623168945312,-61.378700256347656,0.4972451627254486,-0.9323346614837646,0.880538284778595,0.05179636925458908,-0.017265455797314644
-33.37758255004883,84.56275177001953,-51.09193801879883,0.43508949875831604,-1.0013965368270874,0.7596800923347473,0.258981853723526,-0.017265455797314644
-45.56008529663086,84.59383392333984,-39.25128936767578,0.031077822670340538,-1.0704582929611206,0.6042909622192383,0.44890186190605164,-0.017265455797314644
-56.71702575683594,82.82239532470703,-26.571537017822266,-0.21754474937915802,-1.087723731994629,0.5006982684135437,0.58702552318573,-0.017265455797314644
-66.28899383544922,79.40383911132812,-13.67424201965332,-0.15538911521434784,-1.0704582929611206,0.39710551500320435,0.6906182765960693,-0.017265455797314644
-73.87198638916016,74.12060546875,-0.9634124636650085,-0.2797003984451294,-1.035927414894104,0.2417163997888565,0.7596800923347473,0.0
-79.59030151367188,66.91055297851562,11.685260772705078,-0.6215564608573914,-0.9323346614837646,0.06906182318925858,0.880538284778595,0.0
-83.35071563720703,57.7736701965332,24.333934783935547,-0.9323346614837646,-0.8287419080734253,-0.15538911521434784,0.9323346614837646,0.0
-84.87353515625,46.77212142944336,36.92045211791992,-0.8080233931541443,-0.673352837562561,-0.36257457733154297,1.035927414894104,-0.017265455797314644
-84.28305053710938,34.527462005615234,48.85433578491211,-0.4661673307418823,-0.5524945855140686,-0.5352291464805603,1.087723731994629,0.0
-81.8279037475586,21.59908676147461,59.48295211791992,-0.3418560326099396,-0.43163642287254333,-0.6906182765960693,1.122254729270935,0.0
-77.7567138671875,8.546401023864746,68.58875274658203,-0.40401169657707214,-0.3107782304286957,-0.7942110300064087,1.1049891710281372,-0.017265455797314644
-71.85192108154297,-4.319817066192627,75.7988052368164,-0.18646693229675293,-0.15538911521434784,-0.8632728457450867,1.035927414894104,0.0
-64.02031707763672,-16.999568939208984,81.08203887939453,0.3107782304286957,0.03453091159462929,-0.966865599155426,0.949600100517273,0.0
-54.168643951416016,-29.617164611816406,84.06550598144531,0.5283229947090149,0.2417163997888565,-1.035927414894104,0.811476469039917,0.0
-42.60769271850586,-41.98613739013672,84.84245300292969,0.3107782304286957,0.43163642287254333,-1.087723731994629,0.673352837562561,0.017265455797314644
-30.083332061767578,-53.51601028442383,83.6614990234375,0.0,0.58702552318573,-1.122254729270935,0.5352291464805603,0.0
-17.18603515625,-63.616302490234375,80.86449432373047,0.09323346614837646,0.7078837156295776,-1.1395201683044434,0.43163642287254333,0.0
-4.444128513336182,-71.82084655761719,76.35820770263672,0.09323346614837646,0.7942110300064087,-1.1049891710281372,0.328043669462204,0.0
8.266700744628906,-78.09856414794922,69.83186340332031,-0.15538911521434784,0.880538284778595,-1.0186619758605957,0.15538911521434784,0.0
20.884296417236328,-82.3873062133789,61.378700256347656,-0.4661673307418823,0.966865599155426,-0.8978037238121033,-0.06906182318925858,0.0
33.564048767089844,-84.62490844726562,51.02978515625,-0.43508949875831604,1.035927414894104,-0.7596800923347473,-0.258981853723526,-0.017265455797314644
45.74655532836914,-84.68706512451172,39.220211029052734,-0.031077822670340538,1.087723731994629,-0.6388218998908997,-0.44890186190605164,0.0
56.90349197387695,-82.88455200195312,26.54046058654785,0.15538911521434784,1.1049891710281372,-0.5352291464805603,-0.58702552318573,0.0
66.4133071899414,-79.46598815917969,13.643163681030273,0.12431129068136215,1.1049891710281372,-0.41437095403671265,-0.6906182765960693,0.0
73.99629211425781,-74.12060546875,0.9012568593025208,0.2486225813627243,1.0531928539276123,-0.2762472927570343,-0.7596800923347473,0.0
79.65245819091797,-66.9416275024414,-11.716339111328125,0.6215564608573914,0.966865599155426,-0.08632728457450867,-0.8632728457450867,-0.017265455797314644
83.38179779052734,-57.711517333984375,-24.365013122558594,0.8701789975166321,0.8632728457450867,0.13812364637851715,-0.949600100517273,0.0
84.87353515625,-46.77212142944336,-36.889373779296875,0.7769455313682556,0.7078837156295776,0.328043669462204,-1.035927414894104,0.0
84.31413269042969,-34.49638366699219,-48.82325744628906,0.43508949875831604,0.5697600841522217,0.517963707447052,-1.087723731994629,-0.017265455797314644
81.921142578125,-21.568008422851562,-59.545108795166016,0.3418560326099396,0.4661673307418823,0.673352837562561,-1.122254729270935,0.0
77.88101959228516,-8.546401023864746,-68.6819839477539,0.37293386459350586,0.328043669462204,0.7596800923347473,-1.1049891710281372,-0.017265455797314644
71.88300323486328,4.319817066192627,-75.82988739013672,0.15538911521434784,0.17265456914901733,0.8460074067115784,-1.0531928539276123,-0.017265455797314644
63.95815658569336,17.03064727783203,-80.98880767822266,-0.3418560326099396,-0.017265455797314644,0.949600100517273,-0.949600100517273,-0.017265455797314644
54.044334411621094,29.679319381713867,-84.00335693359375,-0.5904785990715027,-0.22445093095302582,1.0186619758605957,-0.811476469039917,-0.017265455797314644
42.60769271850586,42.04829406738281,-84.7802963256836,-0.3418560326099396,-0.39710551500320435,1.087723731994629,-0.6906182765960693,-0.03453091159462929
30.114410400390625,53.51601028442383,-83.6614990234375,-0.09323346614837646,-0.5697600841522217,1.122254729270935,-0.5697600841522217,-0.017265455797314644
17.217113494873047,63.55414581298828,-80.86449432373047,-0.09323346614837646,-0.673352837562561,1.122254729270935,-0.44890186190605164,-0.017265455797314644
4.413050651550293,71.7586898803711,-76.23389434814453,-0.12431129068136215,-0.7596800923347473,1.087723731994629,-0.3107782304286957,-0.03453091159462929
-8.328856468200684,78.06748962402344,-69.67647552490234,0.18646693229675293,-0.8632728457450867,1.0013965368270874,-0.15538911521434784,0.0
-20.94645118713379,82.3873062133789,-61.25438690185547,0.4972451627254486,-0.9323346614837646,0.880538284778595,0.03453091159462929,-0.017265455797314644
-33.5329704284668,84.56275177001953,-50.967628479003906,0.43508949875831604,-1.0186619758605957,0.742414653301239,0.258981853723526,-0.03453091159462929
-45.68439865112305,82.977783203125,-39.15805435180664,-3.045626640319824,-1.087723731994629,1.035927414894104,0.41437095403671265,0.36257457733154297
-55.22528839111328,73.87198638916016,-24.95549201965332,-10.59753704071045,-1.4157674312591553,3.4703567028045654,0.3107782304286957,2.34810209274292
-61.56516647338867,62.87043380737305,-8.826101303100586,-12.027116775512695,-2.1236512660980225,7.0788373947143555,-0.328043669462204,4.69620418548584
-67.25240325927734,54.54157638549805,6.184486389160156,-10.224603652954102,-2.8315348625183105,10.445601463317871,-0.966865599155426,6.785324573516846
-72.9707260131836,49.19619369506836,19.330406188964844,-6.6195759773254395,-3.3667640686035156,13.156277656555176,-1.484829306602478,8.425542831420898
-78.12964630126953,44.31697463989258,30.922433853149414,-3.9468834400177,-3.7466042041778564,15.228133201599121,-1.9164656400680542,9.668655395507812
