220kVI母_1,220kVI母_2,220kVI母_3,220kVI母_4,220kV骑洱线_29,220kV骑洱线_30,220kV骑洱线_31,220kV骑洱线_32
24.796215057373047,57.522823333740234,-82.34950256347656,-0.10945899784564972,-0.10041599720716476,1.4999999621068127e-05,-0.021750999614596367,-0.02623100019991398
19.598295211791992,61.7476921081543,-81.5007095336914,-0.2110929936170578,-0.10041599720716476,-0.017444999888539314,-0.021750999614596367,-0.008747000247240067
14.395071983337402,65.39669036865234,-79.93572998046875,-0.25018298625946045,-0.10041599720716476,1.4999999621068127e-05,0.013032999821007252,-0.008747000247240067
9.382792472839355,68.49134063720703,-78.0577621459961,-0.25018298625946045,-0.10041599720716476,-0.017444999888539314,0.013032999821007252,-0.04371500015258789
4.142439842224121,71.4514389038086,-75.93576049804688,-0.4456329941749573,-0.10041599720716476,-0.017444999888539314,0.013032999821007252,-0.02623100019991398
-1.352504014968872,74.36848449707031,-73.22490692138672,-0.2658190131187439,-0.10041599720716476,-0.017444999888539314,0.013032999821007252,-0.02623100019991398
-6.476168155670166,76.73656463623047,-70.29654693603516,0.007811000104993582,-0.15280799567699432,1.257135033607483,-0.021750999614596367,1.1451970338821411
-16.246135711669922,57.14070129394531,-71.98353576660156,-53.475128173828125,-0.17027199268341064,2.2523550987243652,-0.07392700016498566,2.0893330574035645
-21.20537567138672,53.49708557128906,-68.40796661376953,-61.97329330444336,-0.3798399865627289,3.352334976196289,-0.26523900032043457,2.701272964477539
-23.581567764282227,59.80479049682617,-62.04196548461914,-44.34370422363281,-0.4846239984035492,4.469775199890137,-0.352198988199234,3.662893056869507
-27.92024040222168,53.86306381225586,-56.75818634033203,-52.966957092285156,-0.6243360042572021,5.622135162353516,-0.5435109734535217,4.432188987731934
-34.9215202331543,51.408870697021484,-54.593746185302734,-65.7572021484375,-0.6767280101776123,6.599895000457764,-0.6130790114402771,5.323873043060303
-43.906494140625,51.60800552368164,-54.758201599121094,-81.62774658203125,-0.7291200160980225,7.664955139160156,-0.6826469898223877,6.285492897033691
-44.5058479309082,54.541194915771484,-44.71583557128906,-59.76861572265625,-0.8513680100440979,8.764934539794922,-0.8391749858856201,7.089756965637207
-47.52382278442383,55.15474319458008,-37.750370025634766,-52.37278747558594,-1.0434720516204834,9.77761459350586,-1.065271019935608,7.719181060791016
-51.6662483215332,59.11589431762695,-33.71326446533203,-45.60240173339844,-1.183184027671814,10.825215339660645,-1.204406976699829,8.488476753234863
-56.0473518371582,62.12981414794922,-29.416215896606445,-40.41124725341797,-1.2355760335922241,11.8204345703125,-1.3087589740753174,9.292740821838379
-59.44721603393555,58.685333251953125,-23.575410842895508,-42.35792922973633,-1.3578239679336548,12.74581527709961,-1.4131109714508057,9.974617004394531
-62.59779357910156,58.86294174194336,-18.307546615600586,-38.36293411254883,-1.4975359439849854,13.618815422058105,-1.5348550081253052,10.656493186950684
-68.49053955078125,56.71552276611328,-16.031700134277344,-48.5576057434082,-1.5673919916152954,14.526735305786133,-1.6044230461120605,11.373336791992188
-70.72882080078125,52.44221496582031,-9.824851036071777,-48.745235443115234,-1.707103967666626,15.364814758300781,-1.7957350015640259,11.9153413772583
-72.46853637695312,47.66299819946289,-3.0344510078430176,-48.37779235839844,-1.8468159437179565,16.133054733276367,-1.9000869989395142,12.439861297607422
-75.86309814453125,47.56074142456055,1.087533950805664,-47.267635345458984,-1.9515999555587769,16.901294708251953,-2.004439115524292,13.016833305358887
-78.70073699951172,43.32510757446289,5.283789157867432,-52.271156311035156,-2.0039920806884766,17.564775466918945,-2.0218310356140137,13.558836936950684
-80.19646453857422,40.434974670410156,11.124593734741211,-49.64430618286133,-2.1262400150299072,18.158414840698242,-2.1087911128997803,13.978452682495117
-81.17240142822266,42.29176330566406,17.145769119262695,-37.588951110839844,-2.1960959434509277,18.786975860595703,-2.178359031677246,14.415553092956543
-82.54083251953125,41.968841552734375,22.652359008789062,-31.037466049194336,-2.300879955291748,19.310775756835938,-2.2653191089630127,14.8176851272583
-82.92272186279297,39.541561126708984,28.355234146118164,-25.783771514892578,-2.3707358837127686,19.764734268188477,-2.3522789478302,15.097429275512695
-82.88028717041016,38.109947204589844,33.27827453613281,-19.748275756835938,-2.5104479789733887,20.183774948120117,-2.3870630264282227,15.359688758850098
-83.28339385986328,36.4469108581543,37.776912689208984,-15.510918617248535,-2.5453760623931885,20.515514373779297,-2.421847105026245,15.621949195861816
