220kVII母电压_A相_5,220kVII母电压_B相_6,220kVII母电压_C相_7,220kVII母电压_3U0_8,吾青线（284）_A相_29,吾青线（284）_B相_30,吾青线（284）_C相_31,吾青线（284）_3I0_32
-16.3801212310791,-64.02725982666016,78.33051300048828,-3.3981802463531494,0.19586631655693054,0.6239026784896851,-1.0884243249893188,0.0
1.3902720212936401,-73.4165267944336,73.22587585449219,2.3489725589752197,-0.09326967597007751,0.7542704343795776,-0.9674882292747498,0.028005162253975868
25.254865646362305,-85.58275604248047,60.93071746826172,1.3154245615005493,-0.3077899217605591,0.8380782604217529,-0.8093411326408386,0.018670108169317245
46.203025817871094,-89.21900177001953,38.02798080444336,-8.47196102142334,-0.5689449906349182,0.8380782604217529,-0.5488635301589966,0.018670108169317245
60.816558837890625,-79.25338745117188,18.58423614501953,0.5167739391326904,-0.7741382718086243,0.8194543123245239,-0.30699145793914795,0.018670108169317245
74.22798156738281,-70.0422592163086,-1.8133518695831299,4.384748458862305,-0.9513506889343262,0.7170224785804749,-0.027908315882086754,0.03734021633863449
85.22471618652344,-61.94192123413086,-25.72234344482422,-4.275129795074463,-1.0726011991500854,0.586654782295227,0.26047760248184204,-0.018670108169317245
86.60453796386719,-42.9852409362793,-44.14935302734375,-0.7203515768051147,-1.0726011991500854,0.39110317826271057,0.49304690957069397,0.0
78.14791870117188,-15.26803970336914,-62.083717346191406,1.6599406003952026,-1.044620394706726,0.1769276261329651,0.7163134217262268,-0.028005162253975868
71.13384246826172,3.667682647705078,-74.78765869140625,0.07829908281564713,-0.9326967597007751,-0.11174377053976059,0.8558549880981445,-0.04667527228593826
61.31831359863281,21.64980697631836,-85.4791030883789,-4.3064494132995605,-0.7368304133415222,-0.33523130416870117,0.9860938191413879,-0.04667527228593826
39.38755416870117,46.0346565246582,-86.67402648925781,-1.5503218173980713,-0.5502910614013672,-0.568030834197998,1.0140020847320557,-0.06534537672996521
16.066526412963867,63.93294906616211,-78.48773956298828,3.4608194828033447,-0.29846295714378357,-0.7635824084281921,0.9674882292747498,-0.08401548862457275
-1.6411482095718384,73.17550659179688,-73.52984619140625,-2.6465089321136475,-0.037307869642972946,-0.8846381306648254,0.8651577830314636,-0.07468043267726898
-25.56846046447754,85.28934478759766,-61.087947845458984,-1.5503218173980713,0.22384721040725708,-0.9591339826583862,0.6884050965309143,-0.1026855930685997
-46.57933807373047,88.77887725830078,-37.89171600341797,8.331022262573242,0.4943292737007141,-0.9498220086097717,0.41862472891807556,-0.14936086535453796
-61.245140075683594,78.83422088623047,-18.437490463256836,-0.7516711950302124,0.6715416312217712,-0.9032621383666992,0.19535820186138153,-0.12135570496320724
-74.58338928222656,69.80123901367188,1.8867244720458984,-4.337769031524658,0.8394270539283752,-0.8101423382759094,-0.11163326352834702,-0.11202064901590347
-85.61148834228516,61.59611129760742,25.837644577026367,4.369088649749756,0.9513506889343262,-0.6983985304832458,-0.37211087346076965,-0.09335054457187653
-86.98085021972656,42.57655715942383,44.13887023925781,0.3601757884025574,0.9793315529823303,-0.49353498220443726,-0.6139829158782959,-0.06534537672996521
-78.35698699951172,14.932707786560059,62.02082824707031,-1.6912602186203003,0.9420236945152283,-0.2607354521751404,-0.8465522527694702,-0.056010324507951736
-71.38471984863281,-3.856306314468384,74.6094741821289,0.03131963312625885,0.8301001191139221,0.0,-0.9953965544700623,-0.03734021633863449
-61.45420455932617,-21.974658966064453,85.17512512207031,4.165511131286621,0.6622146964073181,0.22348754107952118,-1.079121470451355,-0.03734021633863449
-39.2412109375,-46.485260009765625,86.14993286132812,1.3780639171600342,0.43836745619773865,0.44697508215904236,-1.1163326501846313,-0.018670108169317245
-15.993354797363281,-64.36259460449219,78.19424438476562,-3.539118528366089,0.19586631655693054,0.6332146525382996,-1.0884243249893188,0.0
1.6934139728546143,-73.52131652832031,73.12105560302734,2.4742510318756104,-0.05596180260181427,0.7170224785804749,-0.9674882292747498,0.018670108169317245
25.75661849975586,-85.67707061767578,60.42759323120117,1.158826470375061,-0.29846295714378357,0.7915183305740356,-0.8093411326408386,0.056010324507951736
