220kV Ⅱ母电压_A相_5,220kV Ⅱ母电压_B相_6,220kV Ⅱ母电压_C相_7,220kV Ⅱ母电压_3U0_8,唐木Ⅰ回线262_A相_37,唐木Ⅰ回线262_B相_38,唐木Ⅰ回线262_C相_39,唐木Ⅰ回线262_3I0_40
-9.19444751739502,-68.2812271118164,78.04718017578125,2.1648917198181152,0.2787414491176605,-0.455846905708313,-0.03715154156088829,-0.21381494402885437
11.770970344543457,-78.61742401123047,66.92132568359375,0.981209933757782,0.2880328297615051,-0.42793789505958557,-0.10216674208641052,-0.21381494402885437
32.34159851074219,-86.37736511230469,50.93375778198242,-4.36093282699585,0.29732421040534973,-0.3721199333667755,-0.14860616624355316,-0.2045186460018158
52.673274993896484,-85.77485656738281,31.569995880126953,-1.5419013500213623,0.29732421040534973,-0.3256049156188965,-0.1764698177576065,-0.21381494402885437
68.257080078125,-77.72404479980469,10.284400939941406,2.6321346759796143,0.2694500684738159,-0.2604839503765106,-0.24148501455783844,-0.19522233307361603
78.67745971679688,-67.2735824584961,-12.289340019226074,-0.591840922832489,0.2508673071861267,-0.18605996668338776,-0.24148501455783844,-0.2045186460018158
85.1083755493164,-52.59514236450195,-33.98007583618164,-1.6820741891860962,0.18582762777805328,-0.13954496383666992,-0.26006078720092773,-0.19522233307361603
84.71358489990234,-31.029367446899414,-53.167236328125,2.05586838722229,0.10220519453287125,-0.1116359755396843,-0.24148501455783844,-0.18592603504657745
77.02557373046875,-8.89224624633789,-67.93937683105469,1.3705788850784302,0.07433105260133743,-0.05581798776984215,-0.2136213630437851,-0.22311124205589294
66.0649642944336,10.85560417175293,-78.98212432861328,-2.3829383850097656,0.0,-0.04651499167084694,-0.1578940451145172,-0.21381494402885437
51.75902557373047,32.29671859741211,-85.58907318115234,-1.3705788850784302,-0.07433105260133743,-0.03721199184656143,-0.13003039360046387,-0.22311124205589294
31.22995376586914,53.46774673461914,-85.33975219726562,0.49839234352111816,-0.08362243324518204,-0.06512098759412766,-0.055727314203977585,-0.2045186460018158
8.280197143554688,67.74104309082031,-78.42115783691406,-2.6632840633392334,-0.09291381388902664,-0.05581798776984215,0.009287885390222073,-0.17662973701953888
-12.695610046386719,78.19151306152344,-67.12908935546875,-1.3705788850784302,-0.11149658262729645,-0.10233297944068909,0.04643942788243294,-0.2045186460018158
-33.30779266357422,85.76446533203125,-51.359676361083984,3.3952977657318115,-0.14866210520267487,-0.15815097093582153,0.09287885576486588,-0.2045186460018158
-53.732975006103516,85.12039947509766,-31.663490295410156,0.8098875284194946,-0.13007934391498566,-0.2325749546289444,0.14860616624355316,-0.2045186460018158
-69.15055847167969,76.94493865966797,-10.336342811584473,-3.2395501136779785,-0.09291381388902664,-0.27908992767333984,0.1764698177576065,-0.19522233307361603
-79.53976440429688,66.70223236083984,11.936138153076172,-0.2647709250450134,-0.07433105260133743,-0.3442109227180481,0.1950455904006958,-0.19522233307361603
-85.93951416015625,52.086124420166016,33.80347442626953,0.9189108610153198,-0.04645690694451332,-0.3721199333667755,0.1950455904006958,-0.2045186460018158
-85.5862808227539,30.489185333251953,53.01141357421875,-2.398513078689575,0.037165526300668716,-0.42793789505958557,0.1950455904006958,-0.19522233307361603
-77.83592987060547,8.258569717407227,67.55500793457031,-2.2271907329559326,0.11149658262729645,-0.4744529128074646,0.16718193888664246,-0.19522233307361603
-66.8337631225586,-11.468503952026367,78.55620574951172,1.4640275239944458,0.12078796327114105,-0.4930588901042938,0.09287885576486588,-0.22311124205589294
-52.455101013183594,-32.85768127441406,85.10082244873047,0.7008642554283142,0.2137017697095871,-0.4930588901042938,0.09287885576486588,-0.2045186460018158
-31.718246459960938,-54.122196197509766,84.45674896240234,-1.3705788850784302,0.2601586878299713,-0.4744529128074646,-0.009287885390222073,-0.21381494402885437
-8.55031681060791,-68.58248901367188,77.77708435058594,1.8533965349197388,0.2880328297615051,-0.483755886554718,-0.03715154156088829,-0.2045186460018158
12.155370712280273,-78.82518768310547,66.69277954101562,0.981209933757782,0.29732421040534973,-0.41863492131233215,-0.12074250727891922,-0.21381494402885437
32.74677658081055,-86.41891479492188,50.6844367980957,-4.36093282699585,0.30661559104919434,-0.3628169298171997,-0.14860616624355316,-0.2045186460018158
52.95378112792969,-85.63980865478516,31.227182388305664,-1.4640275239944458,0.2880328297615051,-0.29769593477249146,-0.1950455904006958,-0.2417038530111313
68.49603271484375,-77.53706359863281,9.962364196777344,2.725583076477051,0.2787414491176605,-0.2604839503765106,-0.1950455904006958,-0.19522233307361603
78.70862579345703,-67.0658187866211,-12.580211639404297,-0.5762661695480347,0.2415759265422821,-0.17675696313381195,-0.2321971356868744,-0.18592603504657745
85.17070770263672,-52.3458251953125,-34.343666076660156,-1.6042003631591797,0.1951190084218979,-0.14884796738624573,-0.2507728934288025,-0.2045186460018158
84.7239761352539,-30.60345458984375,-53.40616989135742,2.2739150524139404,0.10220519453287125,-0.08372697979211807,-0.2136213630437851,-0.21381494402885437
77.02557373046875,-8.61176586151123,-68.24063873291016,1.0902332067489624,0.055748291313648224,-0.06512098759412766,-0.18575771152973175,-0.2045186460018158
65.8779525756836,11.291905403137207,-79.02367401123047,-2.28948974609375,0.037165526300668716,-0.03721199184656143,-0.1578940451145172,-0.19522233307361603
51.52007293701172,32.7330207824707,-85.55790710449219,-1.1525323390960693,-0.04645690694451332,-0.04651499167084694,-0.14860616624355316,-0.2045186460018158
19.303144454956055,43.9937629699707,-80.74813079833984,-29.00020408630371,-0.04645690694451332,0.5395739078521729,-0.009287885390222073,-0.8738523721694946
11.802138328552246,62.81707000732422,-74.6190414428711,2.0402936935424805,-0.2601586878299713,1.7489635944366455,-0.1578940451145172,-1.710519552230835
-11.978754043579102,63.31570053100586,-61.31165313720703,-14.266480445861816,-0.2880328297615051,2.6885664463043213,-0.16718193888664246,-2.602964401245117
-30.59621238708496,70.60816955566406,-48.49250793457031,-12.413084030151367,-0.5389001369476318,4.2235612869262695,-0.2507728934288025,-3.8300764560699463
-50.20064163208008,70.09915161132812,-28.858652114868164,-14.81159782409668,-0.6782708764076233,5.498071670532227,-0.3343638777732849,-4.834076881408691
-65.82601165771484,64.80120086669922,-6.066757678985596,-11.089229583740234,-0.8362243175506592,6.763279438018799,-0.45510637760162354,-5.800892353057861
