17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,29-220kV临南线电流Ia_29,30-220kV临南线电流Ib_30,31-220kV临南线电流Ic_31,32-220kV临南线电流3Io_32
-37.20015335083008,-47.051822662353516,84.28305053710938,0.6837120652198792,0.05179636925458908,-1.0186619758605957,0.949600100517273,-0.017265455797314644
-23.867767333984375,-57.80474853515625,81.54820251464844,0.5283229947090149,0.258981853723526,-1.1395201683044434,0.880538284778595,0.0
-10.193525314331055,-67.6875,77.63240051269531,0.4661673307418823,0.39710551500320435,-1.2085819244384766,0.7769455313682556,0.0
3.076704502105713,-76.04743194580078,72.34916687011719,0.031077822670340538,0.5524945855140686,-1.1913164854049683,0.6388218998908997,-0.017265455797314644
15.569989204406738,-81.921142578125,65.41881561279297,-0.4972451627254486,0.673352837562561,-1.1567856073379517,0.44890186190605164,-0.017265455797314644
27.224172592163086,-84.93568420410156,56.53055953979492,-0.7769455313682556,0.7942110300064087,-1.1049891710281372,0.258981853723526,-0.017265455797314644
38.5364990234375,-85.12215423583984,45.43577575683594,-0.4972451627254486,0.949600100517273,-1.035927414894104,0.06906182318925858,-0.017265455797314644
49.72451400756836,-83.38179779052734,32.693870544433594,-0.18646693229675293,1.0704582929611206,-0.949600100517273,-0.12085819989442825,-0.017265455797314644
60.53959655761719,-80.39832305908203,18.988550186157227,-0.062155645340681076,1.1567856073379517,-0.8632728457450867,-0.328043669462204,0.0
70.26695251464844,-76.26497650146484,5.252151966094971,0.062155645340681076,1.2085819244384766,-0.7596800923347473,-0.4661673307418823,0.017265455797314644
78.09856414794922,-70.4844970703125,-7.987000465393066,0.4661673307418823,1.2085819244384766,-0.6042909622192383,-0.6042909622192383,0.0
83.10209655761719,-62.777198791503906,-20.355974197387695,0.8391011953353882,1.122254729270935,-0.39710551500320435,-0.7251491546630859,0.0
85.09107971191406,-52.956607818603516,-32.07231140136719,0.7147899270057678,1.0704582929611206,-0.22445093095302582,-0.8632728457450867,0.0
84.46952056884766,-41.24026870727539,-43.26033020019531,0.15538911521434784,0.9841310381889343,0.0,-0.966865599155426,0.0
82.10760498046875,-28.280818939208984,-54.13756561279297,-0.40401169657707214,0.8978037238121033,0.18992002308368683,-1.087723731994629,0.017265455797314644
78.99982452392578,-15.538910865783691,-64.39324951171875,-1.5538910627365112,0.811476469039917,0.39710551500320435,-1.17405104637146,0.017265455797314644
75.45695495605469,-0.43508949875831604,-72.69102478027344,4.413050651550293,0.656087338924408,0.517963707447052,-1.2085819244384766,-0.03453091159462929
68.40228271484375,11.250171661376953,-80.86449432373047,-2.4862258434295654,0.483432799577713,0.673352837562561,-1.2085819244384766,-0.03453091159462929
