220kV I 母电压_A_1,220kV I 母电压_B_2,220kV I 母电压_C_3,220kV I 母电压_N_4,220kV凤华I回电流_A_9,220kV凤华I回电流_B_10,220kV凤华I回电流_C_11,220kV凤华I回电流_N_12
-4.243589878082275,78.58135223388672,-73.89954376220703,0.6931759715080261,-0.2357099950313568,0.25401100516319275,-0.026145000010728836,0.008735000155866146
-17.27972984313965,83.03173065185547,-65.3702392578125,0.567143976688385,-0.26190000772476196,0.25401100516319275,0.026145000010728836,0.0
-30.210569381713867,85.7777099609375,-55.67211151123047,-0.2835719883441925,-0.2880899906158447,0.2189749926328659,0.06972000002861023,0.0
-43.13087844848633,86.95606231689453,-43.74161911010742,0.047262001782655716,-0.3142800033092499,0.19269800186157227,0.13072499632835388,0.0
-55.48257064819336,86.76668548583984,-30.8528995513916,0.6301599740982056,-0.32300999760627747,0.16642099618911743,0.15686999261379242,0.0
-66.11786651611328,83.81028747558594,-17.658809661865234,-0.0787699967622757,-0.3055500090122223,0.12262599915266037,0.18301500380039215,0.008735000155866146
-74.64717102050781,79.13896179199219,-4.780620098114014,-0.6459140181541443,-0.2880899906158447,0.07883100211620331,0.2091600000858307,0.0
-80.36495971679688,72.16353607177734,8.223930358886719,-0.06301599740982056,-0.2531700134277344,0.017518000677227974,0.23530499637126923,0.008735000155866146
-84.05046081542969,62.92610168457031,21.21795082092285,0.06301599740982056,-0.2444400042295456,-0.03503600135445595,0.26144999265670776,0.008735000155866146
-86.5776596069336,52.22624588012695,34.06454849243164,-0.5513899922370911,-0.21825000643730164,-0.061312999576330185,0.2875950038433075,0.017470000311732292
-87.39900207519531,40.08501052856445,46.995391845703125,-0.5513899922370911,-0.1833299994468689,-0.12262599915266037,0.2963100075721741,0.017470000311732292
-86.08274841308594,26.996885299682617,59.073299407958984,0.0,-0.14841000735759735,-0.16642099618911743,0.30502501130104065,0.0
-82.14453125,13.224897384643555,68.7503662109375,-0.23631000518798828,-0.09602999687194824,-0.19269800186157227,0.30502501130104065,0.0
-76.6268081665039,-0.19989900290966034,76.50045013427734,-0.4883739948272705,-0.0611100010573864,-0.2102160006761551,0.27016499638557434,0.008735000155866146
-68.950439453125,-12.972393035888672,81.91287231445312,0.03150799870491028,0.0,-0.23649300634860992,0.2527349889278412,0.008735000155866146
-59.16807174682617,-25.786970138549805,85.22982025146484,0.45686599612236023,0.04365000128746033,-0.26276999711990356,0.22658999264240265,0.0
-47.648250579833984,-38.75936508178711,86.39865112304688,-0.01575399935245514,0.10475999861955643,-0.2802880108356476,0.2004449963569641,0.0
-34.896419525146484,-51.57394027709961,86.38812255859375,-0.14178599417209625,0.14841000735759735,-0.2978059947490692,0.15686999261379242,0.0
-21.61808967590332,-62.736724853515625,84.61907958984375,0.42535799741744995,0.1833299994468689,-0.2890470027923584,0.1220100000500679,0.008735000155866146
-8.350290298461914,-71.5743637084961,80.12277221679688,0.29932600259780884,0.19205999374389648,-0.2802880108356476,0.08715000003576279,0.0
4.538430213928223,-78.6023941040039,73.87847900390625,-0.34658798575401306,0.21825000643730164,-0.25401100516319275,0.05229000002145767,0.0
17.56403923034668,-83.22110748291016,65.59136962890625,-0.1575399935245514,0.2531700134277344,-0.22773399949073792,-0.008715000003576279,0.0
30.410640716552734,-86.12490844726562,55.777408599853516,0.09452400356531143,0.2880899906158447,-0.20145699381828308,-0.04357500001788139,0.0
43.29935836791992,-86.93502044677734,43.55207824707031,-0.1260319948196411,0.3142800033092499,-0.19269800186157227,-0.09586499631404877,0.008735000155866146
55.72475814819336,-86.45105743408203,30.56859016418457,-0.2520639896392822,0.3142800033092499,-0.1401440054178238,-0.13944000005722046,0.008735000155866146
66.36006164550781,-83.6945571899414,17.42715072631836,0.17329399287700653,0.2968200147151947,-0.10510800033807755,-0.15686999261379242,0.0
74.73140716552734,-79.05479431152344,4.517370223999023,0.34658798575401306,0.27935999631881714,-0.061312999576330185,-0.18301500380039215,0.008735000155866146
80.52291107177734,-72.03728485107422,-8.413470268249512,0.1575399935245514,0.2531700134277344,-0.017518000677227974,-0.2091600000858307,0.0
84.2294692993164,-62.642032623291016,-21.470670700073242,0.2520639896392822,0.22698000073432922,0.03503600135445595,-0.2440200001001358,0.0
86.61978149414062,-52.06842803955078,-34.26462173461914,0.45686599612236023,0.20951999723911285,0.07883100211620331,-0.27016499638557434,0.0
87.2621078491211,-39.979801177978516,-47.10068893432617,0.2835719883441925,0.1746000051498413,0.13138499855995178,-0.2788800001144409,0.0
86.07221984863281,-26.89167594909668,-59.041709899902344,0.1575399935245514,0.13967999815940857,0.15766200423240662,-0.2875950038433075,0.0
82.14453125,-13.161770820617676,-68.77143096923828,0.3150799870491028,0.08730000257492065,0.19269800186157227,-0.27016499638557434,0.0
76.46885681152344,0.25250399112701416,-76.48992156982422,0.3150799870491028,0.04365000128746033,0.2102160006761551,-0.2440200001001358,0.008735000155866146
68.6766586303711,13.235418319702148,-81.88127899169922,-0.01575399935245514,-0.01745999976992607,0.24525199830532074,-0.22658999264240265,0.008735000155866146
59.21018981933594,26.060516357421875,-85.38777160644531,-0.2520639896392822,-0.0611100010573864,0.26276999711990356,-0.2091600000858307,0.0
47.648250579833984,38.95926284790039,-86.61978149414062,-0.09452400356531143,-0.11349000036716461,0.2890470027923584,-0.17430000007152557,0.0
34.8332405090332,51.658111572265625,-86.43023681640625,-0.01575399935245514,-0.15714000165462494,0.2978059947490692,-0.13944000005722046,0.0
21.628620147705078,62.63151168823242,-84.39794921875,-0.29932600259780884,-0.1833299994468689,0.2978059947490692,-0.11329499632120132,0.0
8.297639846801758,71.77426147460938,-80.17542266845703,-0.204802006483078,-0.20951999723911285,0.2802880108356476,-0.06972000002861023,0.0
-4.633200168609619,78.63395690917969,-73.87847900390625,0.14178599417209625,-0.22698000073432922,0.25401100516319275,-0.026145000010728836,0.008735000155866146
-17.74304962158203,83.06329345703125,-65.17017364501953,0.18904800713062286,-0.26190000772476196,0.24525199830532074,0.026145000010728836,0.0
-30.473819732666016,85.92501068115234,-55.240379333496094,0.26781800389289856,-0.2968200147151947,0.22773399949073792,0.06972000002861023,0.0
-43.478370666503906,86.93502044677734,-43.373069763183594,0.047262001782655716,-0.3142800033092499,0.19269800186157227,0.1220100000500679,0.0
-55.935359954833984,86.52470397949219,-30.726539611816406,-0.3308340013027191,-0.32300999760627747,0.15766200423240662,0.165584996342659,0.008735000155866146
-66.4969482421875,83.67351531982422,-17.395559310913086,-0.5041279792785645,-0.2968200147151947,0.11386699974536896,0.19172999262809753,0.017470000311732292
-74.2996826171875,79.31781768798828,-4.1593499183654785,1.3705979585647583,-0.27935999631881714,0.07883100211620331,0.2004449963569641,0.0
-80.43866729736328,71.86894989013672,8.402939796447754,-0.3780960142612457,-0.26190000772476196,0.008759000338613987,0.23530499637126923,0.0
-84.3242416381836,62.4947395324707,21.249540328979492,-1.1027799844741821,-0.2357099950313568,-0.026277000084519386,0.27016499638557434,0.0
-86.45130157470703,52.18415832519531,34.454158782958984,0.29932600259780884,-0.20951999723911285,-0.061312999576330185,0.2875950038433075,0.017470000311732292
-87.11469268798828,39.93771743774414,47.395530700683594,0.3780960142612457,-0.1833299994468689,-0.11386699974536896,0.30502501130104065,0.008735000155866146
-86.26175689697266,25.54498863220215,58.883758544921875,-3.245323896408081,-0.13095000386238098,-0.11386699974536896,0.31373998522758484,0.06988000124692917
-91.30563354492188,-8.742951393127441,61.66368103027344,-67.00176239013672,-0.19205999374389648,0.5780940055847168,0.19172999262809753,0.5852450132369995
-65.24388122558594,18.70633888244629,86.95674133300781,70.05803680419922,-0.11349000036716461,0.4379499852657318,0.33988499641418457,0.6551250219345093
-73.16243743896484,-16.707347869873047,76.4793930053711,-23.88306427001953,-0.14841000735759735,0.38539600372314453,0.06972000002861023,0.27078500390052795
-66.13893127441406,-21.483882904052734,78.21684265136719,-15.738245964050293,-0.01745999976992607,-0.2802880108356476,0.2527349889278412,-0.05240999907255173
-48.353759765625,-23.19880485534668,87.72543334960938,28.341445922851562,0.16586999595165253,-0.8496230244636536,0.2091600000858307,-0.4891600012779236
-34.51734161376953,-24.724349975585938,87.9781494140625,50.318275451660156,0.33173999190330505,-1.7342820167541504,0.26144999265670776,-1.179224967956543
