1-220kV母线Ⅰ电压Ua_1,2-220kV母线Ⅰ电压Ub_2,3-220kV母线Ⅰ电压Uc_3,4-220kV母线Ⅰ电压3Uo_4,89-220kV瑞达II线路电流Ia_89,90-220kV瑞达II线路电流Ib_90,91-220kV瑞达II线路电流Ic_91,92-220kV瑞达II线路电流3Io_92
-84.63257598876953,44.92715835571289,39.528480529785156,-0.28553327918052673,-0.12809991836547852,0.042692266404628754,0.08525574952363968,0.0071035269647836685
-84.69623565673828,40.39002227783203,44.12850570678711,-0.2538073658943176,-0.12809991836547852,0.042692266404628754,0.09236039221286774,0.0
-84.34612274169922,35.59906005859375,48.66508102416992,-0.1269036829471588,-0.12809991836547852,0.028461512178182602,0.09946504235267639,0.0
-83.77320098876953,30.744644165039062,53.043033599853516,0.0317259207367897,-0.12098325788974762,0.014230756089091301,0.09946504235267639,0.0
-82.91382598876953,25.541215896606445,57.420989990234375,0.15862959623336792,-0.12098325788974762,0.0071153780445456505,0.10656968504190445,0.0
-81.64067840576172,20.27433204650879,61.418251037597656,0.22208143770694733,-0.12098325788974762,0.0,0.12077897787094116,-0.0071035269647836685
-79.98558807373047,14.912262916564941,65.1617202758789,0.19035550951957703,-0.11386659741401672,-0.014230756089091301,0.12077897787094116,0.0
-77.94854736328125,9.550193786621094,68.46104431152344,0.0634518414735794,-0.09963327646255493,-0.028461512178182602,0.12788362801074982,-0.0071035269647836685
-75.59322357177734,4.124668598175049,71.37968444824219,0.0,-0.09963327646255493,-0.028461512178182602,0.12788362801074982,0.0
-72.9514389038086,-1.3008569478988647,74.2031478881836,-0.0317259207367897,-0.08539994806051254,-0.03557689115405083,0.12077897787094116,0.0
-69.86405181884766,-6.758110523223877,76.58246612548828,-0.0317259207367897,-0.07828328758478165,-0.042692266404628754,0.12788362801074982,0.0071035269647836685
-66.77666473388672,-11.834625244140625,78.67626953125,0.15862959623336792,-0.07828328758478165,-0.056923024356365204,0.12788362801074982,-0.0071035269647836685
-63.4028205871582,-16.91114044189453,80.48455810546875,0.31725919246673584,-0.06404995918273926,-0.056923024356365204,0.13498826324939728,0.0071035269647836685
-59.67885971069336,-21.860742568969727,81.75353240966797,0.44416287541389465,-0.06404995918273926,-0.06403840333223343,0.12788362801074982,0.0
-55.76392364501953,-26.746889114379883,82.92733001708984,0.6979702115058899,-0.049816638231277466,-0.07115378230810165,0.13498826324939728,0.0071035269647836685
