17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,9-220kV厂中线电流Ia_9,10-220kV厂中线电流Ib_10,11-220kV厂中线电流Ic_11,12-220kV厂中线电流3Io_12
67.50577545166016,-78.38003540039062,10.80118179321289,-0.1263185441493988,2.0531511306762695,-2.5096383094787598,0.4597608149051666,0.0
70.6116714477539,-76.26422119140625,5.526920318603516,-0.1578981727361679,2.1239495277404785,-2.4742910861968994,0.2829297184944153,-0.03537170588970184
73.62249755859375,-73.86418914794922,0.18949441611766815,-0.0947389081120491,2.1947479248046875,-2.403597116470337,0.14146485924720764,0.0
76.53823852539062,-71.40099334716797,-5.1479315757751465,0.0,2.300945281982422,-2.297556161880493,-0.03536621481180191,0.0
79.16874694824219,-68.71674346923828,-10.359027862548828,0.1578981727361679,2.371743679046631,-2.1915149688720703,-0.21219730377197266,0.03537170588970184
81.57740020751953,-65.77986145019531,-15.570123672485352,0.3473759889602661,2.4779410362243652,-2.0854740142822266,-0.3536621630191803,0.0
83.5423583984375,-62.464027404785156,-20.781219482421875,0.5052741765975952,2.5133402347564697,-2.014780044555664,-0.5304932594299316,0.03537170588970184
84.61991882324219,-58.42186737060547,-25.86598777770996,0.5684334635734558,2.548739433288574,-1.87339186668396,-0.6719580888748169,0.03537170588970184
85.3488540649414,-54.00075149536133,-30.982336044311523,0.5684334635734558,2.5841386318206787,-1.7673509120941162,-0.8134229779243469,0.0
85.63408660888672,-49.23226547241211,-36.003936767578125,0.6000130772590637,2.619537830352783,-1.625962734222412,-0.9902540445327759,0.0
85.50731658935547,-44.27429962158203,-40.77288055419922,0.6315926909446716,2.619537830352783,-1.4492276906967163,-1.1317188739776611,0.03537170588970184
85.25376892089844,-39.34791564941406,-45.54182434082031,0.5684334635734558,2.619537830352783,-1.3078396320343018,-1.273183822631836,0.03537170588970184
84.74668884277344,-34.421531677246094,-49.99494171142578,0.5052741765975952,2.619537830352783,-1.2017985582351685,-1.3792824745178223,0.03537170588970184
83.89098358154297,-29.431989669799805,-54.19540023803711,0.3157963454723358,2.619537830352783,-1.0250635147094727,-1.5561134815216064,0.03537170588970184
82.81342315673828,-24.505603790283203,-58.17478561401367,0.1263185441493988,2.5841386318206787,-0.8836754560470581,-1.6975784301757812,0.03537170588970184
81.38724517822266,-19.642377853393555,-61.5856819152832,0.0631592720746994,2.5133402347564697,-0.7069403529167175,-1.8390432596206665,0.03537170588970184
79.77091217041016,-14.589676856994629,-65.02816772460938,0.0631592720746994,2.4779410362243652,-0.530205249786377,-1.909775733947754,0.03537170588970184
77.86933898925781,-9.410656929016113,-68.31273651123047,0.1263185441493988,2.44254207611084,-0.3888171911239624,-2.0158743858337402,0.03537170588970184
75.68253326416016,-4.0737409591674805,-71.4078140258789,0.1578981727361679,2.371743679046631,-0.24742911756038666,-2.1219730377197266,0.03537170588970184
73.21048736572266,1.3894929885864258,-74.4397201538086,0.1578981727361679,2.300945281982422,-0.10604105144739151,-2.1927053928375244,0.03537170588970184
70.51659393310547,6.88430643081665,-77.25055694580078,0.0631592720746994,2.1947479248046875,0.10604105144739151,-2.2634377479553223,0.03537170588970184
67.6325454711914,12.221222877502441,-79.77714538574219,-0.0631592720746994,2.088550329208374,0.2827761471271515,-2.3695363998413086,0.0
64.3998794555664,17.526559829711914,-82.01950073242188,-0.3157963454723358,1.98235285282135,0.42416420578956604,-2.475635051727295,0.03537170588970184
60.565040588378906,22.673999786376953,-83.44070434570312,-0.4736945331096649,1.9115545749664307,0.6008992791175842,-2.475635051727295,0.03537170588970184
56.476661682128906,27.568805694580078,-84.32501220703125,-0.6631723642349243,1.7699579000473022,0.812981367111206,-2.5110013484954834,0.03537170588970184
