大理和平二回电压_A相_1,大理和平二回电压_B相_2,大理和平二回电压_C相_3,大理和平二回电压_3U0_4,大理和平二回电流_A相_33,大理和平二回电流_B相_34,大理和平二回电流_C相_35,大理和平二回电流_3I0_36
-86.56685638427734,56.962066650390625,29.602113723754883,-0.18732285499572754,-0.3975306451320648,0.30363771319389343,0.11879069358110428,0.020677372813224792
-85.86450958251953,36.04850769042969,49.77448272705078,-0.2653740346431732,-0.4108450710773468,0.211226224899292,0.22061128914356232,0.022557133808732033
-82.45760345458984,16.28232765197754,66.48753356933594,0.15610237419605255,-0.3918244540691376,0.11504285782575607,0.3073473572731018,0.024436894804239273
-71.66033172607422,-7.551828861236572,79.56414794921875,0.17171260714530945,-0.34997913241386414,0.005657845642417669,0.3639143407344818,0.022557133808732033
-56.13532638549805,-29.18510627746582,86.0555648803711,0.7336811423301697,-0.273896723985672,-0.105613112449646,0.40916794538497925,0.024436894804239273
-35.7987174987793,-49.608421325683594,85.6075210571289,-0.06244095042347908,-0.1959122270345688,-0.19991053640842438,0.41671022772789,0.020677372813224792
-15.210524559020996,-66.40185546875,82.18988800048828,0.7336811423301697,-0.09510302543640137,-0.28855010867118835,0.40916794538497925,0.020677372813224792
7.799193859100342,-79.80530548095703,71.58272552490234,-0.8741732835769653,0.007608241867274046,-0.34701451659202576,0.3620287775993347,0.022557133808732033
30.34766960144043,-86.85646057128906,56.443031311035156,-0.23415356874465942,0.11222156882286072,-0.38850539922714233,0.29603394865989685,0.022557133808732033
49.70937728881836,-86.18889617919922,35.88513946533203,-0.9522244930267334,0.21112871170043945,-0.3960491716861725,0.21495459973812103,0.024436894804239273
66.97452545166016,-82.99710083007812,15.910745620727539,-0.14049214124679565,0.287211149930954,-0.38284754753112793,0.10747729986906052,0.024436894804239273
79.92076873779297,-72.17003631591797,-7.700092315673828,0.01561023760586977,0.34617501497268677,-0.3394707441329956,0.005656699649989605,0.018797611817717552
86.57733917236328,-57.066375732421875,-29.331205368041992,0.40586617588996887,0.3880203366279602,-0.2659187316894531,-0.09993503242731094,0.022557133808732033
85.8854751586914,-36.090232849121094,-49.56608963012695,0.45269688963890076,0.4013347625732422,-0.18105106055736542,-0.1960989236831665,0.022557133808732033
82.51001739501953,-16.261465072631836,-66.38333892822266,0.12488190084695816,0.38041210174560547,-0.08109578490257263,-0.2771782875061035,0.026316655799746513
71.83853912353516,7.48924446105957,-79.6370849609375,0.046830713748931885,0.33666470646858215,0.024517331272363663,-0.3412875533103943,0.024436894804239273
56.271602630615234,29.278982162475586,-86.107666015625,-0.49952760338783264,0.2719946503639221,0.13956019282341003,-0.38088443875312805,0.020677372813224792
35.851131439208984,49.56669998168945,-85.70130157470703,0.2653740346431732,0.18830399215221405,0.23574356734752655,-0.3997401297092438,0.022557133808732033
15.388731956481934,66.29754638671875,-82.34618377685547,-0.5307480692863464,0.0912989005446434,0.316839337348938,-0.38088443875312805,0.024436894804239273
-7.620986461639404,79.62798309326172,-71.57230377197266,1.186378002166748,-0.020922666415572166,0.37907564640045166,-0.3412875533103943,0.022557133808732033
-30.106565475463867,86.71043395996094,-56.5472297668457,0.40586617588996887,-0.12363393604755402,0.41490867733955383,-0.2752927243709564,0.020677372813224792
-49.51020431518555,86.12631225585938,-35.97891616821289,1.2332087755203247,-0.20922665297985077,0.4337681531906128,-0.18478552997112274,0.024436894804239273
-66.82776641845703,82.9866714477539,-15.952424049377441,0.3278149962425232,-0.3005255460739136,0.41679462790489197,-0.09427832812070847,0.022557133808732033
-79.83690643310547,72.30563354492188,7.700092315673828,0.23415356874465942,-0.35948944091796875,0.36775994300842285,0.015084533020853996,0.024436894804239273
-86.50395965576172,57.20197296142578,29.289525985717773,-0.14049214124679565,-0.3975306451320648,0.29986581206321716,0.11690513044595718,0.024436894804239273
-85.83306121826172,36.35099792480469,49.545249938964844,-0.23415356874465942,-0.4127471148967743,0.21311217546463013,0.2224968522787094,0.024436894804239273
-82.55194854736328,16.522233963012695,66.27914428710938,0.12488190084695816,-0.39562857151031494,0.1112709641456604,0.3035762310028076,0.020677372813224792
-71.83853912353516,-7.270199775695801,79.41827392578125,0.12488190084695816,-0.34997913241386414,0.005657845642417669,0.3657999336719513,0.022557133808732033
-56.37643051147461,-28.913908004760742,86.01388549804688,0.7492914199829102,-0.2834070026874542,-0.105613112449646,0.40728238224983215,0.020677372813224792
-36.02933883666992,-49.34765625,85.6179428100586,-0.01561023760586977,-0.19210810959339142,-0.20368243753910065,0.4223669171333313,0.018797611817717552
-15.483077049255371,-66.1932373046875,82.31492614746094,0.7492914199829102,-0.1027112677693367,-0.2810063362121582,0.41105350852012634,0.024436894804239273
7.505675792694092,-79.64884948730469,71.67650604248047,-0.9210039973258972,0.009510302916169167,-0.34701451659202576,0.3620287775993347,0.022557133808732033
29.991254806518555,-86.81474304199219,56.6931037902832,-0.2653740346431732,0.11792775243520737,-0.38473349809646606,0.29980507493019104,0.028196416795253754
49.44730758666992,-86.178466796875,36.16646957397461,-0.9522244930267334,0.20732459425926208,-0.39982107281684875,0.21118345856666565,0.022557133808732033
66.8172836303711,-83.08055114746094,16.202495574951172,-0.14049214124679565,0.28911319375038147,-0.38284754753112793,0.10936286300420761,0.024436894804239273
79.75304412841797,-72.3577880859375,-7.408343315124512,0.01561023760586977,0.35758736729621887,-0.33569884300231934,0.005656699649989605,0.022557133808732033
86.57733917236328,-57.30628204345703,-29.049875259399414,0.40586617588996887,0.3880203366279602,-0.2696906328201294,-0.09804946184158325,0.022557133808732033
85.9378890991211,-36.37186050415039,-49.3472785949707,0.46830713748931885,0.40513888001441956,-0.18293701112270355,-0.19232779741287231,0.026316655799746513
82.5833969116211,-16.522233963012695,-66.15410614013672,0.12488190084695816,0.38421621918678284,-0.08298173546791077,-0.2771782875061035,0.020677372813224792
72.02722930908203,7.197185039520264,-79.48078918457031,0.046830713748931885,0.3423708975315094,0.022631382569670677,-0.3394019901752472,0.026316655799746513
56.481258392333984,28.924339294433594,-86.12850189208984,-0.5307480692863464,0.27770084142684937,0.13390234112739563,-0.38465559482574463,0.022557133808732033
36.144649505615234,49.3267936706543,-85.74298095703125,0.296594500541687,0.18830399215221405,0.23762951791286469,-0.3997401297092438,0.024436894804239273
15.682250022888184,66.16194915771484,-82.4295425415039,-0.5151378512382507,0.09510302543640137,0.32061123847961426,-0.38088443875312805,0.022557133808732033
-7.337951183319092,79.46109771728516,-71.73902130126953,1.1551575660705566,-0.0171185452491045,0.3771896958351135,-0.3450586795806885,0.022557133808732033
-29.896909713745117,86.72086334228516,-56.78688049316406,0.359035462141037,-0.11982981115579605,0.4243384003639221,-0.27152159810066223,0.022557133808732033
-49.269100189208984,86.178466796875,-36.24982452392578,1.2488189935684204,-0.21493282914161682,0.43188220262527466,-0.19044221937656403,0.020677372813224792
-66.62859344482422,83.10140991210938,-16.181655883789062,0.40586617588996887,-0.2967214286327362,0.41679462790489197,-0.09050719439983368,0.022557133808732033
-79.70063018798828,72.47252655029297,7.429182529449463,0.23415356874465942,-0.35758736729621887,0.37341779470443726,0.01131339929997921,0.022557133808732033
-86.4410629272461,57.4210205078125,29.049875259399414,-0.17171260714530945,-0.39372652769088745,0.29986581206321716,0.11690513044595718,0.022557133808732033
-85.8854751586914,36.55961227416992,49.284759521484375,-0.24976380169391632,-0.40513888001441956,0.2168840765953064,0.2243824303150177,0.024436894804239273
-82.63581085205078,16.793432235717773,66.07075500488281,0.10927166044712067,-0.39562857151031494,0.11315690726041794,0.29980507493019104,0.020677372813224792
-71.9643325805664,-6.9259867668151855,79.27239990234375,0.10927166044712067,-0.34807705879211426,0.005657845642417669,0.3620287775993347,0.024436894804239273
-56.5965690612793,-28.663572311401367,85.97220611572266,0.8273425698280334,-0.2853090763092041,-0.10372716933488846,0.40351125597953796,0.022557133808732033
-36.32285690307617,-49.12861251831055,85.64920043945312,-0.07805118709802628,-0.19971635937690735,-0.2017964869737625,0.4204813539981842,0.020677372813224792
-15.745146751403809,-66.01591491699219,82.4295425415039,0.8117323517799377,-0.09510302543640137,-0.2866641581058502,0.41105350852012634,0.024436894804239273
7.222640514373779,-79.4819564819336,71.8536376953125,-0.8585630655288696,0.005706181284040213,-0.3432426154613495,0.3695710599422455,0.024436894804239273
29.739667892456055,-86.75215911865234,56.943172454833984,-0.23415356874465942,0.11222156882286072,-0.3866194486618042,0.29980507493019104,0.022557133808732033
49.269100189208984,-86.16803741455078,36.3227653503418,-0.9522244930267334,0.20352047681808472,-0.3960491716861725,0.21495459973812103,0.020677372813224792
66.60762786865234,-83.20571899414062,16.452566146850586,-0.20293308794498444,0.287211149930954,-0.38284754753112793,0.11690513044595718,0.024436894804239273
79.58531951904297,-72.4933853149414,-7.054076671600342,0.046830713748931885,0.34807705879211426,-0.33569884300231934,0.01131339929997921,0.022557133808732033
86.57733917236328,-57.58790969848633,-28.768545150756836,0.3122047483921051,0.3899224102497101,-0.2696906328201294,-0.09427832812070847,0.026316655799746513
85.91692352294922,-36.63262939453125,-49.097206115722656,0.46830713748931885,0.4013347625732422,-0.1848229467868805,-0.1942133605480194,0.018797611817717552
82.70919036865234,-16.783000946044922,-66.0186538696289,0.12488190084695816,0.38421621918678284,-0.0848676860332489,-0.2828349769115448,0.022557133808732033
72.20543670654297,6.936417579650879,-79.32450103759766,0.07805118709802628,0.3442729413509369,0.0264032781124115,-0.3375164270401001,0.022557133808732033
56.732845306396484,28.684432983398438,-86.09724426269531,-0.49952760338783264,0.2757987678050995,0.1320163905620575,-0.38465559482574463,0.020677372813224792
36.41720199584961,49.08688735961914,-85.72213745117188,0.2653740346431732,0.1959122270345688,0.23574356734752655,-0.3940834105014801,0.026316655799746513
15.923354148864746,65.9637680053711,-82.5754165649414,-0.5775787830352783,0.09510302543640137,0.31495338678359985,-0.3884267210960388,0.018797611817717552
-7.065398693084717,79.29420471191406,-71.88489532470703,1.1707677841186523,-0.015216483734548092,0.3753037452697754,-0.3450586795806885,0.026316655799746513
-29.613874435424805,86.72086334228516,-56.995269775390625,0.3746457099914551,-0.11602569371461868,0.41679462790489197,-0.2771782875061035,0.020677372813224792
-49.03847885131836,86.15760803222656,-36.53115463256836,1.2332087755203247,-0.21112871170043945,0.4299962520599365,-0.18667109310626984,0.024436894804239273
-66.49231719970703,83.18485260009766,-16.46298599243164,0.40586617588996887,-0.3005255460739136,0.41490867733955383,-0.09239276498556137,0.020677372813224792
-79.53290557861328,72.59769439697266,7.158272743225098,0.23415356874465942,-0.36139148473739624,0.369645893573761,0.009427833370864391,0.018797611817717552
-86.3886489868164,57.713077545166016,28.789384841918945,-0.046830713748931885,-0.3994327187538147,0.3074096143245697,0.12067626416683197,0.026316655799746513
-85.91692352294922,36.841243743896484,49.05552673339844,-0.2809842824935913,-0.4108450710773468,0.21499812602996826,0.21684016287326813,0.024436894804239273
-82.68822479248047,17.03333854675293,65.92488098144531,0.12488190084695816,-0.39372652769088745,0.11504285782575607,0.3054617941379547,0.020677372813224792
-72.1320571899414,-6.696511268615723,79.12652587890625,0.09366142749786377,-0.34997913241386414,0.005657845642417669,0.3620287775993347,0.022557133808732033
-56.83767318725586,-28.41323471069336,85.9617919921875,0.7649016380310059,-0.2834070026874542,-0.09995526820421219,0.40728238224983215,0.024436894804239273
-36.51154708862305,-48.85741424560547,85.62836456298828,-0.09366142749786377,-0.19020605087280273,-0.19991053640842438,0.4261380434036255,0.022557133808732033
-16.028181076049805,-65.85945892333984,82.49205780029297,0.8117323517799377,-0.10461332648992538,-0.2810063362121582,0.41105350852012634,0.020677372813224792
6.918639659881592,-79.3150634765625,71.96825408935547,-0.9053937792778015,0.007608241867274046,-0.34701451659202576,0.3676854968070984,0.024436894804239273
29.498563766479492,-86.75215911865234,57.182823181152344,-0.20293308794498444,0.10841745138168335,-0.3866194486618042,0.29791951179504395,0.020677372813224792
48.9650993347168,-86.18889617919922,36.62493133544922,-0.9522244930267334,0.2054225355386734,-0.3960491716861725,0.21684016287326813,0.022557133808732033
66.40845489501953,-83.2474365234375,16.73389434814453,-0.18732285499572754,0.287211149930954,-0.38284754753112793,0.1131339967250824,0.024436894804239273
79.41759490966797,-72.6602783203125,-6.835264682769775,-0.01561023760586977,0.34617501497268677,-0.33758479356765747,0.015084533020853996,0.024436894804239273
86.4725112915039,-57.83824920654297,-28.570573806762695,0.3278149962425232,0.3861182928085327,-0.27157658338546753,-0.09616389870643616,0.024436894804239273
85.95885467529297,-36.8516731262207,-48.83671569824219,0.49952760338783264,0.3975306451320648,-0.18293701112270355,-0.19232779741287231,0.020677372813224792
82.79305267333984,-17.085491180419922,-65.83110046386719,0.07805118709802628,0.3880203366279602,-0.08109578490257263,-0.2752927243709564,0.024436894804239273
72.31026458740234,6.602634906768799,-79.15778350830078,0.09366142749786377,0.3423708975315094,0.022631382569670677,-0.3450586795806885,0.022557133808732033
56.97394943237305,28.46538734436035,-86.07640838623047,-0.5307480692863464,0.28150495886802673,0.13013043999671936,-0.38465559482574463,0.022557133808732033
36.67927169799805,48.878273010253906,-85.74298095703125,0.359035462141037,0.19210810959339142,0.23385761678218842,-0.40162569284439087,0.020677372813224792
16.185422897338867,65.796875,-82.62751770019531,-0.6087992787361145,0.09510302543640137,0.31495338678359985,-0.3903122842311859,0.022557133808732033
-6.750915050506592,79.11688232421875,-72.04119110107422,1.1239371299743652,-0.007608241867274046,0.3809615969657898,-0.3412875533103943,0.022557133808732033
-29.362287521362305,86.6478500366211,-57.2765998840332,0.296594500541687,-0.1141236275434494,0.4186805784702301,-0.2752927243709564,0.024436894804239273
-42.94797897338867,56.2110595703125,-30.008480072021484,-27.11498260498047,-0.26058229804039,0.9712634682655334,-0.1697009950876236,-0.49249741435050964
-75.17206573486328,54.58386993408203,-32.092403411865234,-90.99207305908203,-0.3309585154056549,1.389944076538086,-0.07542266696691513,-0.9286019802093506
-78.2540054321289,53.3008918762207,6.970719814300537,-31.43901824951172,-0.40323683619499207,1.8501155376434326,0.032054632902145386,-1.4192196130752563
-85.95885467529297,38.2285270690918,29.95638084411621,-31.204864501953125,-0.4355718493461609,2.008535146713257,0.20364119112491608,-1.7181016206741333
-89.81652069091797,12.735888481140137,46.29433059692383,-54.0738639831543,-0.3670976758003235,2.0009913444519043,0.3940834105014801,-1.9681098461151123
-77.82421112060547,25.951589584350586,68.40474700927734,28.5199031829834,-0.4545924663543701,2.155639171600342,0.392197847366333,-2.0470597743988037
-77.99193572998047,-15.416579246520996,76.28197479248047,-30.502405166625977,-0.3880203366279602,2.0123071670532227,0.43368032574653625,-2.007584810256958
