500kVⅢ母_1,500kVⅢ母_2,500kVⅢ母_3,500kVⅢ母_4,辽沙1号线_21,辽沙1号线_22,辽沙1号线_23,辽沙1号线_24
-31.893924713134766,-52.26919937133789,84.1900634765625,-0.43494299054145813,0.09201399981975555,0.006938000209629536,-0.10316800326108932,-0.002606000052765012
-26.770404815673828,-56.409385681152344,83.25019073486328,-0.3961080014705658,0.0859379991889,0.020810000598430634,-0.10316800326108932,9.999999974752427e-07
-21.66289520263672,-60.31926727294922,81.8749008178711,-0.30290400981903076,0.07899399846792221,0.025144999846816063,-0.10576900094747543,-0.006082000210881233
-16.416624069213867,-63.82209014892578,80.20225524902344,-0.31067100167274475,0.07638999819755554,0.03381500020623207,-0.11010400205850601,-0.006082000210881233
-11.229060173034668,-67.03569030761719,78.30657958984375,-0.25630199909210205,0.0711819976568222,0.04161800071597099,-0.10923700034618378,-0.002606000052765012
-6.036159038543701,-70.01362609863281,76.16665649414062,-0.38057398796081543,0.05816200003027916,0.04681999981403351,-0.12050800025463104,-0.004344000015407801
-0.608430027961731,-73.01298522949219,73.72936248779297,-0.31067100167274475,0.05729399994015694,0.05895800143480301,-0.11097099632024765,-0.0034749999176710844
4.723233222961426,-75.63207244873047,70.80355072021484,-0.10096199810504913,0.041669998317956924,0.06069200113415718,-0.11617299914360046,-0.008689000271260738
10.113602638244629,-78.01548767089844,67.77685546875,-0.015525000169873238,0.03819800168275833,0.06936199963092804,-0.11877399682998657,-0.008689000271260738
15.5626802444458,-80.13111114501953,64.31473541259766,0.28738799691200256,0.027782000601291656,0.08150000125169754,-0.1170400008559227,-0.009557999670505524
20.691537857055664,-81.6843490600586,60.54463195800781,0.46602898836135864,0.021705999970436096,0.08496800065040588,-0.11964099854230881,-0.009557999670505524
25.729665756225586,-82.83589172363281,56.668331146240234,0.489329993724823,0.015629999339580536,0.08843600004911423,-0.1170400008559227,-0.012164999730885029
30.778467178344727,-84.06241607666016,52.882301330566406,0.5359320044517517,0.00955399964004755,0.0927710011601448,-0.11183799803256989,-0.008689000271260738
35.469688415527344,-84.76405334472656,48.836082458496094,0.4349609911441803,0.007818000391125679,0.09883999824523926,-0.11877399682998657,-0.013034000061452389
40.21961975097656,-85.21931457519531,44.65180206298828,0.24078600108623505,-0.0008619999862276018,0.10057400166988373,-0.11183799803256989,-0.009557999670505524
44.697364807128906,-85.01578521728516,40.06396484375,0.09321299940347672,-0.012145999819040298,0.11011099815368652,-0.10663600265979767,-0.009557999670505524
49.0523567199707,-84.48554229736328,35.3433723449707,-0.14756399393081665,-0.016486000269651413,0.11011099815368652,-0.10316800326108932,-0.007819999940693378
53.273921966552734,-83.62857818603516,30.293563842773438,-0.07766100019216537,-0.01822200044989586,0.11531300097703934,-0.10056699812412262,-0.009557999670505524
57.23397445678711,-82.45025634765625,25.052593231201172,-0.09319499880075455,-0.029505999758839607,0.11618000268936157,-0.10403499752283096,-0.007819999940693378
61.097965240478516,-81.29336547851562,19.944372177124023,0.17088299989700317,-0.03558199852705002,0.11618000268936157,-0.09623199701309204,-0.011296000331640244
64.80718231201172,-79.79368591308594,14.724642753601074,0.2640869915485382,-0.040789999067783356,0.1239830031991005,-0.09103000164031982,-0.006951000075787306
67.91864776611328,-77.74768829345703,9.563323020935059,0.23301899433135986,-0.046865999698638916,0.11878100037574768,-0.08235999941825867,-0.006951000075787306
70.8379898071289,-75.48745727539062,4.380763053894043,0.23301899433135986,-0.055546000599861145,0.12311600148677826,-0.0806260034441948,-0.009557999670505524
73.59722137451172,-72.70769500732422,-0.9557870030403137,-0.07766100019216537,-0.061622001230716705,0.12571699917316437,-0.07282300293445587,-0.013034000061452389
76.14830780029297,-69.71904754638672,-6.318887233734131,-0.3961080014705658,-0.07203800231218338,0.11878100037574768,-0.06241900101304054,-0.009557999670505524
78.3631591796875,-66.51080322265625,-11.623577117919922,-0.7844579815864563,-0.040789999067783356,0.03381500020623207,-0.02600499987602234,-0.020855000242590904
86.93437957763672,-47.721954345703125,-10.312006950378418,-51.145687103271484,-0.06856600195169449,-0.38754698634147644,-0.02600499987602234,-0.48576998710632324
90.3020248413086,-35.408512115478516,-12.99886703491211,-74.89717102050781,-0.0876619964838028,-0.6641200184822083,-0.04421199858188629,-0.7986099720001221
86.11248016357422,-37.65803146362305,-24.56404685974121,-45.972862243652344,-0.10588999837636948,-0.8895400166511536,-0.043345000594854355,-1.0349780321121216
86.97174072265625,-31.354019165039062,-30.11299705505371,-47.790340423583984,-0.13192999362945557,-1.0915509462356567,-0.06588699668645859,-1.2878570556640625
90.93179321289062,-19.44227409362793,-30.898876190185547,-71.84474182128906,-0.11543799936771393,-1.269286036491394,-0.0346749983727932,-1.4190759658813477
91.0545425415039,-17.053499221801758,-35.89027786254883,-67.55735778808594,-0.13106200098991394,-1.4071389436721802,-0.043345000594854355,-1.578102946281433
86.94505310058594,-19.624378204345703,-44.87479782104492,-40.085479736328125,-0.11283399909734726,-1.5328539609909058,-0.02167000062763691,-1.6684789657592773
83.63077545166016,-15.950162887573242,-51.59725570678711,-27.30876350402832,-0.13627000153064728,-1.6160860061645508,-0.025138000026345253,-1.7805800437927246
83.50802612304688,-12.800834655761719,-55.25053787231445,-24.178661346435547,-0.12498600035905838,-1.6889139413833618,-0.013000000268220901,-1.8370649814605713
81.02632141113281,-8.832038879394531,-60.50212860107422,-16.908750534057617,-0.1449500024318695,-1.7409340143203735,-0.013000000268220901,-1.8978949785232544
77.25305938720703,-8.666003227233887,-66.82633972167969,1.4136029481887817,-0.15276199579238892,-1.7669440507888794,-0.019936000928282738,-1.934393048286438
75.74803161621094,-4.927515029907227,-69.46009826660156,3.4019548892974854,-0.15363000333309174,-1.7808159589767456,0.0017389999702572823,-1.9213579893112183
76.11627960205078,-3.9795029163360596,-69.44947814941406,1.4835059642791748,-0.15363000333309174,-1.7756140232086182,-0.0060640000738203526,-1.9335240125656128
73.96013641357422,-0.3052870035171509,-71.29735565185547,2.4233129024505615,-0.1484220027923584,-1.7704119682312012,0.02601500041782856,-1.8952879905700684
69.98406982421875,6.095132827758789,-74.44087982177734,3.6038970947265625,-0.16578200459480286,-1.7201260328292847,0.01474399957805872,-1.876170039176941
66.38693237304688,7.80905294418335,-78.0782241821289,13.530122756958008,-0.15536600351333618,-1.6585689783096313,0.035551998764276505,-1.7840559482574463
63.56365966796875,9.469412803649902,-80.64295959472656,19.697120666503906,-0.1597059965133667,-1.5883419513702393,0.03988699987530708,-1.715404987335205
60.500221252441406,10.706648826599121,-83.11741638183594,26.70295524597168,-0.15276199579238892,-1.5207159519195557,0.04942400008440018,-1.625898003578186
56.556175231933594,12.55982494354248,-85.5759506225586,34.23694610595703,-0.1518940031528473,-1.421010971069336,0.06416299939155579,-1.5164040327072144
52.628143310546875,14.005945205688477,-86.23439025878906,39.42530059814453,-0.13800600171089172,-1.315237045288086,0.06329599767923355,-1.3930059671401978
46.90687942504883,15.537760734558105,-86.85034942626953,47.36317443847656,-0.13192999362945557,-1.1886550188064575,0.08583799749612808,-1.2391929626464844
42.79205322265625,15.998376846313477,-85.2467269897461,50.182594299316406,-0.12064599990844727,-1.0456000566482544,0.08843900263309479,-1.078428030014038
39.45642852783203,18.944177627563477,-83.35636901855469,47.27773666381836,-0.11283399909734726,-0.8886730074882507,0.10231100022792816,-0.9054970145225525
34.861270904541016,24.450145721435547,-82.34215545654297,43.844722747802734,-0.11717399954795837,-0.7014009952545166,0.11271499842405319,-0.7117099761962891
31.10936164855957,28.199344635009766,-82.0023193359375,43.19229507446289,-0.10502199828624725,-0.4915870130062103,0.12485300004482269,-0.4753420054912567
28.083282470703125,32.5323486328125,-81.45538330078125,40.05442810058594,-0.09720999747514725,-0.2757039964199066,0.1300549954175949,-0.24592599272727966
23.322677612304688,36.822505950927734,-81.49786376953125,41.05636978149414,-0.06856600195169449,-0.03901299834251404,0.13352300226688385,0.012167000211775303
17.60141372680664,42.21063995361328,-82.07666015625,43.16899490356445,-0.058150000870227814,0.22715599834918976,0.14392699301242828,0.3032819926738739
11.869476318359375,44.54050064086914,-81.41291046142578,47.945701599121094,-0.04599799960851669,0.5141329765319824,0.13872499763965607,0.5978729724884033
5.779959201812744,45.124305725097656,-79.74556732177734,55.13017654418945,-0.031241999939084053,0.7967749834060669,0.14739499986171722,0.9098439812660217
-0.7418550252914429,45.070743560791016,-76.84630584716797,60.862220764160156,-0.020826000720262527,1.0924220085144043,0.14305999875068665,1.20878005027771
-8.229665756225586,44.64226531982422,-73.62844848632812,68.00785827636719,-0.013881999999284744,1.3932709693908691,0.16820299625396729,1.5416070222854614
-14.948948860168457,44.80294418334961,-69.33796691894531,71.21562957763672,-0.013881999999284744,1.7001889944076538,0.16907000541687012,1.848363995552063
-21.545480728149414,46.4847297668457,-65.334228515625,71.21562957763672,-0.00520200002938509,1.9975700378417969,0.17253799736499786,2.175107955932617
-27.976566314697266,46.53293228149414,-61.808387756347656,75.00592803955078,6.000000212225132e-06,2.30708909034729,0.19334599375724792,2.5001139640808105
-33.51103591918945,46.32405090332031,-57.95863723754883,76.58262634277344,0.004346000030636787,2.6122729778289795,0.20201599597930908,2.806870937347412
-37.44974136352539,47.4327392578125,-55.34611511230469,75.54962158203125,0.013894000090658665,2.900984048843384,0.2098190039396286,3.1275320053100586
-41.24968338012695,47.780879974365234,-52.78138732910156,75.55738830566406,0.03993399813771248,3.20530104637146,0.2046169936656952,3.438633918762207
-45.385860443115234,48.31648254394531,-50.721107482910156,76.6680679321289,0.04948199912905693,3.495745897293091,0.21415400505065918,3.751473903656006
-49.32456588745117,47.91477966308594,-48.443115234375,78.15933227539062,0.06944599747657776,3.7905259132385254,0.19334599375724792,4.059968948364258
-51.747562408447266,46.27048873901367,-46.16512680053711,79.82923126220703,0.09895800054073334,4.087039947509766,0.18901099264621735,4.379761219024658
-54.576175689697266,46.200862884521484,-42.51184844970703,77.43699645996094,0.12499800324440002,4.389623165130615,0.17167100310325623,4.679565906524658
-58.642967224121094,46.37225341796875,-38.17888641357422,75.69718933105469,0.14583000540733337,4.688737869262695,0.14826199412345886,4.990667819976807
-61.231414794921875,44.551212310791016,-32.63524627685547,72.94766998291016,0.1692660003900528,4.981783866882324,0.14566099643707275,5.296555995941162
-63.75581359863281,43.59248733520508,-25.100357055664062,65.50688934326172,0.19009800255298615,5.260958194732666,0.117917001247406,5.571159839630127
-67.6624984741211,43.196144104003906,-17.034467697143555,59.091346740722656,0.20485399663448334,5.52192497253418,0.12832100689411163,5.854454040527344
-71.98546600341797,42.885498046875,-9.430546760559082,54.05833053588867,0.22394999861717224,5.776823043823242,0.12571999430656433,6.131665229797363
-75.39047241210938,40.250343322753906,-1.247836947441101,50.32240295410156,0.23436599969863892,6.013514041900635,0.14132599532604218,6.391496181488037
-78.85952758789062,38.78815841674805,6.833982944488525,45.10297775268555,0.24564999341964722,6.230264186859131,0.14479400217533112,6.628733158111572
-82.24851989746094,37.09566116333008,14.337013244628906,41.21171188354492,0.2517260015010834,6.42967414855957,0.1734050065279007,6.852934837341309
-84.96504974365234,34.45515441894531,19.949682235717773,40.73792266845703,0.2569339871406555,6.6178131103515625,0.18380899727344513,7.064970970153809
-86.4540786743164,30.218557357788086,25.296852111816406,41.41365432739258,0.26561400294303894,6.7738728523254395,0.20288300514221191,7.239640235900879
-87.50012969970703,27.845848083496094,30.65995216369629,37.99617385864258,0.2795020043849945,6.915194034576416,0.20114900171756744,7.395191192626953
-87.68158721923828,26.024808883666992,34.228271484375,35.35539245605469,0.2907859981060028,7.041776180267334,0.20288300514221191,7.54292106628418
-86.8169937133789,22.35594940185547,37.722251892089844,33.73208999633789,0.3055419921875,7.146683216094971,0.20374999940395355,7.66023588180542
