220kV Ⅰ母电压_A相_1,220kV Ⅰ母电压_B相_2,220kV Ⅰ母电压_C相_3,220kV Ⅰ母电压_3U0_4,220kV砚锦Ⅰ回线_A相_49,220kV砚锦Ⅰ回线_B相_50,220kV砚锦Ⅰ回线_C相_51,220kV砚锦Ⅰ回线_3I0_52
60.49744415283203,19.737764358520508,-82.15829467773438,-0.8235299587249756,-0.007653175853192806,0.051274918019771576,-0.04377582669258118,0.04567430168390274
44.61882019042969,39.506675720214844,-86.12047576904297,-1.165372610092163,-0.017219645902514458,0.051274918019771576,-0.03806593641638756,0.04567430168390274
25.11766242980957,55.693511962890625,-82.91546630859375,-1.27414071559906,-0.02487282268702984,0.043678633868694305,-0.024742858484387398,0.043771207332611084
2.1609957218170166,70.27100372314453,-74.20280456542969,-0.4661490321159363,-0.030612703412771225,0.04177956283092499,-0.00951648410409689,0.04567430168390274
-20.336328506469727,81.61944580078125,-62.067317962646484,0.8235299587249756,-0.038265880197286606,0.030385136604309082,0.003806593595072627,0.043771207332611084
-40.108917236328125,85.76219177246094,-46.55048751831055,0.5749171376228333,-0.038265880197286606,0.020889781415462494,0.011419780552387238,0.043771207332611084
-56.65567398071289,81.78556823730469,-26.73956298828125,-0.6526086330413818,-0.034439291805028915,0.0075962841510772705,0.022839561104774475,0.04567430168390274
-71.16670989990234,72.96015930175781,-3.4643189907073975,-1.2275258302688599,-0.026786116883158684,-0.0018990710377693176,0.02664615586400032,0.043771207332611084
-81.75245666503906,60.677268981933594,19.06412696838379,-1.5849066972732544,-0.021046234294772148,-0.015192568302154541,0.030452748760581017,0.04186810925602913
-86.0326919555664,45.12378692626953,38.916542053222656,-1.3984471559524536,-0.013393058441579342,-0.02278885245323181,0.03235604614019394,0.0475773960351944
-82.44146728515625,25.57291603088379,55.34612274169922,-0.9167597889900208,-0.0019132939632982016,-0.030385136604309082,0.02664615586400032,0.04567430168390274
-73.4738540649414,1.7962299585342407,69.73238372802734,-1.118757724761963,0.013393058441579342,-0.03418327867984772,0.022839561104774475,0.04186810925602913
-61.196895599365234,-20.827960968017578,80.39501953125,-0.6059937477111816,0.022959528490900993,-0.03988049179315567,0.017129670828580856,0.043771207332611084
-45.255638122558594,-40.14002990722656,84.4298095703125,0.3729192316532135,0.034439291805028915,-0.04177956283092499,0.011419780552387238,0.043771207332611084
-25.733596801757812,-56.700645446777344,80.98623657226562,0.062153205275535583,0.038265880197286606,-0.036082349717617035,-0.003806593595072627,0.043771207332611084
-2.829129695892334,-71.53771209716797,72.42916107177734,-0.9012214541435242,0.04400576278567314,-0.028486065566539764,-0.015226374380290508,0.04186810925602913
19.783029556274414,-82.38777160644531,60.32478713989258,-1.5382918119430542,0.04783235117793083,-0.02278885245323181,-0.02664615586400032,0.04567430168390274
39.399024963378906,-86.81085968017578,44.68349075317383,-1.849057912826538,0.04783235117793083,-0.015192568302154541,-0.03806593641638756,0.043771207332611084
