第二组母线_5,第二组母线_6,第二组母线_7,第二组母线_8,220KV朝潞II回线_33,220KV朝潞II回线_34,220KV朝潞II回线_35,220KV朝潞II回线_36
-15.121978759765625,-64.05648040771484,78.7235336303711,-0.22836799919605255,-0.2617819905281067,-0.6187040209770203,0.8923770189285278,0.03486499935388565
-10.316816329956055,-67.09878540039062,76.97893524169922,-0.23624299466609955,-0.20942600071430206,-0.6535599827766418,0.8923770189285278,0.017436999827623367
-5.387613773345947,-69.94043731689453,74.83882141113281,-0.22049300372600555,-0.17452199757099152,-0.6884160041809082,0.8401409983634949,0.017436999827623367
-0.231905996799469,-72.7983627319336,72.57952117919922,-0.24411800503730774,-0.12216600030660629,-0.705843985080719,0.8227289915084839,0.017436999827623367
5.004696846008301,-75.37970733642578,69.8921890258789,-0.25986799597740173,-0.08726199716329575,-0.7407000064849854,0.8227289915084839,0.03486499935388565
10.316802024841309,-77.64652252197266,66.8093490600586,-0.36224299669265747,-0.03490599989891052,-0.7755560278892517,0.7879049777984619,0.017436999827623367
15.612728118896484,-79.6855697631836,63.50436782836914,-0.4646179974079132,0.01744999922811985,-0.7929840087890625,0.7356690168380737,9.000000318337698e-06
20.914047241210938,-81.38838958740234,59.83638381958008,-0.5276179909706116,0.10470999777317047,-0.8278399705886841,0.7008450031280518,0.017436999827623367
26.09671974182129,-82.72787475585938,55.7945556640625,-0.8977429866790771,0.13961400091648102,-0.8626959919929504,0.6834329962730408,0.017436999827623367
31.13378143310547,-83.67689514160156,51.57393264770508,-1.0079929828643799,0.19197000563144684,-0.8626959919929504,0.6486089825630188,0.017436999827623367
36.10612869262695,-84.23004150390625,47.212440490722656,-1.0237430334091187,0.24432599544525146,-0.8975520133972168,0.6137850284576416,9.000000318337698e-06
40.841182708740234,-84.3276596069336,42.58005142211914,-1.0316179990768433,0.31413400173187256,-0.8975520133972168,0.5441370010375977,9.000000318337698e-06
45.51152038574219,-84.22462463378906,37.80137634277344,-1.07886803150177,0.33158600330352783,-0.8975520133972168,0.5093129873275757,9.000000318337698e-06
50.03624725341797,-83.71485900878906,32.995609283447266,-0.7087429761886597,0.38394200801849365,-0.8801239728927612,0.4744890034198761,9.000000318337698e-06
54.18885803222656,-82.93936920166016,28.216934204101562,-0.25986799597740173,0.4362980127334595,-0.8975520133972168,0.4222530126571655,0.03486499935388565
58.10417556762695,-81.80596160888672,23.465347290039062,-0.023617999628186226,0.47120198607444763,-0.8975520133972168,0.38742899894714355,9.000000318337698e-06
61.598838806152344,-80.41767120361328,18.659582138061523,0.24413199722766876,0.5235580205917358,-0.8801239728927612,0.317781001329422,9.000000318337698e-06
64.81306457519531,-78.87212371826172,13.994684219360352,0.43313199281692505,0.5759140253067017,-0.8975520133972168,0.2655450105667114,9.000000318337698e-06
67.80618286132812,-76.95237731933594,9.188918113708496,0.4803819954395294,0.5933660268783569,-0.8278399705886841,0.19589699804782867,9.000000318337698e-06
70.64289855957031,-74.71267700195312,4.0959978103637695,0.41738200187683105,0.6282699704170227,-0.8278399705886841,0.1436610072851181,9.000000318337698e-06
