17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,9-220kV厂中线电流Ia_9,10-220kV厂中线电流Ib_10,11-220kV厂中线电流Ic_11,12-220kV厂中线电流3Io_12
75.68253326416016,-4.0737409591674805,-71.4078140258789,0.1578981727361679,2.371743679046631,-0.24742911756038666,-2.1219730377197266,0.03537170588970184
73.21048736572266,1.3894929885864258,-74.4397201538086,0.1578981727361679,2.300945281982422,-0.10604105144739151,-2.1927053928375244,0.03537170588970184
70.51659393310547,6.88430643081665,-77.25055694580078,0.0631592720746994,2.1947479248046875,0.10604105144739151,-2.2634377479553223,0.03537170588970184
67.6325454711914,12.221222877502441,-79.77714538574219,-0.0631592720746994,2.088550329208374,0.2827761471271515,-2.3695363998413086,0.0
64.3998794555664,17.526559829711914,-82.01950073242188,-0.3157963454723358,1.98235285282135,0.42416420578956604,-2.475635051727295,0.03537170588970184
60.565040588378906,22.673999786376953,-83.44070434570312,-0.4736945331096649,1.9115545749664307,0.6008992791175842,-2.475635051727295,0.03537170588970184
56.476661682128906,27.568805694580078,-84.32501220703125,-0.6631723642349243,1.7699579000473022,0.812981367111206,-2.5110013484954834,0.03537170588970184
51.97627639770508,32.52676773071289,-84.89349365234375,-0.8210705518722534,1.6283613443374634,0.8836754560470581,-2.546367645263672,0.03537170588970184
47.25404357910156,37.45315170288086,-85.08299255371094,-0.8210705518722534,1.486764669418335,1.0957574844360352,-2.546367645263672,0.07074341177940369
42.309959411621094,42.28479766845703,-84.98824310302734,-0.7894908785820007,1.380567193031311,1.2371455430984497,-2.6171000003814697,0.03537170588970184
37.46095275878906,47.053287506103516,-84.79875183105469,-0.6315926909446716,1.2035714387893677,1.3785337209701538,-2.6171000003814697,0.03537170588970184
32.58025360107422,51.47439956665039,-84.26184844970703,-0.4105352759361267,1.0973739624023438,1.5199217796325684,-2.6171000003814697,0.03537170588970184
27.762939453125,55.54814147949219,-83.44070434570312,-0.2842167317867279,0.9203781485557556,1.661309838294983,-2.5817337036132812,0.03537170588970184
22.882238388061523,59.306087493896484,-82.27215576171875,-0.0947389081120491,0.7433823347091675,1.8026978969573975,-2.546367645263672,0.03537170588970184
17.938154220581055,62.7166633605957,-80.5982894897461,0.0947389081120491,0.6017857193946838,1.944085955619812,-2.5110013484954834,0.03537170588970184
12.867298126220703,66.06407928466797,-78.89283752441406,0.0,0.4247899055480957,2.0501270294189453,-2.475635051727295,0.03537170588970184
7.574591636657715,69.34833526611328,-76.80840301513672,0.1263185441493988,0.2831932604312897,2.156167984008789,-2.404902696609497,0.07074341177940369
2.250192403793335,72.53784942626953,-74.5976333618164,0.3157963454723358,0.14159663021564484,2.2268621921539307,-2.3695363998413086,0.07074341177940369
-3.3594422340393066,75.63262939453125,-72.19737243652344,0.1894778162240982,0.0,2.3329031467437744,-2.2988040447235107,0.07074341177940369
-8.873998641967773,78.53793334960938,-69.57603454589844,0.1894778162240982,-0.21239495277404785,2.438944101333618,-2.157339096069336,0.03537170588970184
-14.198397636413574,80.96955108642578,-66.5757064819336,0.1263185441493988,-0.3539915978908539,2.4742910861968994,-2.086606740951538,0.07074341177940369
-19.491104125976562,82.95905303955078,-63.44904327392578,0.2210574448108673,-0.5309873819351196,2.544985294342041,-1.9805080890655518,0.07074341177940369
-24.593652725219727,84.19064331054688,-59.5328254699707,0.1578981727361679,-0.6725839972496033,2.6510262489318848,-1.8390432596206665,0.03537170588970184
-29.506046295166016,84.79065704345703,-55.20603942871094,0.1578981727361679,-0.8495798110961914,2.6510262489318848,-1.7329446077346802,0.07074341177940369
-34.51351547241211,85.26434326171875,-50.658172607421875,0.2210574448108673,-0.991176426410675,2.6510262489318848,-1.6268459558486938,0.07074341177940369
-39.299137115478516,85.2959213256836,-45.731319427490234,0.4421148896217346,-1.1681722402572632,2.686373233795166,-1.4853811264038086,0.10611511766910553
-44.40168762207031,84.9169692993164,-41.30978012084961,-1.1052871942520142,-1.274369716644287,2.7217202186584473,-1.3085500001907349,0.14148682355880737
-47.15896224975586,42.72690963745117,-36.31976318359375,-80.81228637695312,-2.3363444805145264,8.624671936035156,-2.157339096069336,4.138489723205566
-61.167205810546875,-1.5158106088638306,-36.66716766357422,-169.8352813720703,-1.3097689151763916,6.8926682472229,-0.8487892150878906,4.739808559417725
-58.72685623168945,25.926677703857422,-30.57176399230957,-106.73916625976562,-0.8141806721687317,6.8926682472229,0.14146485924720764,6.190048694610596
-54.73355484008789,37.67420959472656,-17.27557373046875,-58.64338302612305,-1.2035714387893677,8.341896057128906,-0.21219730377197266,6.968226432800293
-55.842803955078125,47.90592956542969,-7.011293411254883,-23.716306686401367,-1.5929621458053589,11.417086601257324,-0.21219730377197266,9.656476020812988
-67.6325454711914,12.126484870910645,-6.884963512420654,-107.5918197631836,-1.3451679944992065,13.043048858642578,0.10609865188598633,11.778778076171875
-93.62068176269531,23.9687557220459,-26.244976043701172,-163.67724609375,-1.380567193031311,13.431866645812988,0.49512702226638794,12.592327117919922
-73.43233489990234,29.179353713989258,-7.295534610748291,-86.87557983398438,-0.9203781485557556,14.103459358215332,0.8841553926467896,14.0779390335083
-77.10871124267578,42.37953567504883,4.38995361328125,-52.169559478759766,-1.1681722402572632,15.94150447845459,1.0256202220916748,15.881896018981934
-72.8301773071289,22.863475799560547,19.45475959777832,-52.42219543457031,-1.1327730417251587,17.814897537231445,1.273183822631836,17.968826293945312
-84.08113861083984,21.284507751464844,17.938804626464844,-77.7806396484375,-0.9203781485557556,17.92093849182129,1.909775733947754,18.92386245727539
-78.34473419189453,27.600383758544922,19.138935089111328,-52.99062728881836,-1.1327730417251587,18.345102310180664,1.8036770820617676,18.994606018066406
-87.09195709228516,33.78994369506836,24.981679916381836,-49.201072692871094,-0.8495798110961914,19.016695022583008,2.2634377479553223,20.444847106933594
-87.34549713134766,31.105695724487305,29.340051651000977,-47.243133544921875,-0.7787814736366272,20.289188385009766,2.404902696609497,21.930458068847656
-87.28211212158203,21.15818977355957,37.67780685424805,-49.13791275024414,-1.0265755653381348,20.96078109741211,2.6171000003814697,22.531776428222656
-86.10948181152344,19.958171844482422,37.42514419555664,-48.91685485839844,-1.0619747638702393,21.137516021728516,2.723198652267456,22.81475067138672
-82.5915756225586,16.07390785217285,49.74228286743164,-29.7164363861084,-0.7433823347091675,21.314250946044922,2.864663600921631,23.451440811157227
