1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,21-220kV耿沾Ⅱ回264线路电流Ia_21,22-220kV耿沾Ⅱ回264线路电流Ib_22,23-220kV耿沾Ⅱ回264线路电流Ic_23,24-220kV耿沾Ⅱ回264线路电流3Io_24
-81.42044067382812,62.7176628112793,18.55082893371582,-0.2186126857995987,-0.1729278713464737,0.13857780396938324,0.041524775326251984,0.0
-82.57600402832031,58.78219223022461,23.547683715820312,-0.4059950113296509,-0.1729278713464737,0.13164891302585602,0.05536636710166931,0.006923489738255739
-84.23127746582031,54.971656799316406,28.95053482055664,-0.4996861517429352,-0.17984499037265778,0.1247200295329094,0.062287162989377975,0.0
-84.07511901855469,50.38027572631836,32.948020935058594,-1.2492153644561768,-0.1729278713464737,0.11086224764585495,0.06920795887708664,0.0
-85.35560607910156,46.10123062133789,38.56948471069336,-1.0618330240249634,-0.17984499037265778,0.10393335670232773,0.08304955065250397,0.0
-85.16822052001953,41.666019439697266,42.785579681396484,-1.186754584312439,-0.1729278713464737,0.09007557481527328,0.0968911424279213,0.0
-85.66792297363281,36.94969940185547,48.15719985961914,-0.9056811332702637,-0.17984499037265778,0.08314668387174606,0.11073273420333862,0.006923489738255739
-84.76220703125,32.077213287353516,52.060997009277344,-1.0306026935577393,-0.17984499037265778,0.06928890198469162,0.11073273420333862,0.0
-84.16880798339844,27.01732063293457,56.65185546875,-0.8432203531265259,-0.17984499037265778,0.055431123822927475,0.12457432597875595,0.006923489738255739
-82.41984558105469,22.207300186157227,59.89981460571289,-0.4996861517429352,-0.1729278713464737,0.04850223287940025,0.13149511814117432,0.006923489738255739
-81.2330551147461,16.866304397583008,64.27206420898438,-0.1249215379357338,-0.1729278713464737,0.03464445099234581,0.13841591775417328,0.0
-79.29669952392578,11.743945121765137,67.33263397216797,-0.3123038411140442,-0.1660107672214508,0.027715561911463737,0.1522575169801712,0.006923489738255739
-77.14173126220703,5.9032063484191895,70.83043670654297,-0.6558380722999573,-0.15909364819526672,0.013857780955731869,0.1522575169801712,0.006923489738255739
-74.01858520507812,0.3748067617416382,73.36009216308594,-0.4996861517429352,-0.15909364819526672,0.0,0.15917830169200897,0.0
-71.4263687133789,-5.153593063354492,76.4831314086914,-0.03123038448393345,-0.15217652916908264,-0.013857780955731869,0.16609910130500793,0.006923489738255739
-68.70923614501953,-10.338419914245605,79.01278686523438,-0.03123038448393345,-0.14525941014289856,-0.020786670967936516,0.1730199009180069,0.006923489738255739
-65.30500030517578,-15.804351806640625,80.76168823242188,-0.5933772921562195,-0.14525941014289856,-0.03464445099234581,0.17994070053100586,0.0
-61.36983871459961,-20.67683982849121,81.85475158691406,-0.3435342311859131,-0.1314251869916916,-0.04850223287940025,0.17994070053100586,0.006923489738255739
-57.27851486206055,-25.330690383911133,82.63550567626953,0.0624607689678669,-0.1245080754160881,-0.055431123822927475,0.18686148524284363,0.0
-53.56196975708008,-30.296878814697266,84.13456726074219,0.4684557616710663,-0.11067384481430054,-0.06928890198469162,0.18686148524284363,0.0
-49.064640045166016,-34.91949462890625,84.10333251953125,0.2498430758714676,-0.11067384481430054,-0.07621779292821884,0.17994070053100586,0.0
-44.6297721862793,-40.04185485839844,84.75917053222656,0.0936911553144455,-0.09683961421251297,-0.09007557481527328,0.18686148524284363,0.0
-39.57027053833008,-44.47706985473633,84.19702911376953,0.2810734510421753,-0.08992249518632889,-0.0970044657588005,0.18686148524284363,0.0
-34.729393005371094,-49.5057258605957,84.50933074951172,0.4684557616710663,-0.07608826458454132,-0.11086224764585495,0.17994070053100586,0.0
-29.826053619384766,-53.78477096557617,83.91595458984375,0.5309165120124817,-0.06225403770804405,-0.11779113858938217,0.18686148524284363,0.0
