220kV II段母线电压_A相_5,220kV II段母线电压_B相_6,220kV II段母线电压_C相_7,220kV II段母线电压_3U0_8,220kV玉秀II回_A相_13,220kV玉秀II回_B相_14,220kV玉秀II回_C相_15,220kV玉秀II回_3I0_16
-11.93042278289795,79.11029815673828,-67.91887664794922,-0.9660820960998535,0.13720275461673737,-0.6149536967277527,0.8713985681533813,0.32132652401924133
-33.19544219970703,84.28612518310547,-51.263248443603516,-0.15581969916820526,0.4116082787513733,-0.6057752370834351,0.7246366739273071,0.3855918347835541
-52.99641418457031,84.03718566894531,-31.195600509643555,0.015581969171762466,0.6219858527183533,-0.5874184370040894,0.4953213036060333,0.40395334362983704
-68.61290740966797,78.68502807617188,-10.132347106933594,0.0934918150305748,0.7500417232513428,-0.5323479771614075,0.22931541502475739,0.3855918347835541
-79.69190216064453,68.17778778076172,11.947251319885254,0.7011886239051819,0.914685070514679,-0.34877970814704895,-0.01834523305296898,0.35804957151412964
-84.86279296875,52.26652526855469,32.97938919067383,0.8570082783699036,0.987859845161438,-0.2569955587387085,-0.29352372884750366,0.26624199748039246
-83.9698257446289,31.53209686279297,52.839622497558594,0.7946804165840149,1.0153003931045532,-0.1193193718791008,-0.5411843657493591,0.1652536392211914
-78.73664093017578,10.891020774841309,68.35445404052734,1.01282799243927,0.9512724876403809,0.06424888968467712,-0.752154529094696,0.10098833590745926
-67.5849609375,-11.19182014465332,79.36832427978516,1.1219017505645752,0.8232165575027466,0.2386387437582016,-0.8713985681533813,0.027542274445295334
-51.35585021972656,-32.486358642578125,84.57450866699219,1.3867952823638916,0.6402795314788818,0.4130285978317261,-0.9722973704338074,-0.05508454889059067
-30.578847885131836,-52.463600158691406,84.00411224365234,1.698434591293335,0.4390488266944885,0.5690616369247437,-0.9998152256011963,-0.13771137595176697
-9.884910583496094,-67.87699127197266,78.37271881103516,1.2309755086898804,0.18293701112270355,0.6424888968467712,-0.9172616600990295,-0.22951894998550415
12.11732292175293,-79.42147064208984,67.66997528076172,0.7011886239051819,-0.03658740222454071,0.6608457565307617,-0.8163628578186035,-0.31214576959609985
33.3408088684082,-84.52468872070312,51.23213577270508,0.062327876687049866,-0.3201397657394409,0.6792025566101074,-0.6145653128623962,-0.3672303259372711
53.24561309814453,-84.16165924072266,30.874103546142578,0.015581969171762466,-0.493929922580719,0.6424888968467712,-0.43111297488212585,-0.40395334362983704
68.6544418334961,-78.81986999511719,10.111605644226074,0.0934918150305748,-0.6677200794219971,0.5507047772407532,-0.19262494146823883,-0.40395334362983704
79.55692291259766,-68.0325698852539,-12.082072257995605,-0.6388607621192932,-0.8232165575027466,0.43138542771339417,0.10089877992868423,-0.3855918347835541
84.76934051513672,-51.89311981201172,-33.383853912353516,-0.6700246930122375,-0.8963913321495056,0.30288761854171753,0.376077264547348,-0.2846035063266754
83.66870880126953,-31.542469024658203,-52.8603630065918,-1.1530656814575195,-0.9238319396972656,0.17438985407352448,0.6237379312515259,-0.15607288479804993
78.52896881103516,-10.725062370300293,-68.38556671142578,-0.9816640615463257,-0.8506571054458618,0.018356826156377792,0.8071902394294739,-0.06426530331373215
67.39806365966797,11.741557121276855,-79.52388763427734,-0.8570082783699036,-0.7226011753082275,-0.14685460925102234,0.981469988822937,0.027542274445295334
51.033966064453125,32.69380569458008,-84.657470703125,-1.604942798614502,-0.5671047568321228,-0.3579581081867218,1.0456782579421997,0.0826268196105957
30.350414276123047,52.60881423950195,-84.02484893798828,-1.6672706604003906,-0.34758031368255615,-0.5048127174377441,1.064023494720459,0.18361516296863556
9.822610855102539,68.0533218383789,-78.55939483642578,-1.01282799243927,-0.10061535984277725,-0.559883177280426,0.9998152256011963,0.26624199748039246
-12.32498836517334,79.16216278076172,-67.66997528076172,-1.2933034896850586,0.15549646317958832,-0.5690616369247437,0.8897438049316406,0.3672303259372711
-33.662689208984375,84.03718566894531,-50.9210090637207,-0.6700246930122375,0.38416773080825806,-0.5231695175170898,0.7154641151428223,0.4682186543941498
-54.180110931396484,81.4337158203125,-31.361534118652344,-6.918394088745117,0.6128389835357666,-0.15603302419185638,0.5411843657493591,0.8538104891777039
-68.18719482421875,53.67716979980469,-8.46263599395752,-39.31330871582031,0.8598039746284485,3.4235479831695557,0.8530533313751221,5.040235996246338
-82.80689239501953,55.44047927856445,9.53083610534668,-31.008119583129883,1.1342095136642456,5.451977252960205,0.9172616600990295,7.4272332191467285
-82.90034484863281,58.63517761230469,35.19875717163086,18.82301902770996,1.3445870876312256,5.626367092132568,0.7980176210403442,7.620029449462891
-81.7581787109375,39.17655563354492,56.04422378540039,23.217134475708008,1.3811744451522827,4.5341362953186035,0.3485594391822815,6.1602888107299805
-74.147216796875,28.534473419189453,72.62725830078125,46.91730880737305,1.2805590629577637,2.2854249477386475,-0.2568332552909851,3.1673614978790283
-65.51868438720703,5.601096153259277,80.62319946289062,36.07225799560547,1.0244473218917847,0.3212444484233856,-0.8897438049316406,0.3305072784423828
-50.9716682434082,-35.141693115234375,85.01008605957031,-1.698434591293335,0.7774823307991028,0.07342730462551117,-1.0548509359359741,-0.2937842607498169
-27.85841941833496,-42.246788024902344,86.11976623535156,27.84497833251953,0.5305173397064209,-0.7618082761764526,-1.2566484212875366,-1.6158133745193481
-5.212421417236328,-39.9752311706543,82.20994567871094,63.83932876586914,0.15549646317958832,-2.955449104309082,-1.5960352420806885,-4.544475078582764
15.751481056213379,-61.33200454711914,70.93680572509766,43.73858642578125,-0.2926992177963257,-5.608010292053223,-1.9812852144241333,-7.959717273712158
38.07559585571289,-65.16979217529297,55.15232849121094,48.55341720581055,-0.7500417232513428,-8.333998680114746,-2.3114993572235107,-11.494309425354004
57.907718658447266,-61.80913162231445,35.209129333496094,54.162925720214844,-1.1342095136642456,-10.619423866271973,-2.504124402999878,-14.34952449798584
69.70315551757812,-72.17115783691406,10.879050254821777,14.802870750427246,-1.4726428985595703,-12.253181457519531,-2.4949517250061035,-16.34174919128418
80.2318344116211,-63.717655181884766,-12.009476661682129,8.055877685546875,-1.719607949256897,-13.10677433013916,-2.339017152786255,-17.314908981323242
84.40592193603516,-51.56120300292969,-34.306861877441406,-2.3684592247009277,-1.9025449752807617,-12.702923774719238,-2.0179755687713623,-16.7548828125
79.10005187988281,-50.82476043701172,-57.25761413574219,-49.89346694946289,-1.9574260711669922,-10.867240905761719,-1.4401007890701294,-14.367886543273926
73.1400375366211,-37.94224166870117,-73.2391357421875,-65.60009002685547,-1.8202232122421265,-7.6180830001831055,-0.6696010231971741,-10.23654556274414
61.20960998535156,-21.211559295654297,-85.50788879394531,-78.51753997802734,-1.5275239944458008,-3.3134071826934814,0.31186896562576294,-4.663825035095215
48.043575286865234,9.656704902648926,-87.11537170410156,-50.73488998413086,-1.088475227355957,0.0,1.192440152168274,-0.018361516296863556
27.183504104614258,40.49385070800781,-87.03240203857422,-33.04935836791992,-0.6677200794219971,1.8173258304595947,1.6235531568527222,2.6532390117645264
6.043086528778076,44.47685241699219,-82.28253936767578,-54.70829391479492,-0.2012307196855545,4.5157790184021,2.0730113983154297,6.297999858856201
-18.866474151611328,42.66168212890625,-73.47766876220703,-85.80990600585938,0.34758031368255615,8.159608840942383,2.6417136192321777,11.007728576660156
-38.33517837524414,61.259395599365234,-54.820457458496094,-55.03551483154297,0.878097653388977,11.684120178222656,3.1370348930358887,15.570566177368164
-58.18806838989258,63.07456588745117,-35.997314453125,-53.82012176513672,1.3720276355743408,14.648747444152832,3.4122133255004883,19.316314697265625
-73.3165512084961,58.324005126953125,-8.753020286560059,-41.011741638183594,1.7927826642990112,16.81485366821289,3.4672491550445557,21.978734970092773
-80.03455352783203,65.69878387451172,9.810850143432617,-7.650746822357178,2.0946288108825684,17.714336395263672,3.3296597003936768,23.071245193481445
-83.31568145751953,60.03545379638672,28.571767807006836,9.208943367004395,2.3141531944274902,17.025957107543945,2.889374256134033,22.14398765563965
-80.20068359375,47.77527618408203,64.90095520019531,56.25090789794922,2.3873279094696045,14.639569282531738,2.201427936553955,19.123519897460938
-71.29180145263672,43.201045989990234,73.92361450195312,79.17198181152344,2.2592720985412598,10.848884582519531,1.2933388948440552,14.266898155212402
-59.942848205566406,28.63819694519043,82.32402801513672,88.11603546142578,1.9482791423797607,5.993503570556641,0.2109701782464981,8.014801979064941
-43.91101837158203,5.051359176635742,96.92622375488281,100.31671905517578,1.4634960889816284,0.8719492554664612,-0.9356068968772888,1.2485830783843994
-24.982242584228516,-30.01772689819336,88.60877990722656,58.073997497558594,0.9055382013320923,-1.7897905111312866,-1.5868626832962036,-2.61651611328125
-5.3266377449035645,-44.75690841674805,79.44092559814453,50.656982421875,0.38416773080825806,-4.7177042961120605,-2.1188743114471436,-6.582603454589844
