5-110kVⅠ段母线电压Ua_5,6-110kVⅠ段母线电压Ub_6,7-110kVⅠ段母线电压Uc_7,8-110kVⅠ段母线电压3Uo_8,17-110kV云金线189线路电流Ia_17,18-110kV云金线189线路电流Ib_18,19-110kV云金线189线路电流Ic_19,20-110kV云金线189线路电流3Io_20
84.76699829101562,-48.2301139831543,-36.44104766845703,-0.3170304596424103,0.0,0.03530709818005562,-0.03531241789460182,0.0
84.51329803466797,-43.315147399902344,-41.10321807861328,-0.1902182698249817,0.0,0.0,-0.03531241789460182,0.03531987592577934
83.8790512084961,-38.84410858154297,-44.65534591674805,-0.6023578643798828,0.0,0.0,-0.03531241789460182,0.0
83.21309661865234,-33.73888397216797,-48.8417854309082,-1.0144975185394287,0.0,0.03530709818005562,-0.03531241789460182,0.0
83.21309661865234,-28.538530349731445,-54.074832916259766,-0.9827944040298462,-0.03536562994122505,0.03530709818005562,-0.03531241789460182,0.03531987592577934
82.13488006591797,-23.686979293823242,-58.10269546508789,-0.5706548094749451,-0.03536562994122505,0.07061419636011124,-0.03531241789460182,0.0
81.27864074707031,-19.437910079956055,-61.623111724853516,-0.348733514547348,-0.03536562994122505,0.03530709818005562,0.0,0.03531987592577934
79.09049224853516,-14.80832576751709,-63.93833923339844,-0.44384264945983887,0.0,0.03530709818005562,-0.03531241789460182,0.03531987592577934
76.52179718017578,-9.068910598754883,-67.23674774169922,-0.4121395945549011,0.0,0.03530709818005562,-0.03531241789460182,0.0
74.27022552490234,-3.6782994270324707,-70.56686401367188,-0.03170304745435715,-0.03536562994122505,0.03530709818005562,-0.03531241789460182,0.0
72.20892333984375,1.458635926246643,-73.579833984375,-0.03170304745435715,-0.03536562994122505,0.0,-0.03531241789460182,0.0
70.14762115478516,6.6272807121276855,-76.56108856201172,-0.3170304596424103,-0.03536562994122505,0.03530709818005562,0.0,0.0
66.84954071044922,12.778919219970703,-79.25689697265625,-0.6340609192848206,-0.03536562994122505,0.0,-0.03531241789460182,0.0
63.488040924072266,18.613462448120117,-81.8892822265625,-0.3804365396499634,-0.03536562994122505,0.07061419636011124,-0.03531241789460182,0.03531987592577934
60.3485221862793,23.21133804321289,-83.60191345214844,0.0634060949087143,-0.03536562994122505,0.0,0.0,0.03531987592577934
56.479618072509766,27.714082717895508,-84.3947982788086,0.22192132472991943,-0.03536562994122505,0.03530709818005562,-0.03531241789460182,0.0
51.65934753417969,33.19982147216797,-84.9656753540039,0.0634060949087143,-0.0707312598824501,0.03530709818005562,0.0,0.03531987592577934
46.07798385620117,38.24163055419922,-84.48994445800781,0.22192132472991943,0.0,0.03530709818005562,-0.03531241789460182,0.0
41.543121337890625,42.776084899902344,-84.64852142333984,0.5072487592697144,-0.03536562994122505,0.0,0.0,0.0
37.13511276245117,46.42267608642578,-83.9190673828125,0.5389517545700073,-0.0707312598824501,0.03530709818005562,0.0,0.0
