220kVIV母_5,220kVIV母_6,220kVIV母_7,220kVIV母_8,220kV龙嵩I回_13,220kV龙嵩I回_14,220kV龙嵩I回_15,220kV龙嵩I回_16
-78.90534210205078,11.87548542022705,67.09903717041016,0.12629400193691254,-0.02935199998319149,-7.000000096013537e-06,0.03347399830818176,0.004348000045865774
-76.63350677490234,6.462224960327148,70.20728302001953,0.01577799953520298,-0.031077999621629715,-7.000000096013537e-06,0.03347399830818176,-0.004342000000178814
-74.61168670654297,1.250059962272644,73.4350814819336,0.18944600224494934,-0.031077999621629715,-0.006054999772459269,0.035190001130104065,0.0008720000041648746
-71.6930923461914,-4.244725227355957,76.0379638671875,0.18944600224494934,-0.030215000733733177,-0.0051910001784563065,0.034331999719142914,0.0008720000041648746
-69.0082015991211,-9.038394927978516,78.08114624023438,0.11050599813461304,-0.025036999955773354,-0.0034630000591278076,0.034331999719142914,-0.004342000000178814
-65.43740844726562,-14.098380088806152,79.53202819824219,-0.015798000618815422,-0.020721999928355217,-0.012966999784111977,0.03690600022673607,-0.004342000000178814
-62.067710876464844,-19.114885330200195,81.21656799316406,0.11050599813461304,-0.024173999205231667,-0.012102999724447727,0.035190001130104065,-0.007818000391125679
-58.12189865112305,-24.495534896850586,82.81959533691406,0.26838600635528564,-0.022447999566793442,-0.013830999843776226,0.04119599983096123,-0.007818000391125679
-53.96955871582031,-29.544649124145508,83.60752868652344,0.18944600224494934,-0.022447999566793442,-0.014694999903440475,0.03862199932336807,-0.0060800001956522465
-49.30089569091797,-34.69702911376953,84.16722869873047,0.31575000286102295,-0.01640699990093708,-0.018151000142097473,0.03776400163769722,-0.0060800001956522465
-44.56700897216797,-39.6700553894043,84.42806243896484,0.20523400604724884,-0.017270000651478767,-0.01728699915111065,0.034331999719142914,-0.007818000391125679
-40.28422927856445,-44.447418212890625,85.0094985961914,0.4183720052242279,-0.020721999928355217,-0.026791000738739967,0.03690600022673607,-0.008686999790370464
