1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,21-220kV耿沾Ⅱ回264线路电流Ia_21,22-220kV耿沾Ⅱ回264线路电流Ib_22,23-220kV耿沾Ⅱ回264线路电流Ic_23,24-220kV耿沾Ⅱ回264线路电流3Io_24
69.17770385742188,8.308216094970703,-77.10773468017578,0.6246076822280884,0.1314251869916916,0.020786670967936516,-0.1522575169801712,0.0
65.89839935302734,13.524276733398438,-79.04402160644531,0.6558380722999573,0.1245080754160881,0.03464445099234581,-0.1522575169801712,0.0
62.1506233215332,18.58416748046875,-80.51184844970703,0.3435342311859131,0.11759095638990402,0.04850223287940025,-0.15917830169200897,0.0
58.40284729003906,23.737760543823242,-82.16705322265625,-0.0624607689678669,0.11067384481430054,0.055431123822927475,-0.16609910130500793,0.0
54.49891662597656,28.641483306884766,-83.2288818359375,-0.0936911553144455,0.10375672578811646,0.0623600147664547,-0.16609910130500793,0.0
50.18897247314453,33.545204162597656,-83.8534927368164,-0.187382310628891,0.09683961421251297,0.06928890198469162,-0.16609910130500793,0.0
45.566715240478516,38.5738639831543,-84.41564178466797,-0.374764621257782,0.08992249518632889,0.07621779292821884,-0.16609910130500793,0.0
40.7570686340332,43.47758483886719,-84.50933074951172,-0.4059950113296509,0.07608826458454132,0.09007557481527328,-0.16609910130500793,0.0
35.82249450683594,48.13143539428711,-84.22825622558594,-0.4059950113296509,0.06917115300893784,0.0970044657588005,-0.16609910130500793,0.0
30.762998580932617,52.722816467285156,-83.79103088378906,-0.4684557616710663,0.05533692240715027,0.11086224764585495,-0.15917830169200897,0.0
25.734731674194336,57.064327239990234,-83.10396575927734,-0.4372253715991974,0.048419807106256485,0.11086224764585495,-0.15917830169200897,0.0
20.831390380859375,61.0622673034668,-82.04212951660156,-0.187382310628891,0.03458557650446892,0.1247200295329094,-0.1522575169801712,0.0
15.959280967712402,64.71663665771484,-80.73046112060547,-0.0624607689678669,0.027668461203575134,0.1247200295329094,-0.1522575169801712,0.0
10.774857521057129,67.9024887084961,-78.63802337646484,0.0936911553144455,0.02075134590268135,0.13164891302585602,-0.14533671736717224,0.0
5.4030442237854,71.05711364746094,-76.35820770263672,0.187382310628891,0.006917115300893784,0.13857780396938324,-0.14533671736717224,0.0
0.0,73.8681640625,-73.7660903930664,0.2186126857995987,-0.006917115300893784,0.14550669491291046,-0.13841591775417328,0.0
-5.215655326843262,76.08576965332031,-70.70551300048828,0.3123038411140442,-0.013834230601787567,0.15243558585643768,-0.13841591775417328,0.0
-10.61870002746582,78.30337524414062,-67.5512466430664,0.2498430758714676,-0.027668461203575134,0.15243558585643768,-0.12457432597875595,0.0
-15.740660667419434,80.14617919921875,-64.36575317382812,0.0936911553144455,-0.03458557650446892,0.1593644767999649,-0.11765353381633759,0.0
-20.862621307373047,81.6766357421875,-60.86795425415039,-0.1249215379357338,-0.048419807106256485,0.1593644767999649,-0.11073273420333862,0.0
-25.70349884033203,82.863525390625,-57.30769348144531,-0.2810734510421753,-0.05533692240715027,0.16629336774349213,-0.11073273420333862,0.0
-30.82546043395996,83.92548370361328,-53.122825622558594,-0.0624607689678669,-0.06225403770804405,0.1593644767999649,-0.0968911424279213,0.0
