17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,29-220kV临南线电流Ia_29,30-220kV临南线电流Ib_30,31-220kV临南线电流Ic_31,32-220kV临南线电流3Io_32
18.14944839477539,62.52857971191406,-80.92665100097656,-1.6160467863082886,-0.41437095403671265,1.2085819244384766,-0.7942110300064087,0.017265455797314644
4.47520637512207,71.01282501220703,-75.55018615722656,-1.3052685260772705,-0.5697600841522217,1.260378360748291,-0.6388218998908997,0.03453091159462929
-8.515323638916016,78.2228775024414,-68.71306610107422,0.5283229947090149,-0.7078837156295776,1.260378360748291,-0.5006982684135437,0.03453091159462929
-20.915374755859375,83.16425323486328,-60.7260627746582,1.3363463878631592,-0.8632728457450867,1.2258474826812744,-0.328043669462204,0.017265455797314644
-34.34099197387695,61.907020568847656,-52.428287506103516,-45.87086486816406,-1.035927414894104,1.933731198310852,-0.22445093095302582,0.6906182765960693
-47.673377990722656,51.77565002441406,-43.26033020019531,-70.32910919189453,-1.1913164854049683,3.159578561782837,-0.06906182318925858,1.899200201034546
-57.618282318115234,46.958587646484375,-30.021175384521484,-72.62886810302734,-1.346705675125122,4.471753120422363,0.06906182318925858,3.22864031791687
-63.80276870727539,45.99517822265625,-12.43112850189209,-54.261878967285156,-1.5538910627365112,5.783927917480469,0.12085819989442825,4.350894927978516
-71.696533203125,43.72649383544922,2.6726927757263184,-45.62224197387695,-1.7783420085906982,6.923448085784912,0.08632728457450867,5.196902275085449
-82.32514953613281,39.03374481201172,11.716339111328125,-56.46840286254883,-1.8301384449005127,7.82125186920166,0.17265456914901733,6.1637678146362305
-87.67053985595703,33.84375,22.811120986938477,-55.25636672973633,-1.7956074476242065,8.511870384216309,0.293512761592865,7.009775638580322
-88.82041931152344,28.46728515625,34.71392822265625,-45.43577575683594,-1.76107656955719,9.047099113464355,0.36257457733154297,7.6140666007995605
-83.53718566894531,22.904354095458984,50.28391647338867,-18.087291717529297,-1.7438111305236816,9.340612411499023,0.34530913829803467,7.924844741821289
-79.40383911132812,14.26471996307373,61.31654357910156,-6.402031421661377,-1.6920148134231567,9.375143051147461,0.36257457733154297,8.028437614440918
-76.23389434814453,5.127840518951416,69.11707305908203,-3.3564047813415527,-1.5711565017700195,9.133426666259766,0.36257457733154297,7.890313625335693
-71.35468292236328,-2.3929922580718994,76.42036437988281,5.189996242523193,-1.4330328702926636,8.632728576660156,0.37984004616737366,7.545004367828369
-64.26893615722656,-7.551910877227783,82.72916412353516,19.920883178710938,-1.2258474826812744,7.907578945159912,0.41437095403671265,7.0615715980529785
-54.10648727416992,-13.829630851745605,87.39083862304688,34.900394439697266,-0.949600100517273,6.992509841918945,0.41437095403671265,6.405484199523926
-43.35356140136719,-21.41261863708496,87.32868194580078,40.15254592895508,-0.673352837562561,5.922051429748535,0.36257457733154297,5.576742649078369
-30.86027717590332,-27.938962936401367,85.12215423583984,46.77212142944336,-0.36257457733154297,4.678938865661621,0.328043669462204,4.609877109527588
-16.93741226196289,-33.34650421142578,81.64144134521484,55.84684753417969,-0.03453091159462929,3.2804367542266846,0.3107782304286957,3.4876222610473633
-1.9579027891159058,-37.79063034057617,77.63240051269531,67.28348541259766,0.2417163997888565,1.76107656955719,0.3107782304286957,2.2790403366088867
11.529871940612793,-42.110450744628906,71.168212890625,72.03839111328125,0.517963707447052,0.18992002308368683,0.293512761592865,0.966865599155426
23.49483299255371,-46.709964752197266,62.93259048461914,70.67096710205078,0.7942110300064087,-1.398501992225647,0.258981853723526,-0.37984004616737366
34.77608108520508,-48.885414123535156,53.049842834472656,69.45893096923828,1.035927414894104,-2.866065740585327,0.20718547701835632,-1.6402183771133423
46.46134567260742,-49.289424896240234,42.017215728759766,69.98725891113281,1.2949092388153076,-4.212771415710449,0.13812364637851715,-2.8488004207611084
57.618282318115234,-47.95307922363281,29.057764053344727,69.17922973632812,1.5020947456359863,-5.507680892944336,0.05179636925458908,-3.9883205890655518
67.50102996826172,-45.933021545410156,15.165977478027344,65.54312896728516,1.6574838161468506,-6.664466381072998,-0.017265455797314644,-5.076044082641602
75.9542007446289,-42.79416275024414,1.3674241304397583,61.56516647338867,1.76107656955719,-7.717658996582031,-0.06906182318925858,-6.06017541885376
82.10760498046875,-38.8472785949707,-11.933883666992188,55.69145584106445,1.847403883934021,-8.598196983337402,-0.13812364637851715,-6.923448085784912
85.93017578125,-33.81267166137695,-24.365013122558594,49.10295867919922,1.8646693229675293,-9.271550178527832,-0.18992002308368683,-7.631331920623779
86.64496612548828,-27.876806259155273,-36.60967254638672,39.064823150634766,1.847403883934021,-9.754982948303223,-0.2417163997888565,-8.149295806884766
84.87353515625,-21.008607864379883,-47.98415756225586,27.783573150634766,1.7956074476242065,-9.9794340133667,-0.293512761592865,-8.49460506439209
81.51712799072266,-13.67424201965332,-58.76816177368164,15.632144927978516,1.709280252456665,-9.9794340133667,-0.328043669462204,-8.615463256835938
77.16622924804688,-6.06017541885376,-68.52659606933594,3.9468834400177,1.5884220600128174,-9.720452308654785,-0.36257457733154297,-8.511870384216309
71.35468292236328,1.3363463878631592,-76.76222229003906,-7.924844741821289,1.4330328702926636,-9.254284858703613,-0.36257457733154297,-8.183826446533203
63.67845916748047,8.608556747436523,-82.54269409179688,-18.864238739013672,1.2431129217147827,-8.563666343688965,-0.37984004616737366,-7.717658996582031
53.920021057128906,15.694299697875977,-85.96125793457031,-29.33746337890625,0.9841310381889343,-7.648597240447998,-0.36257457733154297,-7.027040958404541
42.60769271850586,22.31387710571289,-87.26652526855469,-39.87284469604492,0.7251491546630859,-6.578138828277588,-0.34530913829803467,-6.1637678146362305
29.959020614624023,28.436206817626953,-85.9923324584961,-49.227272033691406,0.44890186190605164,-5.317760467529297,-0.293512761592865,-5.162371635437012
16.284778594970703,33.936981201171875,-82.29407501220703,-57.15211486816406,0.15538911521434784,-3.953789472579956,-0.258981853723526,-4.040116786956787
2.610537052154541,38.69188690185547,-76.82437896728516,-63.274444580078125,-0.13812364637851715,-2.451694965362549,-0.258981853723526,-2.8315348625183105
-10.566459655761719,42.60769271850586,-70.26695251464844,-68.18473815917969,-0.43163642287254333,-0.8632728457450867,-0.2417163997888565,-1.5193601846694946
-22.904354095458984,45.466854095458984,-62.559654235839844,-71.32360076904297,-0.7078837156295776,0.7078837156295776,-0.20718547701835632,-0.18992002308368683
-34.7450065612793,47.61122512817383,-52.92552947998047,-71.57222747802734,-1.0013965368270874,2.2272439002990723,-0.15538911521434784,1.1049891710281372
-46.430267333984375,48.45032501220703,-41.36458206176758,-70.36019134521484,-1.2431129217147827,3.677542209625244,-0.10359273850917816,2.34810209274292
-57.525047302246094,47.51799011230469,-28.405128479003906,-68.71306610107422,-1.4675638675689697,5.006982326507568,-0.03453091159462929,3.5394186973571777
-67.46995544433594,45.18715286254883,-14.917354583740234,-66.44438171386719,-1.622952938079834,6.215564250946045,0.03453091159462929,4.627142429351807
-75.70557403564453,41.8618278503418,-1.2741906642913818,-62.59073257446289,-1.76107656955719,7.286022663116455,0.08632728457450867,5.611273288726807
-81.67251586914062,37.946022033691406,12.058195114135742,-56.406246185302734,-1.8301384449005127,8.183826446533203,0.13812364637851715,6.491811752319336
-85.37078094482422,33.066802978515625,24.737945556640625,-48.94757080078125,-1.8819347620010376,8.908975601196289,0.22445093095302582,7.199695587158203
-86.33419036865234,26.975549697875977,36.733985900878906,-39.96607971191406,-1.8819347620010376,9.39240837097168,0.2762472927570343,7.7867207527160645
-85.02892303466797,20.23166275024414,47.95307922363281,-29.58608627319336,-1.7956074476242065,9.634124755859375,0.328043669462204,8.149295806884766
