大剑I回电压_5,大剑I回电压_6,大剑I回电压_7,大剑I回电压_8,大剑I回_33,大剑I回_34,大剑I回_35,大剑I回_36
82.92947387695312,-56.7685661315918,-25.850162506103516,0.6834930181503296,-0.026837000623345375,0.05357600003480911,-0.022373000159859657,0.0008479999960400164
83.86222839355469,-52.828758239746094,-30.672313690185547,0.6912599802017212,-0.03029699996113777,0.05357600003480911,-0.022373000159859657,0.0008479999960400164
84.31527709960938,-48.51959228515625,-35.430240631103516,0.7844640016555786,-0.03375700116157532,0.05357600003480911,-0.018933000043034554,-0.002580000087618828
84.4058837890625,-43.873191833496094,-40.26845169067383,0.6834930181503296,-0.037216998636722565,0.06048800051212311,-0.018933000043034554,-0.002580000087618828
84.1500473022461,-38.932369232177734,-44.92469024658203,0.5514540076255798,-0.04067699983716011,0.05357600003480911,-0.01549299992620945,0.0008479999960400164
83.46780395507812,-33.77743148803711,-49.415016174316406,0.3650459945201874,-0.04067699983716011,0.05357600003480911,-0.012052999809384346,0.0008479999960400164
82.33784484863281,-28.494020462036133,-53.75013732910156,0.3029100000858307,-0.044137001037597656,0.05357600003480911,-0.008612999692559242,0.0008479999960400164
81.04265594482422,-23.10354995727539,-57.88188171386719,0.17087100446224213,-0.044137001037597656,0.050119999796152115,-0.005173000041395426,0.007703999988734722
79.51827239990234,-17.64884376525879,-61.78348922729492,-0.05437200143933296,-0.044137001037597656,0.04666399955749512,-0.0017330000409856439,0.0008479999960400164
77.56216430664062,-12.38684368133545,-65.27299499511719,-0.16311000287532806,-0.05105699971318245,0.04666399955749512,0.005146999843418598,0.0008479999960400164
75.43016815185547,-7.183728218078613,-68.40926361083984,-0.24077999591827393,-0.047596998512744904,0.04320799931883812,0.005146999843418598,0.0008479999960400164
73.116943359375,-2.050200939178467,-71.35286712646484,-0.43495500087738037,-0.047596998512744904,0.03975199908018112,0.008586999960243702,0.0008479999960400164
70.73443603515625,2.981618881225586,-74.00746154785156,-0.4737899899482727,-0.05105699971318245,0.03975199908018112,0.008586999960243702,0.0008479999960400164
68.10674285888672,7.938497066497803,-76.44796752929688,-0.5592269897460938,-0.047596998512744904,0.036295998841524124,0.012027000077068806,0.0008479999960400164
65.21788787841797,12.84184455871582,-78.50313568115234,-0.5825279951095581,-0.054517000913619995,0.03975199908018112,0.01890699937939644,0.0008479999960400164
62.12648391723633,17.670251846313477,-80.24788665771484,-0.7378680109977722,-0.047596998512744904,0.032839998602867126,0.022346999496221542,0.0008479999960400164
58.73660659790039,22.461185455322266,-81.69828033447266,-0.6601979732513428,-0.047596998512744904,0.022471999749541283,0.022346999496221542,0.0008479999960400164
54.8936767578125,27.412710189819336,-82.85431671142578,-0.6990330219268799,-0.054517000913619995,0.022471999749541283,0.025786999613046646,0.0008479999960400164
50.85353469848633,32.30535125732422,-83.71598815917969,-0.8310719728469849,-0.054517000913619995,0.019015999510884285,0.032666999846696854,0.0008479999960400164
46.493595123291016,37.133758544921875,-84.14949798583984,-0.8310719728469849,-0.05105699971318245,0.015560000203549862,0.03610699996352196,0.0008479999960400164
41.739234924316406,41.83369445800781,-84.07456970214844,-0.7223340272903442,-0.047596998512744904,0.015560000203549862,0.03954700008034706,0.0008479999960400164
36.7343635559082,46.44797897338867,-83.71063232421875,-0.7067999839782715,-0.047596998512744904,0.012103999964892864,0.04642700031399727,0.0008479999960400164
31.532285690307617,50.981971740722656,-83.03628540039062,-0.7067999839782715,-0.047596998512744904,0.012103999964892864,0.04986700043082237,0.0008479999960400164
26.3142147064209,55.27507781982422,-81.96053314208984,-0.5980619788169861,-0.047596998512744904,0.005191999953240156,0.04642700031399727,-0.002580000087618828
21.00020408630371,59.2630615234375,-80.51548767089844,-0.3029159903526306,-0.044137001037597656,0.005191999953240156,0.053307000547647476,0.0008479999960400164
15.627565383911133,63.02086639404297,-78.89918518066406,-0.2485470026731491,-0.047596998512744904,-0.00171999994199723,0.060187000781297684,-0.002580000087618828
10.446805000305176,66.40931701660156,-76.94570922851562,-0.16311000287532806,-0.047596998512744904,-0.008631999604403973,0.053307000547647476,0.0008479999960400164
5.351325035095215,69.43376159667969,-74.82096099853516,0.08543399721384048,-0.044137001037597656,-0.008631999604403973,0.053307000547647476,0.0008479999960400164
0.36777499318122864,72.19590759277344,-72.41255950927734,0.2873759865760803,-0.044137001037597656,-0.015544000081717968,0.060187000781297684,0.0008479999960400164
-4.67973518371582,74.85099792480469,-69.93994140625,0.5281530022621155,-0.044137001037597656,-0.015544000081717968,0.053307000547647476,-0.002580000087618828
-9.524704933166504,77.20631408691406,-67.269287109375,0.706794023513794,-0.04067699983716011,-0.02245599962770939,0.05674700066447258,-0.002580000087618828
-14.428304672241211,79.12804412841797,-64.28822326660156,0.9320369958877563,-0.03375700116157532,-0.01899999938905239,0.053307000547647476,-0.002580000087618828
-19.251955032348633,80.92665100097656,-61.034210205078125,1.0873769521713257,-0.03375700116157532,-0.02245599962770939,0.05674700066447258,0.0008479999960400164
