220kV卡盈线_1,220kV卡盈线_2,220kV卡盈线_3,220kV卡盈线_4,220kV卡盈线_5,220kV卡盈线_6,220kV卡盈线_7,220kV卡盈线_8
16.588037490844727,-78.73358154296875,62.309776306152344,0.015561999753117561,0.21182699501514435,-0.3458400070667267,0.2593800127506256,0.01296900026500225
21.451602935791016,-80.179931640625,58.818397521972656,-0.17118200659751892,0.23776499927043915,-0.35448598861694336,0.24208800494670868,0.0
26.28337860107422,-81.23423767089844,54.88727951049805,-0.23342999815940857,0.2550570070743561,-0.35448598861694336,0.2204730063676834,0.0
31.23171043395996,-81.89118957519531,50.59590148925781,-0.45907899737358093,0.2680259943008423,-0.38042399287223816,0.2204730063676834,0.0043230000883340836
36.07938003540039,-82.38919830322266,46.214454650878906,-0.49798399209976196,0.27667200565338135,-0.3458400070667267,0.15995100140571594,0.008646000176668167
40.69923782348633,-82.60641479492188,41.80121994018555,-0.49798399209976196,0.31557899713516235,-0.34151700139045715,0.14698199927806854,0.008646000176668167
45.32439041137695,-82.41568756103516,37.04891586303711,-0.31123998761177063,0.3501630127429962,-0.35448598861694336,0.12536700069904327,0.01296900026500225
49.769412994384766,-81.79052734375,32.031707763671875,-0.1400579959154129,0.3588089942932129,-0.34151700139045715,0.11672099679708481,-0.01296900026500225
53.93363952636719,-80.87926483154297,27.056886672973633,0.0,0.3890700042247772,-0.34151700139045715,0.0778139978647232,-0.0043230000883340836
57.62104797363281,-79.71900939941406,22.293983459472656,0.10115300118923187,0.38042399287223816,-0.30261000990867615,0.06052200123667717,-0.017292000353336334
61.24488067626953,-78.53225708007812,17.552274703979492,0.20230600237846375,0.4020389914512634,-0.3069329857826233,0.030261000618338585,-0.008646000176668167
64.78924560546875,-76.95874786376953,12.460895538330078,0.38126900792121887,0.415008008480072,-0.2939639985561371,0.0,0.008646000176668167
68.0687026977539,-75.00908660888672,7.290048122406006,0.36570701003074646,0.4236539900302887,-0.285317987203598,-0.01296900026500225,-0.017292000353336334
70.82896423339844,-72.82100677490234,2.3046300411224365,0.3890500068664551,0.44526898860931396,-0.2723489999771118,-0.021615000441670418,0.008646000176668167
73.36670684814453,-70.5110855102539,-2.5324440002441406,0.24899199604988098,0.4409460127353668,-0.22911900281906128,-0.05619899928569794,0.008646000176668167
75.76139831542969,-67.75082397460938,-7.63441801071167,0.2567729949951172,0.4366230070590973,-0.22911900281906128,-0.06916800141334534,-0.01296900026500225
77.72695922851562,-64.51904296875,-12.784073829650879,0.38126900792121887,0.453914999961853,-0.2204730063676834,-0.11239799857139587,0.008646000176668167
79.3587417602539,-61.10183334350586,-17.801279067993164,0.49798399209976196,0.4884989857673645,-0.17292000353336334,-0.1296900063753128,0.008646000176668167
80.77330780029297,-57.47800064086914,-22.72842025756836,0.4435169994831085,0.453914999961853,-0.17292000353336334,-0.17292000353336334,0.0043230000883340836
81.71635437011719,-53.393245697021484,-27.883373260498047,0.5680130124092102,0.43230000138282776,-0.13833600282669067,-0.16427400708198547,0.0043230000883340836
82.11370086669922,-48.69391632080078,-32.7469367980957,0.7547569870948792,0.4625610113143921,-0.1296900063753128,-0.20318099856376648,0.01296900026500225
82.32032775878906,-44.25419235229492,-37.44626235961914,0.7314140200614929,0.4495919942855835,-0.11239799857139587,-0.2204730063676834,-0.017292000353336334
82.53754425048828,-39.957515716552734,-41.96015930175781,0.6224799752235413,0.4366230070590973,-0.06052200123667717,-0.2550570070743561,0.0
82.37330627441406,-35.184017181396484,-46.46345901489258,0.7469760179519653,0.453914999961853,-0.06052200123667717,-0.22911900281906128,0.01296900026500225
81.64747619628906,-30.076745986938477,-50.87669372558594,0.7002900242805481,0.4236539900302887,-0.0259380005300045,-0.2723489999771118,0.0043230000883340836
80.61966705322266,-25.027751922607422,-55.01972961425781,0.37348800897598267,0.415008008480072,-0.01296900026500225,-0.2723489999771118,0.008646000176668167
79.31636047363281,-20.12710189819336,-58.73362731933594,0.24899199604988098,0.4279769957065582,0.01296900026500225,-0.30261000990867615,-0.01296900026500225
77.83291625976562,-15.115194320678711,-62.2620964050293,0.23342999815940857,0.4279769957065582,0.021615000441670418,-0.30261000990867615,0.0
75.93623352050781,-10.03971004486084,-65.58924102783203,0.023343000560998917,0.40636199712753296,0.05619899928569794,-0.34151700139045715,0.0043230000883340836
74.00775909423828,-4.948331832885742,-68.78923034667969,0.023343000560998917,0.39339300990104675,0.11672099679708481,-0.3458400070667267,0.0043230000883340836
71.93094635009766,-0.015893999487161636,-71.57598114013672,0.09337200224399567,0.32854801416397095,0.15130500495433807,-0.35448598861694336,0.01296900026500225
69.41969299316406,4.842371940612793,-74.0501480102539,-0.05446700006723404,0.3328709900379181,0.1296900063753128,-0.3501630127429962,0.0
66.42632293701172,9.9231538772583,-76.13755798339844,-0.21786800026893616,0.31557899713516235,0.14698199927806854,-0.3588089942932129,0.01296900026500225
63.284610748291016,14.844996452331543,-78.02894592285156,-0.10893400013446808,0.31557899713516235,0.1815659999847412,-0.36745500564575195,0.0043230000883340836
59.97865676879883,19.761539459228516,-79.51238250732422,-0.04668600112199783,0.26370298862457275,0.2204730063676834,-0.36745500564575195,-0.0043230000883340836
56.27535629272461,24.550931930541992,-80.77860260009766,-0.24899199604988098,0.2723489999771118,0.21182699501514435,-0.3501630127429962,0.0043230000883340836
51.98927307128906,29.541648864746094,-81.46205139160156,-0.2801159918308258,0.26370298862457275,0.2550570070743561,-0.37610098719596863,0.0
47.480674743652344,34.617130279541016,-81.97065734863281,-0.11671499907970428,0.21182699501514435,0.25073400139808655,-0.3717780113220215,0.0043230000883340836
43.03565216064453,39.30586242675781,-82.22496032714844,-0.21786800026893616,0.2204730063676834,0.27667200565338135,-0.3631319999694824,0.01296900026500225
38.36281967163086,43.724395751953125,-82.07131958007812,-0.2956779897212982,0.15130500495433807,0.2982870042324066,-0.3328709900379181,-0.008646000176668167
33.44627380371094,48.105838775634766,-81.41436767578125,-0.11671499907970428,0.13833600282669067,0.32854801416397095,-0.3631319999694824,-0.01296900026500225
28.39198112487793,52.48198699951172,-80.71502685546875,-0.04668600112199783,0.13401299715042114,0.3588089942932129,-0.3458400070667267,-0.008646000176668167
23.42245864868164,56.460784912109375,-79.87794494628906,-0.12449599802494049,0.07349099963903427,0.39339300990104675,-0.3458400070667267,0.0
18.574787139892578,60.0687255859375,-78.57463836669922,-0.11671499907970428,0.0648450031876564,0.39339300990104675,-0.2982870042324066,0.0043230000883340836
13.552284240722656,63.67666244506836,-77.00643157958984,0.0,0.03458400070667267,0.3977159857749939,-0.30261000990867615,0.0
8.535078048706055,66.98261260986328,-75.31636810302734,0.08559100329875946,0.008646000176668167,0.4279769957065582,-0.27667200565338135,0.017292000353336334
3.724493980407715,69.85413360595703,-73.40379333496094,0.015561999753117561,-0.0043230000883340836,0.4020389914512634,-0.2809950113296509,0.0
-1.0331100225448608,72.3918685913086,-71.11505126953125,0.21786800026893616,-0.030261000618338585,0.453914999961853,-0.26370298862457275,0.008646000176668167
-5.8330979347229,74.86603546142578,-68.66207885742188,0.23342999815940857,-0.021615000441670418,0.4279769957065582,-0.23344199359416962,0.0043230000883340836
-10.98275375366211,77.07530212402344,-65.63162231445312,0.5057650208473206,-0.06916800141334534,0.4366230070590973,-0.24208800494670868,0.01296900026500225
-16.127111434936523,78.92960357666016,-62.2885856628418,0.6146990060806274,-0.09510599821805954,0.4366230070590973,-0.22479599714279175,0.008646000176668167
-21.03306007385254,80.3494644165039,-58.69124221801758,0.7547569870948792,-0.1296900063753128,0.4625610113143921,-0.19885799288749695,0.008646000176668167
