1-500kV罗平Ⅰ线电压Ua_1,2-500kV罗平Ⅰ线电压Ub_2,3-500kV罗平Ⅰ线电压Uc_3,4-500kV罗平Ⅰ线电压3Uo_4,9-500kV罗平Ⅰ线电流Ia_9,10-500kV罗平Ⅰ线电流Ib_10,11-500kV罗平Ⅰ线电流Ic_11,12-500kV罗平Ⅰ线电流3Io_12
-55.442832946777344,85.8680191040039,-29.617164611816406,0.43508949875831604,-0.2520756721496582,0.2831534743309021,-0.02762473002076149,-0.0034530912525951862
-59.66941833496094,84.7802963256836,-24.365013122558594,0.40401169657707214,-0.2624349296092987,0.2727942168712616,-0.010359274223446846,-0.0034530912525951862
-63.70953369140625,83.41287231445312,-19.01962661743164,0.40401169657707214,-0.2727942168712616,0.2624349296092987,0.013812365010380745,-0.0034530912525951862
-67.50102996826172,81.7657470703125,-13.612086296081543,0.40401169657707214,-0.2797003984451294,0.2520756721496582,0.02762473002076149,0.0
-70.95066833496094,79.77677154541016,-8.23562240600586,0.40401169657707214,-0.2866065800189972,0.2451694756746292,0.04834327846765518,0.0
-74.12060546875,77.41485595703125,-2.797003984451294,0.3418560326099396,-0.293512761592865,0.23135711252689362,0.06215564161539078,0.0
-76.94868469238281,74.7110824584961,2.6416149139404297,0.2797003984451294,-0.3004189431667328,0.21409165859222412,0.08287419378757477,-0.0034530912525951862
-79.4349136352539,71.72761535644531,8.049156188964844,0.15538911521434784,-0.3038720488548279,0.20027929544448853,0.10013964772224426,0.0
-81.57928466796875,68.40228271484375,13.363463401794434,0.031077822670340538,-0.3004189431667328,0.18646693229675293,0.12085819244384766,0.0
-83.35071563720703,64.79725646972656,18.677770614624023,-0.15538911521434784,-0.3038720488548279,0.16574838757514954,0.13121746480464935,0.0
-84.7802963256836,60.88145446777344,23.867767333984375,-0.3107782304286957,-0.3004189431667328,0.14848291873931885,0.15193602442741394,0.0
-85.80587005615234,56.748104095458984,28.995607376098633,-0.3418560326099396,-0.3038720488548279,0.13121746480464935,0.16574838757514954,0.0
-86.52066040039062,52.30397415161133,34.030216217041016,-0.37293386459350586,-0.3004189431667328,0.11049892008304596,0.17956075072288513,0.0
-86.83143615722656,47.73553466796875,38.971588134765625,-0.3107782304286957,-0.2969658374786377,0.09323346614837646,0.19682620465755463,0.0034530912525951862
-86.89359283447266,42.94955062866211,43.81972885131836,-0.21754474937915802,-0.2900596559047699,0.07596801221370697,0.21409165859222412,0.0
-86.58280944824219,38.008174896240234,48.543556213378906,-0.062155645340681076,-0.2866065800189972,0.05179636925458908,0.22790402173995972,0.0
-86.0234146118164,32.973567962646484,53.049842834472656,0.09323346614837646,-0.2797003984451294,0.037984006106853485,0.2382632941007614,0.0
-85.12215423583984,27.845727920532227,57.43181610107422,0.2486225813627243,-0.2762472927570343,0.013812365010380745,0.2486225664615631,0.0034530912525951862
-84.00335693359375,22.562498092651367,61.6273193359375,0.3418560326099396,-0.2658880352973938,-0.0034530912525951862,0.2624349296092987,0.0
-82.54269409179688,17.248191833496094,65.57420349121094,0.4661673307418823,-0.258981853723526,-0.020718548446893692,0.2693411111831665,0.0
-80.80233764648438,11.87172794342041,69.24138641357422,0.5283229947090149,-0.2451694756746292,-0.041437096893787384,0.2797003984451294,0.0034530912525951862
-78.78227996826172,6.464187145233154,72.59779357910156,0.5904785990715027,-0.2382632941007614,-0.05870255082845688,0.2900596559047699,0.0
-76.38928985595703,1.1188015937805176,75.67449951171875,0.6837120652198792,-0.22445093095302582,-0.07942110300064087,0.293512761592865,0.0
-73.71659088134766,-4.257661819458008,78.37826538085938,0.6837120652198792,-0.20718547701835632,-0.09668655693531036,0.3004189431667328,0.0
