通红乙线电压_A相_5,通红乙线电压_B相_6,通红乙线电压_C相_7,通红乙线电压_3U0_8,通红乙线电流_A相_29,通红乙线电流_B相_30,通红乙线电流_C相_31,通红乙线电流_3I0_32
7.717280864715576,72.07571411132812,-80.1776351928711,-0.14025408029556274,-0.005699963308870792,-0.0038043346721678972,0.0132704833522439,0.0
-15.143343925476074,82.95409393310547,-67.81544494628906,0.4986811876296997,-0.009499938227236271,-0.0076086693443357944,0.015166266821324825,0.0
-36.74549102783203,87.46337127685547,-50.8615837097168,0.2805081605911255,-0.007599950768053532,-0.009510836564004421,0.0132704833522439,0.0
-56.413116455078125,86.61138153076172,-30.427610397338867,0.14025408029556274,-0.007599950768053532,-0.009510836564004421,0.0132704833522439,0.0
-71.97248840332031,79.49420928955078,-7.760131359100342,0.14025408029556274,-0.003799975384026766,-0.0076086693443357944,0.007583133410662413,0.0018925368785858154
-82.92436981201172,67.07810974121094,14.99045467376709,-0.8882758617401123,0.003799975384026766,-0.0076086693443357944,0.005687350407242775,-0.0018925368785858154
-87.52145385742188,50.256629943847656,36.608707427978516,-0.561016321182251,0.001899987692013383,-0.0076086693443357944,0.005687350407242775,0.0
-86.9598159790039,30.037609100341797,56.23238754272461,-0.7480217814445496,0.007599950768053532,-0.005706502124667168,0.005687350407242775,-0.0018925368785858154
-79.7625732421875,7.667850494384766,71.87731170654297,0.0935027226805687,0.005699963308870792,-0.005706502124667168,-0.0037915667053312063,-0.0018925368785858154
-67.40660095214844,-15.117509841918945,82.75395965576172,0.6856866478919983,0.005699963308870792,-0.0076086693443357944,0.0,0.0018925368785858154
-50.42234420776367,-36.54177474975586,87.42874145507812,0.9661948084831238,0.009499938227236271,-0.0038043346721678972,-0.007583133410662413,-0.0018925368785858154
-30.026670455932617,-56.376365661621094,86.691162109375,0.6545190811157227,0.005699963308870792,-0.005706502124667168,-0.0037915667053312063,-0.0018925368785858154
-7.550870418548584,-72.28351593017578,79.8659896850586,0.2025892287492752,0.005699963308870792,0.0,-0.005687350407242775,0.0
15.122542381286621,-83.25540161132812,67.67000579833984,-0.5921838879585266,0.005699963308870792,-0.0019021673360839486,-0.005687350407242775,-0.0018925368785858154
36.766292572021484,-87.75428771972656,50.695369720458984,-0.3895946741104126,0.0,0.005706502124667168,-0.005687350407242775,-0.005677610635757446
