1-220kV母线Ⅰ电压Ua_1,2-220kV母线Ⅰ电压Ub_2,3-220kV母线Ⅰ电压Uc_3,4-220kV母线Ⅰ电压3Uo_4,89-220kV瑞达II线路电流Ia_89,90-220kV瑞达II线路电流Ib_90,91-220kV瑞达II线路电流Ic_91,92-220kV瑞达II线路电流3Io_92
67.5405502319336,-78.62252807617188,11.16695499420166,0.0634518414735794,0.1352165788412094,-0.12807680666446686,-0.02131393738090992,0.0
70.53245544433594,-76.24291229248047,5.773823261260986,-0.0317259207367897,0.1352165788412094,-0.11384604871273041,-0.02131393738090992,-0.0071035269647836685
73.3652114868164,-73.79983520507812,0.3172430396080017,-0.31725919246673584,0.1352165788412094,-0.11384604871273041,-0.03552322834730148,0.0
75.87967681884766,-70.88084411621094,-5.1710615158081055,-0.38071101903915405,0.12809991836547852,-0.09961529076099396,-0.049732521176338196,-0.0071035269647836685
78.01220703125,-67.77147674560547,-10.278674125671387,-0.2538073658943176,0.12809991836547852,-0.09249991178512573,-0.04262787476181984,0.0
79.9537582397461,-64.63037872314453,-15.32283878326416,-0.15862959623336792,0.1352165788412094,-0.08538453280925751,-0.049732521176338196,-0.0071035269647836685
81.44970703125,-61.17200469970703,-20.24010467529297,0.0,0.1352165788412094,-0.09249991178512573,-0.056837163865566254,0.0
82.65919494628906,-57.364620208740234,-25.062198638916016,0.15862959623336792,0.1352165788412094,-0.07115378230810165,-0.06394181400537491,0.0
83.48674774169922,-53.493778228759766,-29.789119720458984,0.2538073658943176,0.1352165788412094,-0.07115378230810165,-0.07104645669460297,-0.0071035269647836685
83.96417236328125,-49.369110107421875,-34.29397201538086,0.38071101903915405,0.1352165788412094,-0.056923024356365204,-0.07815109938383102,0.0071035269647836685
84.40977478027344,-45.27616882324219,-38.86227035522461,0.34898510575294495,0.1352165788412094,-0.04980764538049698,-0.08525574952363968,-0.0071035269647836685
84.50526428222656,-40.73903274536133,-43.4940185546875,0.28553327918052673,0.12809991836547852,-0.03557689115405083,-0.09946504235267639,-0.0071035269647836685
84.12332153320312,-35.916343688964844,-48.03059387207031,0.15862959623336792,0.1352165788412094,-0.028461512178182602,-0.10656968504190445,-0.0071035269647836685
83.55039978027344,-31.061925888061523,-52.50372314453125,-0.0634518414735794,0.12809991836547852,-0.014230756089091301,-0.11367432773113251,-0.0071035269647836685
82.75468444824219,-25.76331329345703,-57.04029846191406,-0.31725919246673584,0.12098325788974762,-0.0071153780445456505,-0.12077897787094116,-0.0071035269647836685
81.60884857177734,-20.432971954345703,-61.29135513305664,-0.44416287541389465,0.12098325788974762,0.0,-0.12788362801074982,-0.0071035269647836685
80.01741027832031,-15.007447242736816,-65.19344329833984,-0.44416287541389465,0.12098325788974762,0.0071153780445456505,-0.12788362801074982,0.0
78.1076889038086,-9.518465995788574,-68.6513900756836,-0.31725919246673584,0.10674993693828583,0.014230756089091301,-0.12788362801074982,0.0
75.81602478027344,-4.124668598175049,-71.63347625732422,-0.1269036829471588,0.09963327646255493,0.03557689115405083,-0.14209291338920593,0.0
73.20606994628906,1.3643133640289307,-74.48866271972656,-0.09517775475978851,0.09251660853624344,0.042692266404628754,-0.12788362801074982,-0.0071035269647836685
70.2459945678711,6.758110523223877,-76.93143463134766,0.0,0.08539994806051254,0.042692266404628754,-0.13498826324939728,0.0
67.12677764892578,11.802897453308105,-78.8983383178711,-0.0634518414735794,0.07828328758478165,0.04980764538049698,-0.12788362801074982,0.0
63.78476333618164,16.879411697387695,-80.6114501953125,-0.19035550951957703,0.07828328758478165,0.056923024356365204,-0.14209291338920593,-0.0071035269647836685
60.0608024597168,21.82901382446289,-81.94387817382812,-0.31725919246673584,0.06404995918273926,0.07115378230810165,-0.13498826324939728,-0.0071035269647836685
56.0185546875,26.68343162536621,-82.86387634277344,-0.5710665583610535,0.05693329870700836,0.07115378230810165,-0.13498826324939728,0.0
51.785335540771484,31.474393844604492,-83.56181335449219,-0.6345183849334717,0.049816638231277466,0.08538453280925751,-0.13498826324939728,0.0
