110kV I 母电压_A相_1,110kV I 母电压_B相_2,110kV I 母电压_C相_3,110kV I 母电压_3U0_4,大中II回线133_A相_9,大中II回线133_B相_10,大中II回线133_C相_11,大中II回线133_3I0_12
84.05445098876953,-55.136085510253906,-28.50230598449707,0.8522103428840637,0.6567469835281372,-0.8230528831481934,0.26783934235572815,0.04616350308060646
84.82962799072266,-36.271018981933594,-48.35563659667969,0.4648420214653015,0.7677464485168457,-0.7398228049278259,0.055415038019418716,0.04616350308060646
79.4871826171875,-14.932690620422363,-64.35003662109375,0.43385255336761475,0.878745973110199,-0.6011060476303101,-0.1570092737674713,0.027698101475834846
70.1326675415039,7.192113399505615,-77.34419250488281,0.0,0.8694959878921509,-0.4346459209918976,-0.34172606468200684,0.04616350308060646
55.11097717285156,27.89919090270996,-83.31363677978516,-0.4958314895629883,0.8417460918426514,-0.2219468504190445,-0.5172070264816284,0.018465401604771614
35.88865280151367,48.76149368286133,-84.57581329345703,0.201431542634964,0.7492465376853943,-0.009247785434126854,-0.6280370950698853,0.027698101475834846
15.021695137023926,64.35648345947266,-79.43401336669922,-0.015494734048843384,0.6197471618652344,0.2404424250125885,-0.7296313047409058,0.03693080320954323
-7.385143280029297,77.33332824707031,-69.74012756347656,0.5113261938095093,0.42549803853034973,0.4346459209918976,-0.7758104801177979,0.04616350308060646
-28.346378326416016,83.77001190185547,-55.09066390991211,0.6042945981025696,0.20349906384944916,0.6288493871688843,-0.75733882188797,0.027698101475834846
-48.53243637084961,84.63927459716797,-35.96153259277344,0.21692627668380737,0.0,0.7490706443786621,-0.6742162704467773,0.027698101475834846
-64.80070495605469,79.83763122558594,-14.773609161376953,0.43385255336761475,-0.22199897468090057,0.8415484428405762,-0.5726220607757568,0.027698101475834846
-77.16165161132812,70.34818267822266,6.693645000457764,-0.43385255336761475,-0.42549803853034973,0.9062829613685608,-0.4063769280910492,0.027698101475834846
-83.93922424316406,55.41549301147461,28.367813110351562,-0.5113261938095093,-0.6104971766471863,0.887787401676178,-0.19395262002944946,0.027698101475834846
-84.8924789428711,36.48833465576172,48.27287292480469,-0.4958314895629883,-0.7122467160224915,0.8230528831481934,0.018471678718924522,0.027698101475834846
-79.50813293457031,15.067218780517578,64.29830932617188,-0.542315661907196,-0.832496166229248,0.6935839056968689,0.2308959811925888,0.04616350308060646
-70.19552612304688,-6.902359485626221,77.38557434082031,0.2943999469280243,-0.832496166229248,0.5086281895637512,0.42484861612319946,0.027698101475834846
-55.184303283691406,-27.79570770263672,83.3343276977539,0.34088414907455444,-0.8047462701797485,0.2959291338920593,0.5910937190055847,0.05539620295166969
-35.982933044433594,-48.47174072265625,84.64823150634766,0.015494734048843384,-0.7214966416358948,0.07398228347301483,0.7203954458236694,0.027698101475834846
-15.14739990234375,-64.18055725097656,79.49608612060547,-0.030989468097686768,-0.5734973549842834,-0.15721234679222107,0.8219897150993347,0.03693080320954323
7.353716850280762,-77.28158569335938,69.89530944824219,-0.43385255336761475,-0.3977481722831726,-0.36066362261772156,0.8404613733291626,0.04616350308060646
28.273052215576172,-83.6665267944336,55.245849609375,-0.542315661907196,-0.16649922728538513,-0.554867148399353,0.8404613733291626,0.03693080320954323
48.39625549316406,-84.64962005615234,36.17879104614258,-0.2943999469280243,0.02774987183511257,-0.6935839056968689,0.75733882188797,0.03693080320954323
64.73785400390625,-79.83763122558594,14.99086856842041,-0.24791574478149414,0.2682487666606903,-0.7768139839172363,0.6557446122169495,0.04616350308060646
77.15117645263672,-70.24469757080078,-6.403966426849365,0.9916629791259766,0.46249786019325256,-0.8230528831481934,0.4802636504173279,0.05539620295166969
83.92874908447266,-55.42584228515625,-28.119516372680664,0.7282524704933167,0.6382470726966858,-0.8230528831481934,0.26783934235572815,0.027698101475834846
84.85057830810547,-36.68495178222656,-48.10734176635742,0.23242101073265076,0.7677464485168457,-0.7305750250816345,0.06465087831020355,0.06462890654802322
79.68621826171875,-15.191399574279785,-64.06035614013672,0.8367156386375427,0.8602460026741028,-0.6196016073226929,-0.14777342975139618,0.018465401604771614
70.34217834472656,6.705740451812744,-77.2096939086914,-0.32538941502571106,0.8602460026741028,-0.443893700838089,-0.34172606468200684,0.03693080320954323
55.425235748291016,27.61978530883789,-83.15845489501953,-0.13945260643959045,0.8509960770606995,-0.2311946302652359,-0.5172070264816284,0.027698101475834846
36.26576614379883,48.3993034362793,-84.64823150634766,0.10846313834190369,0.7677464485168457,0.0,-0.6095653772354126,0.027698101475834846
15.37785816192627,64.11846923828125,-79.59954833984375,-0.10846313834190369,0.6104971766471863,0.2311946302652359,-0.7481029629707336,0.027698101475834846
-7.028980255126953,77.25054168701172,-69.93669128417969,0.6352840662002563,0.44399794936180115,0.4346459209918976,-0.75733882188797,0.018465401604771614
-27.990215301513672,83.6665267944336,-55.38034439086914,0.5578104257583618,0.21274901926517487,0.6288493871688843,-0.7388671636581421,0.03693080320954323
-48.26007843017578,84.7738037109375,-36.30293655395508,0.3718736171722412,-0.009249957278370857,0.7213272452354431,-0.6834521293640137,0.009232700802385807
