220kVI母电压_A相_1,220kVI母电压_B相_2,220kVI母电压_C相_3,220kVI母电压_3U0_4,吾青线（284）_A相_29,吾青线（284）_B相_30,吾青线（284）_C相_31,吾青线（284）_3I0_32
20.670129776000977,-84.25163269042969,63.4871826171875,0.17243607342243195,-0.4010595977306366,1.1639975309371948,-1.0140020847320557,0.0
41.56206130981445,-85.98218536376953,43.78534698486328,-0.8621803522109985,-0.7834652662277222,1.2291814088821411,-0.6977078914642334,0.03734021633863449
59.09523391723633,-81.89179229736328,22.180252075195312,-0.7367722988128662,-1.044620394706726,1.1639975309371948,-0.38141363859176636,0.03734021633863449
72.98445892333984,-75.02202606201172,2.6561925411224365,0.6897442936897278,-1.2591406106948853,1.0336298942565918,-0.018605543300509453,0.028005162253975868
83.88459777832031,-63.495506286621094,-19.64954948425293,1.0032644271850586,-1.3710641860961914,0.8194543123245239,0.34420254826545715,0.009335054084658623
85.25768280029297,-43.578433990478516,-41.474246978759766,0.45460420846939087,-1.4176990985870361,0.5400948524475098,0.6884050965309143,-0.009335054084658623
81.5186767578125,-22.339845657348633,-59.04276657104492,0.3919001817703247,-1.3803911209106445,0.22348754107952118,0.9674882292747498,-0.018670108169317245
74.93846130371094,-2.1291027069091797,-72.33418273925781,0.43892818689346313,-1.2218327522277832,-0.09311980754137039,1.190754771232605,-0.028005162253975868
62.63355255126953,20.252696990966797,-83.7432632446289,-1.3951646089553833,-1.007312536239624,-0.44697508215904236,1.3116908073425293,-0.056010324507951736
42.94570541381836,41.51226043701172,-85.99161529541016,-2.2259929180145264,-0.6995225548744202,-0.7915183305740356,1.35820472240448,-0.03734021633863449
22.29669952392578,58.87021255493164,-81.57857513427734,-0.09405604004859924,-0.37307870388031006,-1.0150058269500732,1.3116908073425293,-0.06534537672996521
1.8272520303726196,72.80902099609375,-74.9903793334961,0.06270402669906616,-0.037307869642972946,-1.1826214790344238,1.1535437107086182,-0.056010324507951736
-20.627880096435547,83.83210754394531,-63.72770309448242,-0.21946409344673157,0.3171168863773346,-1.2943652868270874,0.9023688435554504,-0.08401548862457275
-41.59375,85.6046142578125,-43.91083526611328,0.6740682721138,0.6901955604553223,-1.3316131830215454,0.5953773856163025,-0.11202064901590347
-59.09523391723633,81.4722671508789,-22.1384220123291,0.752448320388794,0.9326967597007751,-1.2757413387298584,0.23256929218769073,-0.11202064901590347
-72.94221496582031,74.61299133300781,-2.6143627166748047,-0.7681243419647217,1.147217035293579,-1.136061668395996,-0.09302771836519241,-0.09335054457187653
