110kV I 母电压_A相_1,110kV I 母电压_B相_2,110kV I 母电压_C相_3,110kV I 母电压_3U0_4,大中II回线133_A相_9,大中II回线133_B相_10,大中II回线133_C相_11,大中II回线133_3I0_12
72.13346862792969,-2.6284847259521484,-75.65784454345703,-10.784335136413574,-0.03699982911348343,-29.63915252685547,-1.3484325408935547,-31.169597625732422
57.68791961669922,15.056870460510254,-80.89275360107422,-14.177681922912598,0.08324961364269257,-26.263710021972656,-1.4223192930221558,-27.808895111083984
39.586463928222656,29.51353645324707,-82.54805755615234,-23.536500930786133,0.138749361038208,-21.621322631835938,-1.3946117162704468,-23.026355743408203
18.23763656616211,43.049198150634766,-77.09589385986328,-27.627111434936523,0.17574918270111084,-15.896943092346191,-1.2930175065994263,-17.172822952270508
-3.4254493713378906,53.914981842041016,-67.4537353515625,-29.625930786132812,0.22199897468090057,-9.460484504699707,-1.080593228340149,-10.451416969299316
-24.648569107055664,59.534141540527344,-52.91807556152344,-31.50079345703125,0.240498885512352,-2.783583402633667,-0.8127538561820984,-3.4991936683654785
-44.28990936279297,62.65934753417969,-34.52348327636719,-28.308879852294922,0.2589988112449646,3.625131845474243,-0.5172070264816284,3.212979793548584
-60.62102508544922,59.32717514038086,-13.511438369750977,-25.984668731689453,0.21274901926517487,9.275528907775879,-0.2863110303878784,9.057279586791992
-73.42194366455078,53.283729553222656,7.821322441101074,-21.723617553710938,0.1294994056224823,13.991899490356445,0.04617919772863388,14.015239715576172
-80.85945892333984,43.018150329589844,29.216157913208008,-15.308796882629395,0.03699982911348343,17.35809326171875,0.34172606468200684,17.5975284576416
-82.74502563476562,29.48249053955078,48.655662536621094,-8.305177688598633,-0.07399965822696686,19.253889083862305,0.5818578600883484,19.628721237182617
-79.00531768798828,14.756768226623535,64.31900024414062,-0.17044207453727722,-0.18499915301799774,19.466588973999023,0.8035180568695068,19.951866149902344
-71.1487808227539,-1.0141397714614868,76.34066009521484,7.0191144943237305,-0.29599863290786743,18.125659942626953,0.9512914419174194,18.631589889526367
-57.206050872802734,-16.102054595947266,81.47210693359375,13.991744995117188,-0.3884982168674469,15.314332962036133,1.0344140529632568,15.824849128723145
-39.575984954833984,-31.158926010131836,82.28942108154297,19.941722869873047,-0.47174781560897827,11.263802528381348,1.0159423351287842,11.642436027526855
-18.78235626220703,-44.17716979980469,76.98209381103516,24.21826934814453,-0.5364975333213806,6.177520751953125,0.9420556426048279,6.444425106048584
3.016909599304199,-54.52553176879883,67.28820037841797,27.239742279052734,-0.5642473697662354,0.4161503314971924,0.7758104801177979,0.4893331527709961
24.24003028869629,-61.386497497558594,52.8249626159668,27.11578369140625,-0.5642473697662354,-5.446945667266846,0.5726220607757568,-5.5950164794921875
43.90231704711914,-63.259552001953125,34.7924690246582,26.883363723754883,-0.554997444152832,-11.226811408996582,0.2863110303878784,-11.605504989624023
61.00861358642578,-61.24162292480469,14.101140975952148,24.187280654907227,-0.46249786019325256,-16.461057662963867,-0.009235839359462261,-17.10819435119629
73.76763153076172,-55.42584228515625,-6.7764105796813965,20.36008071899414,-0.3977481722831726,-20.872251510620117,-0.3047826886177063,-21.69684600830078
81.39370727539062,-45.1085205078125,-28.212627410888672,14.270649909973145,-0.277498722076416,-23.98875617980957,-0.5910937190055847,-25.020618438720703
82.96501159667969,-31.469377517700195,-47.683170318603516,6.724714756011963,-0.14799931645393372,-25.616365432739258,-0.8035180568695068,-26.756366729736328
79.319580078125,-16.184843063354492,-63.64653015136719,-0.8522103428840637,-0.018499914556741714,-25.597869873046875,-1.0344140529632568,-26.793296813964844
71.37924194335938,-0.2173156589269638,-76.16478729248047,-8.77001953125,0.120249442756176,-23.924020767211914,-1.1821874380111694,-25.131412506103516
57.28985595703125,15.5328950881958,-81.52384185791016,-15.200333595275879,0.22199897468090057,-20.770526885986328,-1.2468383312225342,-21.983060836791992
40.099754333496094,30.38279914855957,-82.58943939208984,-21.18130111694336,0.31449854373931885,-16.387075424194336,-1.2468383312225342,-17.495967864990234
19.19089698791504,43.3286018371582,-77.27176666259766,-25.814226150512695,0.3699983060359955,-11.004864692687988,-1.172951579093933,-11.974812507629395
-2.3569605350494385,53.2112922668457,-67.18474578857422,-28.510311126708984,0.3977481722831726,-4.919821739196777,-0.9512914419174194,-5.687343597412109
-23.339147567749023,59.32717514038086,-52.40079116821289,-28.727237701416016,0.3977481722831726,1.3501766920089722,-0.7481029629707336,0.8124776482582092
-43.43092727661133,62.1315803527832,-34.4096794128418,-27.48765754699707,0.3699983060359955,7.296502590179443,-0.4617919623851776,7.035317897796631
-60.38009262084961,59.803199768066406,-13.676968574523926,-25.05498504638672,0.31449854373931885,12.697209358215332,-0.1754809468984604,12.658032417297363
-73.48479461669922,54.28752136230469,7.2523112297058105,-21.134817123413086,0.19424910843372345,17.27486228942871,0.13853758573532104,17.46826934814453
-81.236572265625,44.68423843383789,28.12986183166504,-14.983407974243164,0.08324961364269257,20.567073822021484,0.45255613327026367,20.95823097229004
-82.9754867553711,31.189971923828125,47.30038070678711,-8.088251113891602,0.0,22.379640579223633,0.7019237875938416,22.943262100219727
-79.24625396728516,16.06066131591797,63.274085998535156,-0.12395787239074707,-0.1294994056224823,22.536853790283203,0.9051122665405273,23.2017765045166
-71.11735534667969,-0.1241803765296936,75.77165222167969,7.685388088226318,-0.23124893009662628,21.10344696044922,1.0344140529632568,21.761476516723633
-56.97559356689453,-15.905436515808105,81.38934326171875,14.596039772033691,-0.31449854373931885,18.134906768798828,1.1360082626342773,18.797779083251953
-39.97405242919922,-31.034746170043945,82.84808349609375,20.468544006347656,-0.4069981276988983,13.89017391204834,1.0898290872573853,14.476875305175781
-19.180421829223633,-44.12542724609375,77.70629119873047,24.962017059326172,-0.47174781560897827,8.66517448425293,1.0344140529632568,9.094210624694824
2.4093375205993652,-53.96672058105469,67.7951431274414,28.02997398376465,-0.4902477264404297,2.718848943710327,0.8866406083106995,2.9267661571502686
23.087738037109375,-60.3930549621582,53.03187942504883,27.286226272583008,-0.5087476372718811,-3.3199548721313477,0.664980411529541,-3.268376111984253
43.27379608154297,-62.60760498046875,34.72005081176758,26.712921142578125,-0.47174781560897827,-9.109068870544434,0.4063769280910492,-9.352725982666016
60.48484420776367,-60.3930549621582,13.945956230163574,24.574647903442383,-0.3884982168674469,-14.408049583435059,0.08312255144119263,-14.827717781066895
73.47431945800781,-54.84633255004883,-7.00401496887207,20.484037399291992,-0.277498722076416,-18.837738037109375,-0.2308959811925888,-19.49946403503418
81.68701934814453,-46.22614669799805,-27.736726760864258,13.883281707763672,-0.20349906384944916,-21.852516174316406,-0.5726220607757568,-22.786306381225586
82.74502563476562,-31.9350528717041,-47.42452621459961,5.996461868286133,-0.03699982911348343,-23.62809181213379,-0.75733882188797,-24.595914840698242
79.55004119873047,-16.422855377197266,-62.61196517944336,1.038147211074829,0.07399965822696686,-23.794551849365234,-0.9697631597518921,-24.85443115234375
71.29544067382812,-0.6933404207229614,-75.36817169189453,-8.289682388305664,0.17574918270111084,-22.3056583404541,-1.1083006858825684,-23.39566421508789
57.23747634887695,15.40871524810791,-80.7789535522461,-14.239660263061523,0.2589988112449646,-19.34636688232422,-1.200659155845642,-20.441200256347656
40.120704650878906,30.475934982299805,-82.54805755615234,-20.917890548706055,0.3514983654022217,-15.083137512207031,-1.172951579093933,-16.074132919311523
19.36897850036621,43.76323318481445,-77.85112762451172,-25.70576286315918,0.416248083114624,-9.793404579162598,-1.080593228340149,-10.654536247253418
-1.8331915140151978,53.55278778076172,-67.84687042236328,-28.184921264648438,0.46249786019325256,-3.7730965614318848,-0.9051122665405273,-4.394765377044678
-22.637296676635742,59.917030334472656,-53.259483337402344,-27.85953140258789,0.44399794936180115,2.422919750213623,-0.7019237875938416,1.9757980108261108
-42.69765090942383,62.266109466552734,-34.87523651123047,-26.82138442993164,0.416248083114624,8.2675199508667,-0.4340844452381134,8.115544319152832
-60.04487991333008,59.8445930480957,-14.080450057983398,-25.163448333740234,0.3884982168674469,13.621988296508789,-0.13853758573532104,13.664397239685059
-73.24385833740234,54.3082160949707,7.045397758483887,-20.979869842529297,0.277498722076416,18.116411209106445,0.2031884640455246,18.419239044189453
-81.236572265625,44.767024993896484,28.160900115966797,-14.766481399536133,0.14799931645393372,21.390127182006836,0.5079711675643921,21.863035202026367
-83.2583236694336,31.624603271484375,47.238304138183594,-7.9333038330078125,0.018499914556741714,23.221189498901367,0.7758104801177979,23.88499641418457
-79.56051635742188,16.402158737182617,63.036136627197266,-0.4958314895629883,-0.07399965822696686,23.396896362304688,0.9789989590644836,24.152746200561523
-71.35829162597656,0.4863731265068054,75.23367309570312,7.35999870300293,-0.17574918270111084,21.981985092163086,1.1360082626342773,22.7955379486084
-57.11177444458008,-15.336276054382324,80.88240814208984,14.518566131591797,-0.2589988112449646,19.078182220458984,1.200659155845642,19.85030746459961
