第二组母线_5,第二组母线_6,第二组母线_7,第二组母线_8,220KV朝潞II回线_33,220KV朝潞II回线_34,220KV朝潞II回线_35,220KV朝潞II回线_36
82.01134490966797,-26.87639617919922,-54.52134323120117,0.8032569885253906,0.8027899861335754,-0.40956801176071167,-0.4831709861755371,-0.03484699875116348
80.88420867919922,-22.055349349975586,-58.411468505859375,0.41738200187683105,0.8027899861335754,-0.33985599875450134,-0.5179949998855591,9.000000318337698e-06
79.49820709228516,-17.17464828491211,-61.93316650390625,0.28350698947906494,0.8027899861335754,-0.32242798805236816,-0.587643027305603,-0.03484699875116348
77.8910903930664,-12.304795265197754,-65.2706527709961,0.1575070023536682,0.8027899861335754,-0.21785999834537506,-0.6050549745559692,-0.0174189992249012
75.95500183105469,-7.277674198150635,-68.42393493652344,-0.00786800030618906,0.7853379845619202,-0.20043200254440308,-0.6572909951210022,-0.03484699875116348
73.5982666015625,-2.1963229179382324,-71.23587036132812,-0.18899300694465637,0.7678859829902649,-0.14814800024032593,-0.6921150088310242,-0.03484699875116348
71.04737854003906,3.1127939224243164,-73.91778564453125,-0.149617999792099,0.7504339814186096,-0.0784360021352768,-0.7269390225410461,-0.03484699875116348
67.96257781982422,8.486987113952637,-76.23668670654297,-0.19686800241470337,0.7329819798469543,-0.026151999831199646,-0.7791749835014343,-0.03484699875116348
64.6189193725586,13.812373161315918,-78.29552459716797,-0.23624299466609955,0.6980779767036438,0.008704000152647495,-0.7791749835014343,-0.03484699875116348
61.037967681884766,19.23537254333496,-80.13223266601562,-0.41736799478530884,0.6631739735603333,0.07841599732637405,-0.8314110040664673,-0.052274998277425766
57.02018356323242,24.39264678955078,-81.4379653930664,-0.4961180090904236,0.645721971988678,0.1307000070810318,-0.8488230109214783,-0.052274998277425766
53.03475570678711,29.39265251159668,-82.483642578125,-0.566992998123169,0.5933660268783569,0.21784000098705292,-0.8662350177764893,-0.03484699875116348
48.693389892578125,34.37638854980469,-83.18798065185547,-0.7244930267333984,0.5759140253067017,0.21784000098705292,-0.8836470246315002,-0.06970299780368805
44.09855270385742,39.04559326171875,-83.43179321289062,-0.9449930191040039,0.5061060190200806,0.28755199909210205,-0.9184709787368774,-0.06970299780368805
39.41203689575195,43.709373474121094,-83.42637634277344,-1.141867995262146,0.4886539876461029,0.3398360013961792,-0.9184709787368774,-0.052274998277425766
34.41811752319336,48.096580505371094,-83.22590637207031,-1.622243046760559,0.45375001430511475,0.39212000370025635,-0.9184709787368774,-0.03484699875116348
5.608713150024414,14.766820907592773,-106.0844497680664,-151.0346221923828,0.47120198607444763,2.866895914077759,-0.8488230109214783,2.579353094100952
7.3236870765686035,13.020614624023438,-109.14562225341797,-155.49974060058594,0.38394200801849365,3.3897359371185303,-0.8139989972114563,3.0499091148376465
18.023399353027344,29.192001342773438,-89.97132110595703,-63.96074295043945,0.4362980127334595,4.522555828094482,-0.7269390225410461,4.287296772003174
18.799991607666016,13.97506332397461,-76.2908706665039,-65.3546142578125,0.5933660268783569,4.383131980895996,-0.4657590091228485,4.566144943237305
5.775896072387695,-5.206088066101074,-79.12989807128906,-142.94699096679688,0.6282699704170227,5.515952110290527,-0.5005829930305481,5.64668083190918
1.1540950536727905,12.451199531555176,-84.51538848876953,-123.77924346923828,0.2966820001602173,7.572455883026123,-0.6398789882659912,7.215200901031494
0.7442269921302795,15.146430969238281,-75.15309143066406,-104.15473937988281,0.31413400173187256,8.827272415161133,-0.5179949998855591,8.644296646118164
-9.405399322509766,16.263568878173828,-72.74749755859375,-116.77836608886719,0.45375001430511475,10.3086519241333,-0.5354070067405701,10.247673034667969
-21.782333374023438,16.502180099487305,-81.61134338378906,-154.09799194335938,0.5933660268783569,11.633179664611816,-0.22199100255966187,12.025328636169434
-16.84234619140625,21.876373291015625,-68.69483184814453,-113.40786743164062,0.5061060190200806,12.278016090393066,0.03918899968266487,12.861872673034668
-33.183135986328125,22.288522720336914,-69.56713104248047,-143.99436950683594,0.31413400173187256,13.1145601272583,-0.1697549968957901,13.227861404418945
-39.9998893737793,30.444713592529297,-65.86122131347656,-135.91461181640625,0.4886539876461029,14.282236099243164,-0.22199100255966187,14.604673385620117
-43.88284683227539,20.759235382080078,-63.195560455322266,-154.9169921875,0.2966820001602173,15.240776062011719,0.004364999942481518,15.58064079284668
-42.19483947753906,33.62259292602539,-55.78373718261719,-112.84873962402344,0.31413400173187256,16.791868209838867,0.23072099685668945,17.340869903564453
-44.540794372558594,39.49570083618164,-49.72099685668945,-94.75199127197266,0.5759140253067017,18.186107635498047,0.2829569876194,19.101097106933594
-45.12323760986328,21.827566146850586,-47.29914855957031,-123.2909927368164,0.4362980127334595,18.90065574645996,0.12624900043010712,19.51936912536621
-51.26047134399414,22.47832679748535,-42.30375289916992,-124.74787139892578,0.31413400173187256,19.876623153686523,0.300368994474411,20.54762077331543
-61.108089447021484,21.1334228515625,-37.51966094970703,-136.05636596679688,0.45375001430511475,20.85259246826172,0.6834329962730408,22.029001235961914
-65.67057037353516,17.369861602783203,-32.07456970214844,-140.23011779785156,0.5759140253067017,21.323148727416992,0.8053169846534729,22.70869255065918
-65.88089752197266,22.70067024230957,-22.132539749145508,-115.87274169921875,0.4886539876461029,22.316543579101562,0.7530810236930847,23.545236587524414
-69.73689270019531,26.198505401611328,-20.68051528930664,-114.14811706542969,0.33158600330352783,23.641071319580078,0.7530810236930847,24.817480087280273
-76.59678649902344,23.839500427246094,-15.71762752532959,-121.48761749267578,0.38394200801849365,24.686752319335938,0.8923770189285278,25.967729568481445
