220kVⅠ段母线电压_A相_1,220kVⅠ段母线电压_B相_2,220kVⅠ段母线电压_C相_3,220kVⅠ段母线电压_3U0_4,耿沾Ⅰ回273_A相_29,耿沾Ⅰ回273_B相_30,耿沾Ⅰ回273_C相_31,耿沾Ⅰ回273_3I0_32
24.184656143188477,-61.63867950439453,58.984039306640625,36.776851654052734,-0.03739451989531517,6.3737263679504395,-0.5611386299133301,-5.503048419952393
43.46772003173828,-63.43206787109375,41.757877349853516,37.335960388183594,0.12153218686580658,0.04679681733250618,-0.24316006898880005,0.34569233655929565
59.26752853393555,-61.99113845825195,21.52232551574707,33.2979621887207,0.28045889735221863,-5.643696308135986,0.028056932613253593,5.475019454956055
72.13681030273438,-57.0048942565918,0.49810588359832764,29.10465431213379,0.4300369918346405,-10.445049285888672,0.3647401034832001,9.828874588012695
81.30382537841797,-46.068328857421875,-21.69873809814453,23.824193954467773,0.5235232710838318,-14.09520149230957,0.5891955494880676,13.173681259155273
82.93074035644531,-33.400577545166016,-41.1352424621582,14.4746732711792,0.6263582110404968,-16.444400787353516,0.78559410572052,15.173090934753418
79.61434173583984,-17.716196060180664,-58.984039306640625,5.730852127075195,0.6450554728507996,-17.2586669921875,0.9165264368057251,15.817760467529297
71.6570816040039,-0.6738166809082031,-72.37063598632812,-2.5625762939453125,0.6170095801353455,-16.50055694580078,1.0194019079208374,14.95820140838623
57.390323638916016,16.4100284576416,-81.2223892211914,-12.113996505737305,0.5422205328941345,-14.207513809204102,0.9445833563804626,12.809303283691406
39.463016510009766,31.576087951660156,-83.87895202636719,-19.988094329833984,0.39264246821403503,-10.604158401489258,0.8884695172309875,9.361722946166992
19.7419376373291,45.63294219970703,-80.41297149658203,-25.936378479003906,0.2617616355419159,-5.961914539337158,0.71077561378479,5.0452399253845215
-1.6686265468597412,55.74019241333008,-71.76875305175781,-30.61113739013672,0.056091781705617905,-0.5615618228912354,0.4863201379776001,0.09343036264181137
-23.62149429321289,62.934478759765625,-58.62083435058594,-32.21080780029297,-0.13088081777095795,4.969821929931641,0.27121701836586,-5.0452399253845215
-42.216251373291016,64.79006958007812,-40.97958755493164,-31.83806800842285,-0.30850479006767273,10.538642883300781,-0.018704621121287346,-10.137194633483887
-59.486534118652344,62.91374588012695,-21.11761474609375,-30.47136116027832,-0.4674314856529236,15.714371681213379,-0.26186469197273254,-14.874114036560059
-72.39752960205078,56.93232727050781,-0.49810588359832764,-26.837162017822266,-0.5515691637992859,20.113271713256836,-0.54243403673172,-18.872934341430664
-80.8762435913086,46.61774826049805,21.885526657104492,-20.857816696166992,-0.6263582110404968,23.33289337158203,-0.7294802069664001,-21.815990447998047
-82.61786651611328,34.333553314208984,41.61259460449219,-12.082935333251953,-0.6917986273765564,25.242202758789062,-0.93523108959198,-23.469707489013672
-79.73948669433594,18.32781410217285,58.714229583740234,-3.276991367340088,-0.7478904128074646,25.654014587402344,-1.0474587678909302,-23.759342193603516
-71.35464477539062,1.2647020816802979,72.1319580078125,5.311521530151367,-0.6637527346611023,24.558969497680664,-1.1129249334335327,-22.54474639892578
-57.17131423950195,-15.383753776550293,81.02522277832031,15.126965522766113,-0.5609177947044373,21.882192611694336,-1.08486807346344,-20.040813446044922
-40.13046646118164,-31.472423553466797,83.56764221191406,22.084747314453125,-0.38329383730888367,17.885744094848633,-0.9819926023483276,-16.284912109375
-19.68979263305664,-45.40488052368164,80.3818359375,28.172807693481445,-0.24306437373161316,12.887843132019043,-0.78559410572052,-11.660109519958496
2.096212148666382,-54.7553825378418,71.9140396118164,33.40667724609375,-0.028045890852808952,7.113116264343262,-0.5985478758811951,-6.315892696380615
23.058332443237305,-62.16736602783203,58.49631118774414,35.25483703613281,0.18697260320186615,1.076326847076416,-0.3460354804992676,-0.6820416450500488
41.934669494628906,-64.8211669921875,40.91732406616211,33.32902145385742,0.3458993136882782,-4.8387908935546875,-0.04676155373454094,4.72757625579834
59.56996536254883,-62.35396194458008,20.878938674926758,32.52142333984375,0.5609177947044373,-10.22042465209961,0.233807772397995,9.623327255249023
71.67794036865234,-56.49694061279297,0.12452647089958191,28.1262149810791,0.6544041037559509,-14.853309631347656,0.505024790763855,13.837037086486816
79.80206298828125,-46.67994689941406,-21.86477279663086,21.43245506286621,0.7665876746177673,-18.334993362426758,0.7014232873916626,16.966955184936523
82.01299285888672,-34.36465072631836,-41.62297439575195,13.636012077331543,0.8226794600486755,-20.44084930419922,0.9258787631988525,18.807533264160156
79.06160736083984,-17.944257736206055,-58.8180046081543,5.125152587890625,0.8320280909538269,-21.05856704711914,1.0194019079208374,19.246654510498047
71.25035095214844,-0.7463815808296204,-72.24610900878906,-3.696322202682495,0.7852849364280701,-20.094552993774414,1.1316295862197876,18.246950149536133
57.22346115112305,16.46186065673828,-80.90069580078125,-12.968189239501953,0.682449996471405,-17.623682022094727,1.08486807346344,15.873819351196289
39.025001525878906,31.793781280517578,-83.32896423339844,-21.121841430664062,0.5422205328941345,-13.78634262084961,1.0006972551345825,12.304779052734375
18.51132583618164,45.29084777832031,-80.31957244873047,-27.023530960083008,0.38329383730888367,-9.013067245483398,0.8042986989021301,7.810778617858887
-2.628086805343628,55.42919921875,-71.63385009765625,-31.014938354492188,0.18697260320186615,-3.406808376312256,0.6079002022743225,2.6534223556518555
-23.538063049316406,70.19097137451172,-57.7076416015625,-20.003625869750977,0.4674314856529236,-0.12167172878980637,0.823003351688385,-1.205251693725586
-41.15250015258789,73.12466430664062,-39.84846878051758,-15.779257774353027,1.36489999294281,-0.11231236159801483,1.4683127403259277,-2.7281665802001953
-59.914119720458984,69.73484802246094,-20.39120864868164,-19.58429527282715,2.2530198097229004,-0.12167172878980637,2.0575082302093506,-4.223052501678467
-72.6478271484375,64.01258850097656,0.1349036693572998,-15.484172821044922,3.0943965911865234,-0.11231236159801483,2.6747608184814453,-5.680566310882568
-80.0106430053711,53.59434509277344,21.729869842529297,-9.20974349975586,3.6272685527801514,-0.1310310959815979,3.0862624645233154,-6.642899036407471
-83.17060089111328,36.83185958862305,41.1352424621582,-11.197681427001953,3.9918649196624756,-0.1310310959815979,3.273308753967285,-7.203481197357178
-79.06160736083984,20.069372177124023,58.96328353881836,-1.5996688604354858,4.047956943511963,-0.11231236159801483,3.310718059539795,-7.3155975341796875
-70.35346221923828,1.4201983213424683,72.9621353149414,5.342583179473877,3.870332717895508,-0.1310310959815979,3.011444091796875,-6.8110737800598145
-56.93144989013672,-19.996807098388672,81.03559875488281,7.610074996948242,3.4496445655822754,-0.12167172878980637,2.553180694580078,-5.932827949523926
-39.1710090637207,-36.5001335144043,83.42235565185547,13.822381019592285,2.72979998588562,-0.11231236159801483,1.9078713655471802,-4.550058841705322
-17.770872116088867,-51.36556625366211,80.03939056396484,16.91300392150879,1.822982907295227,-0.1310310959815979,1.1129249334335327,-2.812253952026367
3.6605494022369385,-62.72715377807617,72.01780700683594,20.019155502319336,0.7946335673332214,-0.12167172878980637,0.26186469197273254,-0.9623327851295471
24.560096740722656,-70.02510833740234,58.527442932128906,21.774131774902344,-0.28980752825737,-0.09359363466501236,-0.61725252866745,0.999704897403717
41.05863952636719,-82.67212677001953,38.623958587646484,-4.022468090057373,-0.4674314856529236,-0.11231236159801483,-0.579843282699585,1.1398504972457886
57.95348358154297,-79.45854187011719,18.585575103759766,-3.727383613586426,-0.6544041037559509,-0.12167172878980637,-0.5330817103385925,1.2426238059997559
73.42999267578125,-68.20061492919922,-0.34244778752326965,8.47979736328125,-0.7852849364280701,-0.11231236159801483,-0.3647401034832001,1.2613099813461304
82.46143341064453,-57.5439453125,-21.626096725463867,3.6652605533599854,-0.8787712454795837,-0.11231236159801483,-0.308626264333725,1.3173681497573853
84.20306396484375,-41.32051467895508,-41.3012809753418,1.739445686340332,-0.9629088640213013,-0.09359363466501236,-0.18704621493816376,1.2519668340682983
79.40576171875,-20.15230369567871,-59.01517105102539,1.2269304990768433,-1.0283492803573608,-0.08423427492380142,-0.13093234598636627,1.2519668340682983
70.19702911376953,0.32135874032974243,-73.20081329345703,-2.6557607650756836,-1.009652018547058,-0.12167172878980637,-0.08417079597711563,1.1585365533828735
57.25474548339844,23.73908042907715,-80.42334747314453,1.4443612098693848,-0.9442116022109985,-0.1029530018568039,-0.018704621121287346,1.0931352376937866
40.71448516845703,44.20237731933594,-82.83085632324219,1.7083841562271118,-0.860073983669281,-0.1310310959815979,-0.09352310746908188,1.0744491815567017
19.25177764892578,60.1770133972168,-79.64505767822266,-0.6678228974342346,-0.7759363055229187,-0.11231236159801483,-0.10287541896104813,0.999704897403717
-2.4507951736450195,72.79293823242188,-70.9385757446289,0.8852536082267761,-0.6170095801353455,-0.1029530018568039,-0.16834159195423126,0.9062745571136475
-23.871788024902344,80.47444915771484,-57.65575408935547,-0.04659229516983032,-0.5141746401786804,-0.11231236159801483,-0.22445546090602875,0.8502163290977478
-42.67512130737305,83.3666763305664,-40.84468078613281,-0.2329614758491516,-0.3739452064037323,-0.08423427492380142,-0.3366831839084625,0.8408733010292053
-59.58039474487305,81.31412506103516,-19.706314086914062,1.5530765056610107,-0.18697260320186615,-0.12167172878980637,-0.47696784138679504,0.7941581010818481
