220kV Ⅱ母电压_A相_5,220kV Ⅱ母电压_B相_6,220kV Ⅱ母电压_C相_7,220kV Ⅱ母电压_3U0_8,唐木Ⅰ回线262_A相_37,唐木Ⅰ回线262_B相_38,唐木Ⅰ回线262_C相_39,唐木Ⅰ回线262_3I0_40
11.230731964111328,-78.3057861328125,67.14986419677734,0.9189108610153198,0.2787414491176605,-0.4372408986091614,-0.1393182873725891,-0.22311124205589294
31.811748504638672,-86.23193359375,51.59860610961914,-4.314208507537842,0.31590697169303894,-0.38142290711402893,-0.13003039360046387,-0.21381494402885437
52.03953170776367,-85.86834716796875,32.33872985839844,-1.6353498697280884,0.2601586878299713,-0.30699893832206726,-0.18575771152973175,-0.19522233307361603
67.90384674072266,-78.0149154663086,11.115464210510254,2.710008382797241,0.2694500684738159,-0.2697869539260864,-0.2136213630437851,-0.19522233307361603
78.2411117553711,-67.60600280761719,-11.489441871643066,-0.34264472126960754,0.1951190084218979,-0.19536295533180237,-0.2507728934288025,-0.19522233307361603
85.00448608398438,-53.228816986083984,-33.284061431884766,-1.666499376296997,0.2044103890657425,-0.1302419751882553,-0.24148501455783844,-0.2045186460018158
84.90058898925781,-31.7980899810791,-52.58549499511719,1.8689712285995483,0.10220519453287125,-0.08372697979211807,-0.2321971356868744,-0.19522233307361603
77.38919830322266,-9.619415283203125,-67.51345825195312,1.5107518434524536,0.055748291313648224,-0.09302998334169388,-0.2136213630437851,-0.2045186460018158
66.54286193847656,10.190763473510742,-78.66008758544922,-2.523111343383789,0.018582763150334358,-0.04651499167084694,-0.16718193888664246,-0.19522233307361603
52.3512077331543,31.559162139892578,-85.47480010986328,-1.4017285108566284,-0.027874145656824112,-0.03721199184656143,-0.1393182873725891,-0.19522233307361603
32.1234245300293,52.886009216308594,-85.45402526855469,0.49839234352111816,-0.10220519453287125,-0.04651499167084694,-0.06501519680023193,-0.19522233307361603
9.05938720703125,67.39823913574219,-78.71202850341797,-2.4608120918273926,-0.10220519453287125,-0.09302998334169388,-0.009287885390222073,-0.19522233307361603
-11.999532699584961,77.75521087646484,-67.61734008789062,-1.7287983894348145,-0.12078796327114105,-0.1116359755396843,0.055727314203977585,-0.2045186460018158
-32.63249588012695,85.70213317871094,-51.910255432128906,3.5510454177856445,-0.16724486649036407,-0.15815097093582153,0.09287885576486588,-0.19522233307361603
-53.06806564331055,85.26583862304688,-32.36989212036133,1.0902332067489624,-0.14866210520267487,-0.21396894752979279,0.1393182873725891,-0.21381494402885437
-68.8492660522461,77.30852508544922,-11.136240005493164,-3.223975419998169,-0.10220519453287125,-0.27908992767333984,0.16718193888664246,-0.19522233307361603
-79.20730590820312,66.97232818603516,11.30245304107666,-0.2959204614162445,-0.055748291313648224,-0.30699893832206726,0.2136213630437851,-0.2417038530111313
-85.8771743774414,52.657470703125,33.08668518066406,1.121382713317871,-0.04645690694451332,-0.41863492131233215,0.1578940451145172,-0.18592603504657745
