220kVⅠ段母线电压_A相_1,220kVⅠ段母线电压_B相_2,220kVⅠ段母线电压_C相_3,220kVⅠ段母线电压_3U0_4,耿沾Ⅱ回274_A相_33,耿沾Ⅱ回274_B相_34,耿沾Ⅱ回274_C相_35,耿沾Ⅱ回274_3I0_36
5.496038436889648,68.27318572998047,-74.48758697509766,-0.031061530113220215,-0.24519045650959015,0.09355101734399796,0.25257357954978943,0.0749875083565712
-15.831093788146973,78.46336364746094,-63.19718551635742,0.09318459033966064,-0.21689924597740173,0.03742040693759918,0.24321898818016052,0.0749875083565712
-35.7607536315918,82.72396087646484,-46.2615852355957,0.6367613673210144,-0.1791776418685913,-0.009355101734399796,0.27128273248672485,0.06561406701803207
-54.18864440917969,81.00313568115234,-27.094884872436523,0.06212306022644043,-0.10373441874980927,-0.05613061040639877,0.27128273248672485,0.08436094969511032
-68.16339111328125,73.78811645507812,-6.1121745109558105,-0.015530765056610107,-0.056582413613796234,-0.12161631882190704,0.25257357954978943,0.06561406701803207
-77.79971313476562,62.5716552734375,15.347887992858887,-0.48145371675491333,0.0,-0.13097141683101654,0.20580068230628967,0.06561406701803207
-82.242431640625,46.296390533447266,35.70796585083008,-0.34167683124542236,0.06601281464099884,-0.15903672575950623,0.20580068230628967,0.0749875083565712
-81.136962890625,26.43434715270996,53.888832092285156,-0.49698448181152344,0.10373441874980927,-0.14968162775039673,0.14031864702701569,0.05624062940478325
-73.36742401123047,5.390533447265625,67.56598663330078,-0.12424612045288086,0.18860803544521332,-0.14968162775039673,0.06548203527927399,0.06561406701803207
-62.47963333129883,-15.974638938903809,78.34790802001953,0.06212306022644043,0.18860803544521332,-0.12161631882190704,0.028063729405403137,0.05624062940478325
-45.84551239013672,-36.676361083984375,82.13558197021484,0.4503921866416931,0.21689924597740173,-0.09355101734399796,-0.028063729405403137,0.05624062940478325
-26.718881607055664,-54.87977981567383,80.95258331298828,-0.24849224090576172,0.21689924597740173,-0.028065305203199387,-0.0748366117477417,0.06561406701803207
-5.589898586273193,-68.83296966552734,74.03099060058594,-0.2174307107925415,0.24519045650959015,0.009355101734399796,-0.13096407055854797,0.05624062940478325
