220kVI母电压_A相_1,220kVI母电压_B相_2,220kVI母电压_C相_3,220kVI母电压_3U0_4,吾青线（284）_A相_29,吾青线（284）_B相_30,吾青线（284）_C相_31,吾青线（284）_3I0_32
-1.8800628185272217,-73.08171081542969,74.7707748413086,-0.1567600667476654,-0.06528877466917038,1.0429418087005615,-1.2558741569519043,0.0
20.670129776000977,-84.25163269042969,63.4871826171875,0.17243607342243195,-0.4010595977306366,1.1639975309371948,-1.0140020847320557,0.0
41.56206130981445,-85.98218536376953,43.78534698486328,-0.8621803522109985,-0.7834652662277222,1.2291814088821411,-0.6977078914642334,0.03734021633863449
59.09523391723633,-81.89179229736328,22.180252075195312,-0.7367722988128662,-1.044620394706726,1.1639975309371948,-0.38141363859176636,0.03734021633863449
72.98445892333984,-75.02202606201172,2.6561925411224365,0.6897442936897278,-1.2591406106948853,1.0336298942565918,-0.018605543300509453,0.028005162253975868
83.88459777832031,-63.495506286621094,-19.64954948425293,1.0032644271850586,-1.3710641860961914,0.8194543123245239,0.34420254826545715,0.009335054084658623
85.25768280029297,-43.578433990478516,-41.474246978759766,0.45460420846939087,-1.4176990985870361,0.5400948524475098,0.6884050965309143,-0.009335054084658623
81.5186767578125,-22.339845657348633,-59.04276657104492,0.3919001817703247,-1.3803911209106445,0.22348754107952118,0.9674882292747498,-0.018670108169317245
74.93846130371094,-2.1291027069091797,-72.33418273925781,0.43892818689346313,-1.2218327522277832,-0.09311980754137039,1.190754771232605,-0.028005162253975868
62.63355255126953,20.252696990966797,-83.7432632446289,-1.3951646089553833,-1.007312536239624,-0.44697508215904236,1.3116908073425293,-0.056010324507951736
42.94570541381836,41.51226043701172,-85.99161529541016,-2.2259929180145264,-0.6995225548744202,-0.7915183305740356,1.35820472240448,-0.03734021633863449
22.29669952392578,58.87021255493164,-81.57857513427734,-0.09405604004859924,-0.37307870388031006,-1.0150058269500732,1.3116908073425293,-0.06534537672996521
1.8272520303726196,72.80902099609375,-74.9903793334961,0.06270402669906616,-0.037307869642972946,-1.1826214790344238,1.1535437107086182,-0.056010324507951736
-20.627880096435547,83.83210754394531,-63.72770309448242,-0.21946409344673157,0.3171168863773346,-1.2943652868270874,0.9023688435554504,-0.08401548862457275
-41.59375,85.6046142578125,-43.91083526611328,0.6740682721138,0.6901955604553223,-1.3316131830215454,0.5953773856163025,-0.11202064901590347
-59.09523391723633,81.4722671508789,-22.1384220123291,0.752448320388794,0.9326967597007751,-1.2757413387298584,0.23256929218769073,-0.11202064901590347
-72.94221496582031,74.61299133300781,-2.6143627166748047,-0.7681243419647217,1.147217035293579,-1.136061668395996,-0.09302771836519241,-0.09335054457187653
-83.84235382080078,63.1179313659668,19.55543327331543,-1.269756555557251,1.2684675455093384,-0.9311980605125427,-0.45583581924438477,-0.07468043267726898
-85.18374633789062,43.295249938964844,41.411502838134766,-0.5016322135925293,1.315102458000183,-0.6518386602401733,-0.827946662902832,-0.07468043267726898
-81.33911895751953,22.035688400268555,58.87544631958008,-0.43892818689346313,1.2871215343475342,-0.3538552522659302,-1.079121470451355,-0.056010324507951736
-74.89620971679688,1.9088506698608398,72.06229400634766,-0.7054203152656555,1.1192361116409302,0.0,-1.2837824821472168,-0.028005162253975868
-62.54905700683594,-20.420507431030273,83.37725067138672,1.3167846202850342,0.9047158360481262,0.32591933012008667,-1.441929578781128,-0.04667527228593826
-42.73446273803711,-41.69055938720703,85.47920227050781,2.2259929180145264,0.6155798435211182,0.6518386602401733,-1.4791407585144043,-0.056010324507951736
-22.191078186035156,-59.18486022949219,81.20210266113281,-0.12540805339813232,0.27048206329345703,0.8939501643180847,-1.4140212535858154,-0.028005162253975868
-1.721630573272705,-73.20757293701172,74.67665100097656,-0.12540805339813232,-0.05596180260181427,1.0708777904510498,-1.2558741569519043,0.0
20.796875,-84.1991958618164,63.34077835083008,0.17243607342243195,-0.4197135269641876,1.173309564590454,-1.0046993494033813,0.009335054084658623
41.70993423461914,-85.89828491210938,43.576194763183594,-0.8151523470878601,-0.7741382718086243,1.2198694944381714,-0.7256162166595459,0.03734021633863449
59.17972946166992,-81.88130187988281,22.0129337310791,-0.8778563737869263,-1.0539473295211792,1.1267496347427368,-0.36280810832977295,0.04667527228593826
73.1112060546875,-74.95909881591797,2.499330759048462,0.752448320388794,-1.2404866218566895,1.0243178606033325,-0.027908315882086754,0.028005162253975868
83.8951644897461,-63.348670959472656,-19.848241806030273,1.0502924919128418,-1.3617372512817383,0.7915183305740356,0.34420254826545715,0.028005162253975868
85.20487213134766,-43.45257568359375,-41.62065124511719,0.28216812014579773,-1.4176990985870361,0.5121589303016663,0.7070106267929077,-0.009335054084658623
81.4341812133789,-22.224475860595703,-59.115966796875,0.3605481684207916,-1.3430832624435425,0.23279951512813568,0.9767910242080688,-0.018670108169317245
74.89620971679688,-1.9612916707992554,-72.44921875,0.517308235168457,-1.2311596870422363,-0.09311980754137039,1.1814520359039307,-0.03734021633863449
62.48568344116211,20.45197105407715,-83.81646728515625,-1.4578685760498047,-0.9979854822158813,-0.44697508215904236,1.3116908073425293,-0.03734021633863449
42.69221496582031,41.59616470336914,-85.91841125488281,-2.3200490474700928,-0.6901955604553223,-0.7822063565254211,1.386112928390503,-0.06534537672996521
22.201641082763672,58.996070861816406,-81.52628326416016,-0.03135201334953308,-0.38240566849708557,-1.0150058269500732,1.3116908073425293,-0.07468043267726898
1.647695541381836,72.89292907714844,-75.01129150390625,-0.14108406007289886,-0.018653934821486473,-1.1639975309371948,1.1442409753799438,-0.11202064901590347
-20.765188217163086,83.82161712646484,-63.6126708984375,-0.3448721468448639,0.3171168863773346,-1.2664293050765991,0.8930661082267761,-0.11202064901590347
-41.720497131347656,85.58363342285156,-43.70168685913086,0.7838003635406494,0.6622146964073181,-1.2850533723831177,0.56746906042099,-0.13069075345993042
-59.22197723388672,81.48274993896484,-22.0443058013916,0.7681243419647217,0.9420236945152283,-1.2384934425354004,0.24187205731868744,-0.1400258094072342
-74.3575439453125,66.46366119384766,-3.273181915283203,-17.917675018310547,0.9233697652816772,1.1453735828399658,-0.31629422307014465,-1.9883664846420288
-82.55377197265625,58.72338104248047,20.026018142700195,-5.89417839050293,0.8860619068145752,1.8810200691223145,-0.8744605183601379,-2.1377274990081787
-84.7401351928711,47.9205436706543,42.2899284362793,9.860208511352539,1.0726011991500854,2.0020759105682373,-1.0884243249893188,-2.2030727863311768
-80.39909362792969,23.420129776000977,58.864990234375,2.7903292179107666,0.9047158360481262,1.6389086246490479,-1.441929578781128,-1.3815879821777344
-73.74493408203125,4.3001580238342285,72.77339935302734,6.286078453063965,0.9700046181678772,0.6425266861915588,-1.4140212535858154,-0.485422819852829
-62.496246337890625,-14.295403480529785,83.84783935546875,12.55648136138916,0.8021191954612732,-0.08380782604217529,-1.4698379039764404,0.476087749004364
-42.89289474487305,-41.68006896972656,84.87266540527344,0.4702802002429962,0.6435607671737671,-0.055871885269880295,-1.3954157829284668,0.5227630138397217
-21.47285270690918,-57.19210433959961,81.49491119384766,5.016322135925293,0.4103865623474121,-0.8008303046226501,-1.2651768922805786,1.3629179000854492
-1.5209497213363647,-64.36602783203125,75.51325225830078,16.585214614868164,0.2611550986766815,-1.9275799989700317,-0.9488826990127563,2.3430986404418945
20.490571975708008,-78.39922332763672,61.92902374267578,6.834738731384277,0.037307869642972946,-3.1753854751586914,-0.5953773856163025,3.425964832305908
41.84724044799805,-82.85670471191406,43.325218200683594,3.9503536224365234,-0.13057754933834076,-4.367319107055664,-0.10233049094676971,4.312795162200928
58.598812103271484,-76.23865509033203,22.703125,9.060731887817383,-0.2611550986766815,-5.3357648849487305,0.36280810832977295,4.966248989105225
72.16061401367188,-71.80215454101562,1.6313623189926147,2.9627652168273926,-0.3917326331138611,-5.9782915115356445,0.7628272771835327,5.330316066741943
83.44099426269531,-64.9743423461914,-20.48614501953125,-3.9346776008605957,-0.4663483798503876,-6.062099456787109,1.1442409753799438,5.124944686889648
85.2999267578125,-46.26340866088867,-41.317386627197266,-3.699537515640259,-0.5689449906349182,-5.596500396728516,1.4512324333190918,4.480825901031494
80.4730224609375,-26.30438232421875,-59.75387191772461,-9.358575820922852,-0.6435607671737671,-4.5349345207214355,1.6186822652816772,3.341949462890625
74.0195541381836,-9.816946029663086,-73.09757995605469,-15.284106254577637,-0.7181764841079712,-2.9518978595733643,1.5814712047576904,1.8296705484390259
62.48568344116211,11.820191383361816,-83.43999481201172,-15.331134796142578,-0.7461574077606201,-1.0708777904510498,1.4791407585144043,0.11202064901590347
43.00907897949219,36.310115814208984,-85.30142211914062,-9.374252319335938,-0.6715416312217712,0.10243178904056549,1.302388072013855,-0.952175498008728
22.47625732421875,55.52448272705078,-81.77725982666016,-5.486602306365967,-0.5875989198684692,1.1081256866455078,1.0698187351226807,-1.8203355073928833
1.7110683917999268,66.26438903808594,-75.41913604736328,-12.007821083068848,-0.44769442081451416,2.3373072147369385,0.7442217469215393,-2.865861654281616
-20.56450653076172,75.82962036132812,-62.96430969238281,-12.415397644042969,-0.27980902791023254,3.7434163093566895,0.34420254826545715,-3.9860680103302
-41.10789108276367,80.95834350585938,-43.471622467041016,-5.3298420906066895,-0.13057754933834076,5.056405544281006,-0.13023880124092102,-5.003589153289795
-58.46150588989258,77.15113067626953,-22.985475540161133,-7.02285099029541,-0.009326967410743237,6.099347114562988,-0.56746906042099,-5.741058349609375
