220kV Ⅰ母电压_A相_1,220kV Ⅰ母电压_B相_2,220kV Ⅰ母电压_C相_3,220kV Ⅰ母电压_3U0_4,唐木Ⅰ回线262_A相_37,唐木Ⅰ回线262_B相_38,唐木Ⅰ回线262_C相_39,唐木Ⅰ回线262_3I0_40
10.20822811126709,67.89091491699219,-79.17125701904297,-0.6528497934341431,-0.09291381388902664,-0.3256049156188965,0.1393182873725891,-0.21381494402885437
-12.226862907409668,78.68606567382812,-67.7572250366211,-0.839378297328949,-0.04645690694451332,-0.3628169298171997,0.1764698177576065,-0.22311124205589294
-33.89842987060547,84.0628433227539,-51.30604934692383,-0.7461140155792236,0.009291381575167179,-0.41863492131233215,0.18575771152973175,-0.19522233307361603
-53.22712326049805,83.79244995117188,-31.614498138427734,-0.7461140155792236,0.037165526300668716,-0.42793789505958557,0.12074250727891922,-0.21381494402885437
-68.15247344970703,77.87487030029297,-10.676643371582031,-0.5595855116844177,0.12078796327114105,-0.4744529128074646,0.13003039360046387,-0.21381494402885437
-79.30203247070312,66.68451690673828,11.73599910736084,-0.6528497934341431,0.16724486649036407,-0.4744529128074646,0.06501519680023193,-0.22311124205589294
-84.80359649658203,50.304588317871094,33.22430419921875,-0.6528497934341431,0.2229931652545929,-0.4651499092578888,0.04643942788243294,-0.18592603504657745
-84.15512084960938,30.430273056030273,52.49003601074219,-0.621761679649353,0.2601586878299713,-0.455846905708313,-0.009287885390222073,-0.2045186460018158
-78.50712585449219,9.339160919189453,67.7572250366211,-0.7772021293640137,0.2787414491176605,-0.4372408986091614,-0.06501519680023193,-0.19522233307361603
-67.3366470336914,-12.781546592712402,78.5584945678711,-0.7150259613990784,0.2880328297615051,-0.40002891421318054,-0.10216674208641052,-0.2045186460018158
-50.98884201049805,-34.163856506347656,84.12530517578125,-0.823834240436554,0.29732421040534973,-0.3721199333667755,-0.18575771152973175,-0.2045186460018158
-30.812950134277344,-54.15257263183594,83.6994857788086,-0.6528497934341431,0.2694500684738159,-0.28839293122291565,-0.1950455904006958,-0.21381494402885437
-10.20822811126709,-69.17011260986328,78.23653411865234,-0.6839378476142883,0.2508673071861267,-0.2604839503765106,-0.22290925681591034,-0.2045186460018158
12.185026168823242,-79.92366790771484,66.71863555908203,-0.823834240436554,0.18582762777805328,-0.17675696313381195,-0.2507728934288025,-0.19522233307361603
33.90888595581055,-85.32124328613281,50.257080078125,-0.606217622756958,0.14866210520267487,-0.1302419751882553,-0.2321971356868744,-0.21381494402885437
53.25849914550781,-85.04044342041016,30.74208641052246,-0.606217622756958,0.12078796327114105,-0.10233297944068909,-0.20433348417282104,-0.19522233307361603
68.14201354980469,-78.8940658569336,9.918477058410645,-0.4352331757545471,0.055748291313648224,-0.04651499167084694,-0.16718193888664246,-0.18592603504657745
79.43800354003906,-67.54771423339844,-12.681111335754395,-0.621761679649353,-0.018582763150334358,-0.06512098759412766,-0.14860616624355316,-0.2045186460018158
84.78267669677734,-51.12618637084961,-34.190185546875,-0.606217622756958,-0.07433105260133743,-0.05581798776984215,-0.09287885576486588,-0.2045186460018158
84.05052947998047,-31.17906951904297,-53.42476272583008,-0.4196891486644745,-0.10220519453287125,-0.08372697979211807,-0.027863657101988792,-0.18592603504657745
78.33978271484375,-10.108757972717285,-68.61924743652344,-0.8860104084014893,-0.13937072455883026,-0.1116359755396843,0.0,-0.19522233307361603
67.19022369384766,12.00154972076416,-79.57630920410156,-0.7616580724716187,-0.15795348584651947,-0.13954496383666992,0.06501519680023193,-0.2045186460018158
50.85287094116211,33.37345886230469,-84.76922607421875,-0.9637306332588196,-0.13007934391498566,-0.17675696313381195,0.12074250727891922,-0.21381494402885437
30.530550003051758,52.977378845214844,-84.58228302001953,-0.45077723264694214,-0.13007934391498566,-0.2511809468269348,0.13003039360046387,-0.21381494402885437
9.80031681060791,67.7037124633789,-79.42051696777344,-0.9481865763664246,-0.055748291313648224,-0.30699893832206726,0.16718193888664246,-0.25100013613700867
-12.73936653137207,77.08447265625,-69.64744567871094,0.7305699586868286,0.037165526300668716,-0.28839293122291565,0.2136213630437851,-0.3718520700931549
-16.734800338745117,37.419044494628906,-41.429115295410156,-13.632124900817871,0.06503967195749283,5.107346057891846,0.2136213630437851,-5.819484710693359
-55.622291564941406,62.2541389465332,-20.40817642211914,-5.067357540130615,-0.15795348584651947,10.363539695739746,0.08359096944332123,-10.718635559082031
-51.09343338012695,32.71826171875,-0.031157521530985832,-6.917098522186279,0.009291381575167179,15.163887023925781,0.018575770780444145,-15.664268493652344
-75.39027404785156,54.17337417602539,7.830923557281494,-3.730570077896118,0.06503967195749283,19.201387405395508,-0.04643942788243294,-19.68027114868164
-80.67219543457031,29.057477951049805,37.48249816894531,-4.476684093475342,0.018582763150334358,21.927165985107422,-0.32507598400115967,-22.115901947021484
