220kV_220kV III母电压_Ua_1,220kV_220kV III母电压_Ub_2,220kV_220kV III母电压_Uc_3,220kV_220kV III母电压_3U0_4,220kV_220kV建岗II回_Ia_17,220kV_220kV建岗II回_Ib_18,220kV_220kV建岗II回_Ic_19,220kV_220kV建岗II回_3I0_20
71.46199798583984,3.9524505138397217,-74.75747680664062,0.5135251879692078,-0.04149681702256203,0.012103238143026829,0.05014198645949364,-0.0017290340038016438
68.47382354736328,9.510252952575684,-77.50723266601562,0.2412012368440628,-0.04149681702256203,0.0025935510639101267,0.0510065034031868,0.0025935510639101267
65.10946655273438,14.750164031982422,-79.57882690429688,-0.062245480716228485,-0.04409036785364151,0.0,0.048412952572107315,0.0
61.71332931518555,19.926496505737305,-81.27954864501953,-0.007780685089528561,-0.03458068147301674,0.0008645170019008219,0.0510065034031868,0.0025935510639101267
57.9039306640625,25.102828979492188,-82.646484375,-0.023342054337263107,-0.02680002711713314,-0.005187102127820253,0.05273553729057312,0.0008645170019008219
53.70246505737305,29.802324295043945,-83.0703353881836,0.062245480716228485,-0.031122611835598946,-0.006051619071513414,0.056193605065345764,0.0
49.527488708496094,34.60248565673828,-83.55776977539062,0.3734728693962097,-0.0276645440608263,-0.011238721199333668,0.056193605065345764,0.0
44.83329391479492,39.31257629394531,-83.60015869140625,0.27232396602630615,-0.02593551017343998,-0.020748408511281013,0.056193605065345764,0.0025935510639101267
40.08611297607422,43.41337585449219,-83.65843963623047,-0.7469457387924194,-0.02593551017343998,-0.022477442398667336,0.057058122009038925,0.0
35.44489669799805,48.1976432800293,-83.75910186767578,-0.8869981169700623,-0.022477442398667336,-0.02680002711713314,0.05446457117795944,0.0017290340038016438
29.865901947021484,51.87458801269531,-84.02400970458984,-4.722875595092773,-0.006051619071513414,-0.021612925454974174,0.056193605065345764,0.004322585184127092
23.39151382446289,54.401824951171875,-84.84523010253906,-11.982254981994629,-0.0008645170019008219,-0.01383227203041315,0.057058122009038925,0.020748408511281013
18.866857528686523,58.831111907958984,-83.66902923583984,-11.173063278198242,0.0008645170019008219,-0.0276645440608263,0.0553290881216526,0.020748408511281013
15.852187156677246,65.08297729492188,-79.67949676513672,1.9762940406799316,0.0034580680076032877,-0.0276645440608263,0.05273553729057312,0.015561305917799473
4.720688343048096,54.51308822631836,-85.30087280273438,-42.26468276977539,-0.0665678083896637,0.18760019540786743,-0.020748408511281013,0.07953556627035141
1.8702614307403564,16.784669876098633,-81.66101837158203,-108.43940734863281,-0.02680002711713314,0.21440021693706512,0.030258094891905785,0.20316149294376373
-4.392200469970703,29.542713165283203,-86.80026245117188,-111.55946350097656,-0.02507099322974682,0.24898089468479156,0.028529061004519463,0.2368776649236679
-7.836024284362793,30.35863494873047,-72.66999053955078,-92.09996795654297,-0.07175491005182266,0.3855745792388916,-0.06224522367119789,0.23082603514194489
-11.560652732849121,44.102142333984375,-67.56253051757812,-62.603389739990234,-0.09509687125682831,0.518710196018219,-0.03458068147301674,0.37520039081573486
-5.224016189575195,40.41460037231445,-54.61905288696289,-34.725196838378906,-0.06051618978381157,0.6086199879646301,-0.02507099322974682,0.5057424306869507
-18.47479248046875,40.520565032958984,-56.14493179321289,-60.63488006591797,-0.08904524892568588,0.8091878890991211,-0.08385814726352692,0.6077554225921631
-19.03110122680664,34.5018196105957,-47.95392608642578,-58.253990173339844,-0.15907113254070282,0.9682590365409851,-0.1374582052230835,0.6509813070297241
-17.038982391357422,31.667287826538086,-40.70070266723633,-46.68410873413086,-0.16252920031547546,1.0936139822006226,-0.14005175232887268,0.7711491584777832
-34.23161315917969,48.404273986816406,-38.729774475097656,-44.77006149291992,-0.1772259920835495,1.2103238105773926,-0.15388402342796326,0.8524137735366821
-35.285953521728516,36.50983428955078,-42.54447555541992,-74.20439147949219,-0.22477442026138306,1.3719885349273682,-0.20921310782432556,0.9086073637008667
-48.98177719116211,33.83954620361328,-41.182838439941406,-101.31230163574219,-0.22563894093036652,1.489562749862671,-0.22563894093036652,0.9916009902954102
-52.128902435302734,33.99849319458008,-41.37887191772461,-106.61872863769531,-0.25157445669174194,1.5846596956253052,-0.24033573269844055,1.0521172285079956
