220kVI段母线TV电压_A_1,220kVI段母线TV电压_B_2,220kVI段母线TV电压_C_3,220kVI段母线TV电压_N_4,220kV黄施II回线电流_A_17,220kV黄施II回线电流_B_18,220kV黄施II回线电流_C_19,220kV黄施II回线电流_N_20
66.29493713378906,12.71751594543457,-78.89247131347656,0.06291600316762924,0.0475739985704422,0.014096000231802464,-0.05648000165820122,0.0
57.31487274169922,25.15172004699707,-83.00768280029297,-1.0066560506820679,0.03700200095772743,0.024668000638484955,-0.05648000165820122,0.0
46.49678039550781,37.85874557495117,-85.14927673339844,-1.3841520547866821,0.02995399944484234,0.0317160002887249,-0.06001000106334686,0.0
33.92469024658203,50.429359436035156,-84.67686462402344,-0.5819730162620544,0.019381999969482422,0.038763999938964844,-0.05648000165820122,0.0
20.68040657043457,61.01679611206055,-81.5169677734375,0.29885101318359375,0.010572000406682491,0.04405000060796738,-0.05648000165820122,0.0
7.814231872558594,69.0754165649414,-76.8243637084961,0.09437400102615356,0.0,0.05109800025820732,-0.052949998527765274,0.0
-4.516290187835693,75.1718521118164,-70.94548034667969,-0.5190569758415222,-0.00880999956279993,0.056384000927209854,-0.04941999912261963,0.0
-16.846811294555664,80.22947692871094,-63.365928649902344,-0.01572900079190731,-0.01761999912559986,0.05990799888968468,-0.04236000031232834,0.0
-29.534435272216797,84.02794647216797,-53.781253814697266,1.1639460325241089,-0.028192000463604927,0.06519400328397751,-0.03530000150203705,0.0
-42.50564193725586,85.46548461914062,-42.233455657958984,1.1796749830245972,-0.03700200095772743,0.06167000159621239,-0.026474999263882637,0.0
-54.53157424926758,84.09090423583984,-29.415395736694336,0.11010300368070602,-0.040525998920202255,0.05990799888968468,-0.014120000414550304,-0.001765000051818788
-64.00527954101562,80.31342315673828,-16.48185920715332,-0.42468300461769104,-0.04581199958920479,0.058145999908447266,-0.008825000375509262,0.0
-71.31536865234375,75.19284057617188,-3.758284091949463,0.06291600316762924,-0.054621998220682144,0.05109800025820732,0.0,0.0
-77.02899932861328,68.70816040039062,8.681845664978027,0.5190569758415222,-0.058145999908447266,0.05109800025820732,0.012354999780654907,0.0
-81.7448501586914,60.30327224731445,21.22695541381836,-0.4404120147228241,-0.05990799888968468,0.04405000060796738,0.02118000015616417,0.0
