110kVⅡ组母线_5,110kVⅡ组母线_6,110kVⅡ组母线_7,110kVⅡ组母线_8,洱北西线162_29,洱北西线162_30,洱北西线162_31,洱北西线162_32
-49.31148147583008,84.51536560058594,-35.25383758544922,-0.3233279883861542,-0.44798898696899414,1.2786580324172974,-0.8662369847297668,-0.02175699919462204
-53.489501953125,83.99989318847656,-30.336084365844727,-0.01577400043606758,-0.4655570089817047,1.2612019777297974,-0.7612370252609253,-0.004356999881565571
-57.30940628051758,83.18598937988281,-25.429174423217773,0.4258419871330261,-0.4831250011920929,1.243746042251587,-0.7262369990348816,0.013043000362813473
-61.188995361328125,81.91088104248047,-20.153568267822266,0.6466500163078308,-0.5358290076255798,1.243746042251587,-0.7087370157241821,-0.004356999881565571
-64.82441711425781,80.29393768310547,-14.807476997375488,0.7333959937095642,-0.553396999835968,1.1913779973983765,-0.6212369799613953,-0.004356999881565571
-68.12342834472656,78.56846618652344,-9.868035316467285,0.48892998695373535,-0.6061009764671326,1.139009952545166,-0.5512369871139526,-0.004356999881565571
-71.25965118408203,76.39806365966797,-4.890638828277588,0.09463000297546387,-0.6061009764671326,1.139009952545166,-0.5162370204925537,-0.004356999881565571
-74.12458038330078,73.70134735107422,0.41749900579452515,-0.36275801062583923,-0.6588050127029419,1.1040979623794556,-0.4462369978427887,-0.004356999881565571
-76.84300994873047,70.82013702392578,5.790700912475586,-0.6466540098190308,-0.6588050127029419,1.0691859722137451,-0.37623700499534607,-0.004356999881565571
-79.0513916015625,67.6187973022461,11.033775329589844,-0.8753479719161987,-0.6939409971237183,1.0342739820480347,-0.30623701214790344,-0.004356999881565571
-80.89080047607422,64.22212219238281,16.331069946289062,-0.8674619793891907,-0.6939409971237183,0.9993619918823242,-0.2887369990348816,-0.004356999881565571
-82.61627197265625,60.7874641418457,21.53618812561035,-0.6939700245857239,-0.7290769815444946,0.9644500017166138,-0.23623700439929962,-0.02175699919462204
-83.85882568359375,57.10863494873047,26.573226928710938,-0.4573900103569031,-0.7290769815444946,0.8597139716148376,-0.14873699843883514,-0.004356999881565571
-84.88433837890625,53.16936111450195,31.675329208374023,-0.1971520036458969,-0.7290769815444946,0.8248019814491272,-0.1312370002269745,-0.004356999881565571
-85.40523529052734,48.730892181396484,36.78827667236328,0.0709720030426979,-0.6939409971237183,0.7898899912834167,-0.06123699992895126,-0.004356999881565571
-85.51375579833984,44.107940673828125,41.548789978027344,0.11040200293064117,-0.7290769815444946,0.7200660109519958,0.00876300036907196,0.013043000362813473
-85.2858657836914,39.34933853149414,46.03278350830078,0.09463000297546387,-0.6939409971237183,0.6502419710159302,0.04376300051808357,0.013043000362813473
-84.79752349853516,34.38454818725586,50.32700729370117,-0.12617799639701843,-0.6763730049133301,0.5804179906845093,0.1137629970908165,-0.004356999881565571
-84.00532531738281,29.218996047973633,54.63750076293945,-0.2838979959487915,-0.6763730049133301,0.5105940103530884,0.1487630009651184,-0.004356999881565571
-82.79532623291016,24.042591094970703,58.40578842163086,-0.5047060251235962,-0.6588050127029419,0.40585801005363464,0.25376299023628235,-0.004356999881565571
-81.19465637207031,18.936725616455078,61.913822174072266,-0.5047060251235962,-0.6588050127029419,0.3011220097541809,0.3412629961967468,-0.004356999881565571
-79.55058288574219,13.814581871032715,65.39474487304688,-0.46527600288391113,-0.6412370204925537,0.2138420045375824,0.4287630021572113,-0.004356999881565571
-77.5700912475586,8.724993705749512,68.55577087402344,-0.39430201053619385,-0.6236690282821655,0.07419399917125702,0.5337629914283752,-0.004356999881565571
-75.20435333251953,3.5757200717926025,71.49991607666016,-0.149836003780365,-0.6061009764671326,-0.013086000457406044,0.6387630105018616,-0.004356999881565571
-72.60530090332031,-1.568127989768982,74.16212463378906,0.0709720030426979,-0.5885329842567444,-0.13527800142765045,0.7087630033493042,-0.004356999881565571
-69.74579620361328,-6.815070152282715,76.57491302490234,0.20503400266170502,-0.553396999835968,-0.29238200187683105,0.8487629890441895,-0.02175699919462204
-66.4956283569336,-12.024029731750488,78.5268325805664,0.2444639950990677,-0.5358290076255798,-0.3971180021762848,0.9712629914283752,-0.004356999881565571
-63.01213455200195,-17.325231552124023,80.32693481445312,0.2917799949645996,-0.5182610154151917,-0.5193099975585938,1.0237629413604736,-0.004356999881565571
-59.38756561279297,-22.5938777923584,81.91558074951172,0.12617400288581848,-0.4831250011920929,-0.5716779828071594,1.0412629842758179,-0.02175699919462204
-55.38860321044922,-28.220640182495117,83.48253631591797,0.06308600306510925,-0.44798898696899414,-0.536765992641449,1.0237629413604736,-0.004356999881565571
-51.1237678527832,-33.87453079223633,84.8380355834961,-0.05520400032401085,-0.4128530025482178,-0.5891339778900146,0.9887629747390747,-0.004356999881565571
-46.67444610595703,-38.79591369628906,85.20673370361328,-0.13406400382518768,-0.36014899611473083,-0.6764140129089355,1.058763027191162,0.013043000362813473
-41.85615921020508,-43.34832763671875,84.95732116699219,-0.09463399648666382,-0.34258100390434265,-0.711326003074646,1.058763027191162,0.013043000362813473
-37.05414962768555,-47.78679656982422,84.69706726074219,0.015769999474287033,-0.25474101305007935,-0.711326003074646,1.0237629413604736,0.013043000362813473
-32.21415710449219,-52.17100524902344,84.37174987792969,0.12617400288581848,-0.23717300593852997,-0.8160619735717773,0.9887629747390747,-0.004356999881565571
-27.243940353393555,-56.0560188293457,83.29818725585938,0.3312099874019623,-0.2020370066165924,-0.8509740233421326,1.0412629842758179,-0.004356999881565571
