220kVⅠ段母线电压_A相_1,220kVⅠ段母线电压_B相_2,220kVⅠ段母线电压_C相_3,220kVⅠ段母线电压_3U0_4,耿沾Ⅱ回274_A相_33,耿沾Ⅱ回274_B相_34,耿沾Ⅱ回274_C相_35,耿沾Ⅱ回274_3I0_36
80.17750549316406,-62.82044982910156,-17.412952423095703,0.5591075420379639,-1.3579778671264648,1.3845551013946533,0.12160949409008026,0.0187468770891428
82.27371215820312,-45.07315444946289,-37.49284362792969,0.6522921323776245,-1.4711427688598633,1.131967306137085,0.48643797636032104,0.0374937541782856
81.00138854980469,-25.35624122619629,-56.01615905761719,-0.434861421585083,-1.5654467344284058,0.7764734625816345,0.8699756264686584,0.028120314702391624
74.08702087402344,-4.073999404907227,-69.91123962402344,0.2329614758491516,-1.4994338750839233,0.4116244614124298,1.1880311965942383,0.0093734385445714
62.80292892456055,17.892425537109375,-81.01484680175781,0.15530765056610107,-1.3391170501708984,-0.028065305203199387,1.459313988685608,0.028120314702391624
44.97991180419922,38.13802719116211,-82.70632934570312,-0.434861421585083,-1.0750658512115479,-0.4022693634033203,1.5902780294418335,0.028120314702391624
24.75824546813965,56.69390106201172,-81.2327651977539,-0.06212306022644043,-0.7261409759521484,-0.7951836585998535,1.6370508670806885,0.0374937541782856
4.442718029022217,70.06657409667969,-74.66399383544922,0.2329614758491516,-0.40550729632377625,-1.0758366584777832,1.5715688467025757,0.046867191791534424
-17.145137786865234,81.29339599609375,-62.9688835144043,0.7454767227172852,0.03772160783410072,-1.3284244537353516,1.4031864404678345,0.05624062940478325
-37.49195098876953,83.38741302490234,-44.66349411010742,0.3882691264152527,0.39607688784599304,-1.4313305616378784,1.1506129503250122,0.06561406701803207
-55.75298309326172,81.61475372314453,-25.24774169921875,0.4503921866416931,0.7921537756919861,-1.5061713457107544,0.7670753002166748,0.0749875083565712
-69.45658111572266,75.22904205322266,-4.316917419433594,0.5280460119247437,1.0939266681671143,-1.4313305616378784,0.42095595598220825,0.09373438358306885
-80.4590835571289,63.28693771362305,18.004451751708984,-0.13977688550949097,1.3391170501708984,-1.2629387378692627,-0.028063729405403137,0.08436094969511032
-82.40929412841797,45.25975036621094,37.50322341918945,-0.6522921323776245,1.4711427688598633,-1.0009958744049072,-0.3835376501083374,0.1124812588095665
-80.30265045166016,26.455080032348633,56.130306243896484,1.1026843786239624,1.5654467344284058,-0.6829224228858948,-0.7857844233512878,0.0749875083565712
-73.96186828613281,5.369801044464111,69.83859252929688,0.29508453607559204,1.480573058128357,-0.30871835350990295,-1.0851309299468994,0.10310782492160797
-62.980220794677734,-17.705829620361328,80.75541687011719,0.2329614758491516,1.3296866416931152,0.14968162775039673,-1.3564136028289795,0.08436094969511032
-43.89530563354492,-37.080650329589844,82.96575927734375,1.45989191532135,1.0750658512115479,0.5238856673240662,-1.4780230522155762,0.0749875083565712
-24.257658004760742,-55.595062255859375,81.44031524658203,0.49698448181152344,0.7167105674743652,0.8887346386909485,-1.5247960090637207,0.0749875083565712
-4.432289123535156,-70.20133209228516,74.50833892822266,-0.06212306022644043,0.37721607089042664,1.17874276638031,-1.4686684608459473,0.046867191791534424
18.261032104492188,-80.8061752319336,63.29057693481445,-0.031061530113220215,-0.03772160783410072,1.4313305616378784,-1.2909315824508667,0.06561406701803207
37.94039535522461,-82.47516632080078,45.32763671875,0.07765382528305054,-0.44322890043258667,1.5623019933700562,-1.019648790359497,0.05624062940478325
55.88855743408203,-82.02941131591797,25.569435119628906,-0.2018999457359314,-0.8110145926475525,1.6090774536132812,-0.6641749143600464,0.028120314702391624
70.44732666015625,-74.8765869140625,4.576347827911377,-0.13977688550949097,-1.1222178936004639,1.5342366695404053,-0.2993464469909668,0.028120314702391624
81.33511352539062,-62.405792236328125,-17.433706283569336,0.8231305480003357,-1.367408275604248,1.3658448457717896,0.11225491762161255,0.028120314702391624
82.69087219238281,-45.07315444946289,-37.49284362792969,0.6833536624908447,-1.4994338750839233,1.1226122379302979,0.49579256772994995,0.0374937541782856
81.57498168945312,-26.050790786743164,-56.37936019897461,-0.8231305480003357,-1.5465859174728394,0.7858285307884216,0.8886847496032715,0.028120314702391624
75.08819580078125,-4.499022483825684,-69.93199157714844,0.17083841562271118,-1.4900034666061401,0.4116244614124298,1.1786766052246094,0.0187468770891428
63.251373291015625,17.747295379638672,-80.99409484863281,0.04659229516983032,-1.3296866416931152,-0.01871020346879959,1.449959397315979,0.0374937541782856
45.125919342041016,37.05991744995117,-83.36009216308594,-1.1026843786239624,-1.0750658512115479,-0.3742040693759918,1.5715688467025757,0.046867191791534424
25.40483856201172,56.030452728271484,-81.85540008544922,-0.2640230059623718,-0.7167105674743652,-0.7858285307884216,1.5996326208114624,0.0374937541782856
4.870303630828857,69.82814025878906,-75.15172576904297,0.015530765056610107,-0.38664647936820984,-1.057126522064209,1.5715688467025757,0.046867191791534424
-17.092992782592773,80.02869415283203,-63.72642135620117,0.015530765056610107,0.04715200886130333,-1.3097141981124878,1.3657681941986084,0.06561406701803207
-37.272945404052734,82.26783752441406,-45.369144439697266,0.015530765056610107,0.41493767499923706,-1.4406856298446655,1.1412583589553833,0.06561406701803207
-55.513118743896484,81.52145385742188,-25.974145889282227,0.24849224090576172,0.8110145926475525,-1.5061713457107544,0.7670753002166748,0.09373438358306885
-69.97802734375,74.09910583496094,-5.209357261657715,-0.2329614758491516,1.084496259689331,-1.4406856298446655,0.41160136461257935,0.08436094969511032
-80.28179168701172,62.45762634277344,16.966732025146484,-0.6678228974342346,1.3485474586486816,-1.2722938060760498,-0.009354576468467712,0.08436094969511032
-82.20071411132812,44.886558532714844,37.077754974365234,-0.5435767769813538,1.4711427688598633,-1.029061198234558,-0.3741830587387085,0.08436094969511032
-81.38726043701172,25.231843948364258,55.611446380615234,0.015530765056610107,1.527725100517273,-0.6829224228858948,-0.7951390147209167,0.09373438358306885
-74.73361206054688,4.467923164367676,69.2159652709961,-0.35720759630203247,1.480573058128357,-0.29000815749168396,-1.0944854021072388,0.08436094969511032
-62.99065017700195,-17.768028259277344,80.47523498535156,0.24849224090576172,1.320256233215332,0.14032652974128723,-1.3470590114593506,0.09373438358306885
-45.3032112121582,-37.98252868652344,82.4261474609375,0.5125152468681335,1.0750658512115479,0.514530599117279,-1.4780230522155762,0.08436094969511032
-25.279691696166992,-56.528038024902344,80.92145538330078,-0.09318459033966064,0.6978497505187988,0.8887346386909485,-1.5154414176940918,0.06561406701803207
-4.693012237548828,-70.0873031616211,74.57060241699219,0.07765382528305054,0.3677856922149658,1.17874276638031,-1.459313988685608,0.0749875083565712
16.707122802734375,-81.69768524169922,63.09341049194336,-0.6522921323776245,-0.056582413613796234,1.4219754934310913,-1.2722223997116089,0.046867191791534424
36.688926696777344,-83.61547088623047,45.161598205566406,-0.5591075420379639,-0.42436808347702026,1.5623019933700562,-1.0009397268295288,0.0374937541782856
55.773841857910156,-81.89464569091797,25.82886505126953,-0.07765382528305054,-0.8110145926475525,1.6090774536132812,-0.6641749143600464,0.028120314702391624
68.86212921142578,-75.47783660888672,4.846155166625977,-0.5435767769813538,-1.1127874851226807,1.5342366695404053,-0.3180555999279022,0.028120314702391624
79.92720794677734,-63.84672546386719,-17.371442794799805,0.2329614758491516,-1.367408275604248,1.3751999139785767,0.12160949409008026,0.0374937541782856
82.6074447631836,-45.30121612548828,-37.17115020751953,0.6212306022644043,-1.5088642835617065,1.131967306137085,0.49579256772994995,0.028120314702391624
80.37565612792969,-26.455080032348633,-55.86050033569336,-0.9163151383399963,-1.5654467344284058,0.7858285307884216,0.9167485237121582,0.0187468770891428
73.66986083984375,-5.380167484283447,-69.59992218017578,-0.04659229516983032,-1.5088642835617065,0.4209795892238617,1.1973857879638672,0.028120314702391624
63.11579895019531,17.840593338012695,-80.79692840576172,0.12424612045288086,-1.3391170501708984,-0.03742040693759918,1.4780230522155762,0.0374937541782856
44.60447311401367,37.205047607421875,-82.91387176513672,-0.7920690178871155,-1.1127874851226807,-0.3929142653942108,1.6089872121810913,0.0187468770891428
24.111652374267578,55.667625427246094,-81.65823364257812,-0.35720759630203247,-0.7355713844299316,-0.7951836585998535,1.6464054584503174,0.0374937541782856
4.672154426574707,70.07693481445312,-74.84040832519531,0.2018999457359314,-0.39607688784599304,-1.0758366584777832,1.5902780294418335,0.0374937541782856
-17.312000274658203,80.90983581542969,-63.43585968017578,0.32614606618881226,0.028291206806898117,-1.3284244537353516,1.4031864404678345,0.05624062940478325
-38.07596969604492,82.6824951171875,-45.03707504272461,0.4037998914718628,0.39607688784599304,-1.4406856298446655,1.1599675416946411,0.06561406701803207
-55.56526184082031,81.85317993164062,-25.725093841552734,0.4659229516983032,0.8110145926475525,-1.515526533126831,0.8044936060905457,0.08436094969511032
-69.74858856201172,75.0113525390625,-4.617856502532959,0.29508453607559204,1.1033570766448975,-1.4406856298446655,0.42095595598220825,0.0749875083565712
-80.43822479248047,63.069244384765625,17.4648380279541,-0.12424612045288086,1.3485474586486816,-1.2722938060760498,-0.018709152936935425,0.09373438358306885
-82.47186279296875,45.52927780151367,37.31643295288086,-0.2174307107925415,1.480573058128357,-1.029061198234558,-0.3741830587387085,0.08436094969511032
-80.90753173828125,26.496545791625977,55.93313980102539,0.6367613673210144,1.5465859174728394,-0.6735672950744629,-0.7857844233512878,0.08436094969511032
-74.39988708496094,5.2039384841918945,69.79708862304688,0.27955377101898193,1.4900034666061401,-0.32742854952812195,-1.0757763385772705,0.0749875083565712
-63.02193832397461,-17.539966583251953,80.82805633544922,0.4037998914718628,1.3013955354690552,0.13097141683101654,-1.3470590114593506,0.0749875083565712
-44.61490249633789,-36.583065032958984,83.02802276611328,1.45989191532135,1.0939266681671143,0.5051754713058472,-1.4780230522155762,0.08436094969511032
-24.956396102905273,-55.20113754272461,81.64785766601562,0.5125152468681335,0.707280158996582,0.8887346386909485,-1.5247960090637207,0.06561406701803207
-4.828588008880615,-69.76594543457031,75.0271987915039,0.2174307107925415,0.38664647936820984,1.206808090209961,-1.4686684608459473,0.05624062940478325
17.510149002075195,-80.51591491699219,63.705665588378906,0.2329614758491516,-0.04715200886130333,1.4406856298446655,-1.3096407651901245,0.05624062940478325
37.554527282714844,-82.07087707519531,45.587066650390625,0.06212306022644043,-0.43379849195480347,1.590367317199707,-1.0383579730987549,0.028120314702391624
55.72169494628906,-81.63548278808594,25.994901657104492,-0.06212306022644043,-0.8204450011253357,1.618432641029358,-0.6922386884689331,0.028120314702391624
70.14488983154297,-74.41009521484375,5.323506832122803,0.27955377101898193,-1.1127874851226807,1.552946925163269,-0.3087010383605957,0.0374937541782856
81.0118179321289,-62.47835922241211,-17.22616195678711,0.6833536624908447,-1.367408275604248,1.3658448457717896,0.12160949409008026,0.0374937541782856
82.77430725097656,-45.342681884765625,-37.25416946411133,0.5591075420379639,-1.4900034666061401,1.131967306137085,0.49579256772994995,0.046867191791534424
81.96084594726562,-25.594669342041016,-55.642578125,-0.27955377101898193,-1.5843075513839722,0.8138938546180725,0.8980393409729004,0.0374937541782856
