220kV墨崖线电压_Ua_5,220kV墨崖线电压_Ub_6,220kV墨崖线电压_Uc_7,220kV墨崖线电压_3U0_8,220kV墨崖线_Ia_13,220kV墨崖线_Ib_14,220kV墨崖线_Ic_15,220kV墨崖线_3I0_16
-75.052490234375,6.714731216430664,69.2247543334961,0.194517120718956,0.024206476286053658,0.01901937462389469,0.04322585090994835,0.022477442398667336
-72.21253967285156,1.104857325553894,71.85462951660156,0.12449096143245697,0.03285164758563042,0.010374204255640507,0.04668391868472099,0.01383227203041315
-69.25587463378906,-4.224912166595459,74.14215087890625,0.046684108674526215,0.04668391868472099,0.015561305917799473,0.029393577948212624,0.024206476286053658
-65.95686340332031,-9.266796112060547,76.14956665039062,0.18673643469810486,0.03285164758563042,0.015561305917799473,0.04668391868472099,0.020748408511281013
-62.751224517822266,-14.316460609436035,77.88465881347656,0.23342055082321167,0.03285164758563042,0.020748408511281013,0.04495488479733467,0.024206476286053658
-59.273258209228516,-19.397247314453125,79.54194641113281,0.389034241437912,0.03803874924778938,0.01901937462389469,0.04668391868472099,0.024206476286053658
-55.63189697265625,-24.09678077697754,80.68570709228516,0.5991127490997314,0.03803874924778938,0.02593551017343998,0.04495488479733467,0.022477442398667336
-51.9127311706543,-28.874122619628906,81.8528060913086,0.6924809813499451,0.0276645440608263,0.015561305917799473,0.0276645440608263,0.015561305917799473
-48.04573059082031,-33.62812042236328,82.7475814819336,0.7547264695167542,0.029393577948212624,0.0034580680076032877,0.04668391868472099,0.015561305917799473
-44.06201934814453,-38.34321594238281,83.52565002441406,0.8714367151260376,0.029393577948212624,0.01383227203041315,0.04668391868472099,0.020748408511281013
-39.759300231933594,-42.856014251708984,83.87578582763672,0.9492435455322266,0.031122611835598946,0.01383227203041315,0.0276645440608263,0.024206476286053658
-35.29318618774414,-47.43883514404297,83.79798126220703,0.770287811756134,0.0276645440608263,0.01901937462389469,0.031122611835598946,0.02593551017343998
-30.546968460083008,-51.811580657958984,83.52565002441406,0.7547264695167542,0.04495488479733467,0.015561305917799473,0.04668391868472099,0.022477442398667336
-25.512866973876953,-56.00537109375,82.62309265136719,0.6146740913391113,0.029393577948212624,0.010374204255640507,0.04668391868472099,0.02593551017343998
-20.385395050048828,-60.13691329956055,81.4170913696289,0.46684110164642334,0.0276645440608263,0.01901937462389469,0.0276645440608263,0.006916136015206575
-15.032283782958984,-63.731590270996094,79.54972076416016,0.3423501253128052,0.0276645440608263,0.022477442398667336,0.0276645440608263,0.01383227203041315
-9.624707221984863,-66.76605987548828,77.3866958618164,0.27232396602630615,0.04668391868472099,0.01901937462389469,0.031122611835598946,0.02593551017343998
-4.084859848022461,-69.96392059326172,74.7879409790039,0.14783301949501038,0.03285164758563042,0.0,0.0276645440608263,0.01901937462389469
1.2371289730072021,-72.48486328125,71.94021606445312,0.0855875313282013,0.03285164758563042,0.01383227203041315,0.031122611835598946,0.012103238143026829
6.4813103675842285,-74.69457244873047,68.96021270751953,-0.023342054337263107,0.022477442398667336,0.006916136015206575,0.03285164758563042,0.015561305917799473
11.725492477416992,-76.6397476196289,65.56005096435547,-0.046684108674526215,0.039767783135175705,0.01729034073650837,0.031122611835598946,0.024206476286053658
16.71291160583496,-78.4604263305664,62.21435546875,-0.21007849276065826,0.04149681702256203,0.006916136015206575,0.0276645440608263,0.022477442398667336
21.661426544189453,-79.68199157714844,58.697486877441406,-0.1711750626564026,0.04149681702256203,0.01901937462389469,0.0276645440608263,0.024206476286053658
26.283153533935547,-80.89578247070312,55.110591888427734,-0.311227411031723,0.04495488479733467,0.02593551017343998,0.04668391868472099,0.020748408511281013
31.091617584228516,-81.76721954345703,51.39142608642578,-0.007780685089528561,0.0276645440608263,0.01901937462389469,0.04322585090994835,0.02593551017343998
35.79893112182617,-82.60753631591797,47.40771484375,-0.1089295893907547,0.029393577948212624,0.01901937462389469,0.029393577948212624,0.024206476286053658
40.4517822265625,-82.91876220703125,43.322853088378906,0.1322716474533081,0.039767783135175705,0.02593551017343998,0.0276645440608263,0.022477442398667336
45.04238510131836,-83.21442413330078,38.957889556884766,0.0,0.022477442398667336,0.022477442398667336,0.03285164758563042,0.020748408511281013
49.50071716308594,-83.05103302001953,34.35950469970703,0.1322716474533081,0.031122611835598946,0.024206476286053658,0.0276645440608263,0.022477442398667336
53.850120544433594,-82.44413757324219,29.473234176635742,0.2645432949066162,0.029393577948212624,0.01383227203041315,0.0276645440608263,0.01729034073650837
57.86495590209961,-81.43264770507812,24.36910629272461,0.1322716474533081,0.04322585090994835,0.024206476286053658,0.0276645440608263,0.022477442398667336
61.708614349365234,-80.04768371582031,19.210512161254883,0.311227411031723,0.04668391868472099,0.006916136015206575,0.029393577948212624,0.020748408511281013
64.98428344726562,-78.1258544921875,13.958548545837402,0.21007849276065826,0.03458068147301674,0.02593551017343998,0.031122611835598946,0.02593551017343998
68.20548248291016,-75.90058135986328,8.49650764465332,0.27232396602630615,0.024206476286053658,0.015561305917799473,0.020748408511281013,0.012103238143026829
70.98319244384766,-73.22402954101562,3.096712589263916,0.12449096143245697,0.03285164758563042,0.022477442398667336,0.031122611835598946,0.01383227203041315
73.33295440673828,-70.20512390136719,-2.1630303859710693,0.38125357031822205,0.022477442398667336,0.022477442398667336,0.024206476286053658,0.022477442398667336
75.45708465576172,-66.92945098876953,-7.461677074432373,0.46684110164642334,0.031122611835598946,0.01729034073650837,0.029393577948212624,0.020748408511281013
77.42559814453125,-63.684906005859375,-12.511341094970703,0.6380161643028259,0.03285164758563042,0.02593551017343998,0.020748408511281013,0.024206476286053658
