220KV I母线_A_1,220KV I母线_B_2,220KV I母线_C_3,220KV I母线_N_4,220KV 黄施II回电流_A_9,220KV 黄施II回电流_B_10,220KV 黄施II回电流_C_11,220KV 黄施II回电流_N_12
29.171384811401367,54.06392288208008,-83.4603271484375,0.2681579887866974,-0.03821999952197075,-0.021031999960541725,0.06890399754047394,0.001917000045068562
3.701632022857666,70.79146575927734,-75.01437377929688,-0.23660999536514282,-0.017199000343680382,-0.04015199840068817,0.06507600098848343,0.003834000090137124
-21.263351440429688,81.76034545898438,-60.341766357421875,0.7886999845504761,0.0019109999993816018,-0.05162400007247925,0.06124800071120262,0.0
-46.75413513183594,84.74514770507812,-37.78065490722656,0.8517959713935852,0.019109999760985374,-0.05927199870347977,0.047850001603364944,0.003834000090137124
-66.14563751220703,77.84740447998047,-12.11673641204834,-0.39434999227523804,0.04013099893927574,-0.057360000908374786,0.026796000078320503,0.003834000090137124
-78.51245880126953,65.73944854736328,12.916104316711426,0.5205420255661011,0.05350799858570099,-0.057360000908374786,0.007656000088900328,0.003834000090137124
-85.13753509521484,45.86890411376953,38.306556701660156,-1.151502013206482,0.06306300312280655,-0.04397600144147873,-0.011483999900519848,0.003834000090137124
-81.39383697509766,20.71430778503418,60.79404067993164,0.7886999845504761,0.06688500195741653,-0.03632799908518791,-0.028710000216960907,0.001917000045068562
-70.69906616210938,-4.651226997375488,74.81453704833984,-0.36280199885368347,0.06497400254011154,-0.013384000398218632,-0.04593599960207939,0.001917000045068562
-53.60005187988281,-29.447223663330078,83.62861633300781,1.5143040418624878,0.05733000114560127,0.009560000151395798,-0.05550599843263626,0.001917000045068562
-29.12932014465332,-54.33814239501953,83.17634582519531,0.01577400043606758,0.043953001499176025,0.026768000796437263,-0.06316199898719788,0.005750999785959721
-3.6595680713653564,-70.82310485839844,74.59365844726562,0.47321999073028564,0.019109999760985374,0.04397600144147873,-0.06316199898719788,0.003834000090137124
21.126644134521484,-81.64432525634766,60.05778121948242,-0.29970601201057434,0.0,0.05544799938797951,-0.05550599843263626,0.003834000090137124
46.8277473449707,-85.23030853271484,37.70703125,-0.5678640007972717,-0.015287999995052814,0.061184000223875046,-0.042107999324798584,0.003834000090137124
66.16667175292969,-78.31147766113281,12.148289680480957,0.6151859760284424,-0.036309000104665756,0.06309600174427032,-0.022967999801039696,0.003834000090137124
78.1654281616211,-65.70780944824219,-12.81092357635498,-0.07886999845504761,-0.05350799858570099,0.061184000223875046,-0.001914000022225082,0.007668000180274248
84.8746337890625,-45.81616973876953,-38.338111877441406,1.5300780534744263,-0.059241000562906265,0.05162400007247925,0.019139999523758888,0.001917000045068562
81.2991943359375,-20.682666778564453,-60.8676643371582,-0.36280199885368347,-0.06306300312280655,0.03632799908518791,0.03636600077152252,0.005750999785959721
70.646484375,4.651226997375488,-75.07748413085938,0.6467339992523193,-0.06115199998021126,0.015296000055968761,0.0497639998793602,0.001917000045068562
53.22147750854492,29.805822372436523,-84.29125213623047,-1.5458519458770752,-0.05350799858570099,-0.0038240000139921904,0.06124800071120262,0.003834000090137124
29.150352478027344,54.01118850708008,-83.4077377319336,0.2681579887866974,-0.03821999952197075,-0.024855999276041985,0.06890399754047394,0.001917000045068562
3.6805999279022217,70.79146575927734,-74.99333953857422,-0.2681579887866974,-0.019109999760985374,-0.04015199840068817,0.06507600098848343,0.001917000045068562
-21.29490089416504,81.78144073486328,-60.33124923706055,0.7886999845504761,0.0019109999993816018,-0.05162400007247925,0.05933399870991707,0.003834000090137124
