17-220kVⅡ母电压Ua_17,18-220kVⅡ母电压Ub_18,19-220kVⅡ母电压Uc_19,20-220kVⅡ母电压3Uo_20,29-220kV临南线电流Ia_29,30-220kV临南线电流Ib_30,31-220kV临南线电流Ic_31,32-220kV临南线电流3Io_32
60.97468566894531,-80.30509185791016,18.429147720336914,-0.062155645340681076,1.1567856073379517,-0.8632728457450867,-0.328043669462204,-0.017265455797314644
70.70204162597656,-76.04743194580078,4.599517822265625,0.031077822670340538,1.2085819244384766,-0.7596800923347473,-0.483432799577713,0.0
78.40934753417969,-70.20480346679688,-8.608556747436523,0.4972451627254486,1.1913164854049683,-0.6042909622192383,-0.6042909622192383,0.0
83.31964111328125,-62.37318801879883,-20.915374755859375,0.9634124636650085,1.122254729270935,-0.39710551500320435,-0.7251491546630859,0.0
85.15322875976562,-52.490440368652344,-32.50740051269531,0.8080233931541443,1.035927414894104,-0.20718547701835632,-0.8460074067115784,-0.017265455797314644
84.34520721435547,-40.680870056152344,-43.69541931152344,0.21754474937915802,0.966865599155426,0.0,-0.966865599155426,0.0
81.95221710205078,-27.628183364868164,-54.510501861572266,-0.15538911521434784,0.8978037238121033,0.18992002308368683,-1.087723731994629,0.0
78.72012329101562,-13.95394229888916,-64.89049530029297,-0.09323346614837646,0.7942110300064087,0.36257457733154297,-1.17405104637146,0.0
74.40030670166016,-0.4661673307418823,-74.0584487915039,-0.12431129068136215,0.673352837562561,0.517963707447052,-1.2085819244384766,0.0
68.2779769897461,12.368972778320312,-80.95772552490234,-0.4972451627254486,0.517963707447052,0.656087338924408,-1.1567856073379517,0.017265455797314644
59.886962890625,24.4582462310791,-84.74922180175781,-0.8701789975166321,0.3107782304286957,0.7769455313682556,-1.087723731994629,-0.017265455797314644
49.25834655761719,36.08135223388672,-85.65047454833984,-0.8391011953353882,0.10359273850917816,0.8978037238121033,-1.0186619758605957,0.017265455797314644
36.95153045654297,47.393680572509766,-84.28305053710938,-0.6215564608573914,-0.08632728457450867,1.0531928539276123,-0.949600100517273,0.0
23.619144439697266,58.084449768066406,-81.48604583740234,-0.5283229947090149,-0.293512761592865,1.1395201683044434,-0.880538284778595,-0.017265455797314644
9.882747650146484,67.96719360351562,-77.57024383544922,-0.4972451627254486,-0.44890186190605164,1.2085819244384766,-0.7769455313682556,0.0
-3.511793851852417,76.32713317871094,-72.3180923461914,-0.15538911521434784,-0.5697600841522217,1.1913164854049683,-0.6215564608573914,0.0
-16.036155700683594,82.26299285888672,-65.263427734375,0.43508949875831604,-0.6906182765960693,1.17405104637146,-0.44890186190605164,-0.017265455797314644
-27.721416473388672,85.05999755859375,-56.18870162963867,0.7458677291870117,-0.811476469039917,1.0704582929611206,-0.258981853723526,-0.017265455797314644
-38.94050979614258,85.09107971191406,-45.00068664550781,0.5594007968902588,-0.9323346614837646,1.0186619758605957,-0.05179636925458908,0.0
-50.03529357910156,83.28856658935547,-32.22770309448242,0.2486225813627243,-1.0704582929611206,0.949600100517273,0.12085819989442825,0.0
-60.75714111328125,80.27401733398438,-18.64669418334961,0.062155645340681076,-1.17405104637146,0.8632728457450867,0.293512761592865,-0.017265455797314644
-70.4844970703125,76.14066314697266,-4.941373825073242,-0.12431129068136215,-1.2258474826812744,0.7769455313682556,0.44890186190605164,0.0
-78.25395965576172,70.32910919189453,8.266700744628906,-0.5904785990715027,-1.1913164854049683,0.58702552318573,0.58702552318573,-0.017265455797314644
-83.22640991210938,62.559654235839844,20.63567352294922,-1.0255681276321411,-1.1395201683044434,0.39710551500320435,0.7251491546630859,-0.017265455797314644
-85.09107971191406,52.64583206176758,32.22770309448242,-0.8701789975166321,-1.0531928539276123,0.20718547701835632,0.8460074067115784,-0.017265455797314644
-84.28305053710938,40.805179595947266,43.477874755859375,-0.2486225813627243,-0.9841310381889343,0.0,0.966865599155426,-0.017265455797314644
-81.89006042480469,27.690340042114258,54.35511016845703,0.15538911521434784,-0.8978037238121033,-0.18992002308368683,1.0704582929611206,-0.017265455797314644
-78.65796661376953,14.016098022460938,64.73509979248047,0.031077822670340538,-0.8287419080734253,-0.34530913829803467,1.1567856073379517,-0.017265455797314644
-74.33815002441406,0.5594007968902588,73.84090423583984,0.12431129068136215,-0.7078837156295776,-0.5006982684135437,1.1913164854049683,-0.017265455797314644
-68.24689483642578,-12.15142822265625,80.7091064453125,0.5904785990715027,-0.5524945855140686,-0.6388218998908997,1.1567856073379517,-0.017265455797314644
-59.949119567871094,-24.209623336791992,84.59383392333984,1.0255681276321411,-0.328043669462204,-0.7942110300064087,1.087723731994629,-0.017265455797314644
-49.32050323486328,-35.863807678222656,85.52616882324219,0.9634124636650085,-0.12085819989442825,-0.9150692224502563,1.0186619758605957,-0.017265455797314644
-36.982608795166016,-47.26936721801758,84.2519760131836,0.6215564608573914,0.06906182318925858,-1.0186619758605957,0.949600100517273,-0.017265455797314644
-23.525911331176758,-58.02229309082031,81.39281463623047,0.5594007968902588,0.258981853723526,-1.1395201683044434,0.8632728457450867,0.017265455797314644
-9.78951358795166,-67.90504455566406,77.41485595703125,0.4972451627254486,0.41437095403671265,-1.1913164854049683,0.7596800923347473,0.0
3.4807159900665283,-76.20281982421875,72.16270446777344,0.062155645340681076,0.5524945855140686,-1.2085819244384766,0.6388218998908997,-0.017265455797314644
15.7875337600708,-82.04544830322266,65.29450225830078,-0.5594007968902588,0.6906182765960693,-1.1567856073379517,0.44890186190605164,-0.017265455797314644
27.34848403930664,-84.93568420410156,56.43732452392578,-0.7458677291870117,0.811476469039917,-1.087723731994629,0.258981853723526,-0.017265455797314644
38.69188690185547,-85.09107971191406,45.3425407409668,-0.4661673307418823,0.949600100517273,-1.035927414894104,0.05179636925458908,-0.017265455797314644
49.94205856323242,-83.31964111328125,32.47632598876953,-0.12431129068136215,1.0704582929611206,-0.949600100517273,-0.13812364637851715,-0.017265455797314644
60.7882194519043,-80.39832305908203,18.677770614624023,-0.062155645340681076,1.17405104637146,-0.8632728457450867,-0.328043669462204,0.0
70.5466537475586,-76.17174530029297,4.848140239715576,0.0,1.2085819244384766,-0.742414653301239,-0.44890186190605164,0.0
78.31610870361328,-70.39126586914062,-8.359933853149414,0.4972451627254486,1.1913164854049683,-0.6042909622192383,-0.6042909622192383,-0.017265455797314644
83.22640991210938,-62.59073257446289,-20.666751861572266,0.9323346614837646,1.122254729270935,-0.39710551500320435,-0.7078837156295776,-0.017265455797314644
85.09107971191406,-52.67690658569336,-32.22770309448242,0.8080233931541443,1.0531928539276123,-0.22445093095302582,-0.8460074067115784,-0.017265455797314644
84.34520721435547,-40.9605712890625,-43.44679641723633,0.2486225813627243,1.0013965368270874,-0.017265455797314644,-0.9841310381889343,0.0
82.04544830322266,-27.90788459777832,-54.29295349121094,-0.15538911521434784,0.9150692224502563,0.18992002308368683,-1.087723731994629,0.0
78.8755111694336,-14.295798301696777,-64.73509979248047,-0.12431129068136215,0.7942110300064087,0.36257457733154297,-1.1567856073379517,-0.017265455797314644
74.55569458007812,-0.7769455313682556,-73.93413543701172,-0.12431129068136215,0.673352837562561,0.517963707447052,-1.1913164854049683,0.0
68.49552154541016,12.089272499084473,-80.83341217041016,-0.4972451627254486,0.5006982684135437,0.6388218998908997,-1.1567856073379517,0.0
60.10450744628906,24.209623336791992,-84.7181396484375,-0.8701789975166321,0.3107782304286957,0.7769455313682556,-1.087723731994629,0.0
