220kV I段电压_1,220kV I段电压_2,220kV I段电压_3,220kV I段电压_4,220kV大东线_9,220kV大东线_10,220kV大东线_11,220kV大东线_12
-59.118534088134766,-23.83958625793457,82.01762390136719,-1.5307639837265015,-0.33922600746154785,-0.09987399727106094,0.41390401124954224,0.008682000450789928
-54.9271354675293,-28.73483657836914,83.84095001220703,0.5023859739303589,-0.29138699173927307,-0.11289999634027481,0.41826099157333374,0.02172599919140339
-50.767852783203125,-33.57123565673828,85.19908905029297,1.4993360042572021,-0.2696419954299927,-0.14763599634170532,0.4269750118255615,-1.4000000192027073e-05
-46.8012809753418,-38.552085876464844,85.7926025390625,0.7535859942436218,-0.24789699912071228,-0.14329400658607483,0.42261800169944763,0.004333999939262867
-42.95247268676758,-43.54898452758789,86.01183319091797,-0.6986640095710754,-0.2000579982995987,-0.18671399354934692,0.4444029927253723,0.017378000542521477
-38.814605712890625,-48.0162353515625,85.62684631347656,-2.088114023208618,-0.1957090049982071,-0.21710799634456635,0.4444029927253723,0.013030000030994415
-34.61785125732422,-52.18923568725586,84.20989227294922,-4.35676383972168,-0.1435209959745407,-0.21710799634456635,0.4400460124015808,0.008682000450789928
-29.655622482299805,-55.313636779785156,83.06563568115234,-3.1557140350341797,-0.1304740011692047,-0.25184398889541626,0.4487600028514862,0.013030000030994415
31.919937133789062,7.227863788604736,-38.26314163208008,16.696935653686523,-0.29138699173927307,-0.45157599449157715,1.655648946762085,0.8521940112113953
-52.636051177978516,-92.08418273925781,36.717838287353516,-173.21026611328125,-0.2739909887313843,-0.4993380010128021,1.8255720138549805,1.1304659843444824
-48.40718078613281,-101.21663665771484,-26.280515670776367,-257.48785400390625,-0.05654099956154823,-0.25184398889541626,1.5205819606781006,1.1130739450454712
25.212627410888672,-48.877586364746094,30.632951736450195,14.365486145019531,0.278331995010376,0.021702000871300697,1.2243059873580933,1.5087419748306274
30.60845184326172,-39.713035583496094,-4.502184867858887,-17.59186363220215,0.34791600704193115,-0.008692000061273575,1.524938941001892,1.8783220052719116
-2.328557014465332,-73.40198516845703,83.85164642333984,19.279586791992188,0.32617101073265076,-0.047770000994205475,2.082634925842285,2.387037992477417
-9.801344871520996,-90.63968658447266,17.90709114074707,-146.20626831054688,0.2043990045785904,-0.2301339954137802,2.304841995239258,2.2087700366973877
24.602386474609375,-89.58573913574219,30.018047332763672,-64.12666320800781,0.252238005399704,-0.17368799448013306,2.344054937362671,2.3479061126708984
36.76975631713867,-81.8870849609375,-12.800728797912598,-102.30906677246094,0.41315099596977234,-0.07382199913263321,2.378911018371582,2.6435699462890625
63.17074966430664,-42.42548751831055,-16.966041564941406,13.729636192321777,0.41315099596977234,-0.07382199913263321,2.365839958190918,2.7218339443206787
-30.9885196685791,-126.83243560791016,34.41328048706055,-221.58981323242188,0.6306009888648987,0.09551600366830826,2.5096209049224854,3.2044620513916016
83.37832641601562,-40.90608596801758,36.41305923461914,141.0487823486328,0.6697419881820679,0.09985800087451935,2.6229031085968018,3.413166046142578
61.74150085449219,-71.25663757324219,37.58405303955078,50.51473617553711,0.4696879982948303,-0.06079600006341934,2.688257932662964,3.1131539344787598
16.315942764282227,-103.48503875732422,-6.673067092895508,-163.02880859375,0.6697419881820679,0.06077999994158745,2.649044990539551,3.343597888946533
37.695823669433594,-88.56388854980469,6.763944149017334,-81.70281219482422,0.6610440015792847,0.06512200087308884,2.775398015975952,3.4653420448303223
58.294166564941406,-80.78498840332031,21.84783172607422,-1.1382639408111572,0.6958360075950623,0.09117399901151657,3.006319046020508,3.826225996017456
71.70878601074219,-72.77603912353516,41.29486846923828,73.33468627929688,0.8263059854507446,0.13025200366973877,2.9235360622406006,3.926229953765869
59.16670608520508,-86.11358642578125,28.4139461517334,5.895336151123047,0.9524270296096802,0.17801399528980255,2.779755115509033,3.895793914794922
44.46201705932617,-105.25053405761719,-16.233503341674805,-136.401611328125,0.904587984085083,0.19103999435901642,2.718756914138794,3.847965955734253
66.99279022216797,-71.49203491210938,-10.961360931396484,-28.197214126586914,0.8393530249595642,0.1997240036725998,2.9366068840026855,3.9871020317077637
