220KV I母线_A_1,220KV I母线_B_2,220KV I母线_C_3,220KV I母线_N_4,220KV 黄施I回电流_A_13,220KV 黄施I回电流_B_14,220KV 黄施I回电流_C_15,220KV 黄施I回电流_N_16
40.66537094116211,43.17941665649414,-84.23866271972656,-0.12619200348854065,-0.0750880017876625,-0.04307600110769272,0.13015200197696686,0.003984000068157911
15.332327842712402,64.79022216796875,-80.50476837158203,-0.11041799932718277,-0.041496001183986664,-0.07831999659538269,0.13606800138950348,0.005975999869406223
-10.621159553527832,78.59624481201172,-68.23026275634766,0.01577400043606758,-0.0039519998244941235,-0.10573200136423111,0.12620800733566284,0.003984000068157911
-35.51253128051758,84.82952117919922,-48.83507537841797,1.1830500364303589,0.03951999917626381,-0.12726999819278717,0.10648799687623978,0.003984000068157911
-58.931663513183594,82.86778259277344,-24.506940841674805,-0.6309599876403809,0.0711359977722168,-0.13314400613307953,0.07493600249290466,0.005975999869406223
-75.3050765991211,73.8290023803711,1.935312032699585,0.8991180062294006,0.10275200009346008,-0.1233540028333664,0.03352399915456772,0.003984000068157911
-84.12799835205078,56.50027847290039,26.442251205444336,-1.7666879892349243,0.12251199781894684,-0.10573200136423111,-0.003944000229239464,0.003984000068157911
-84.58018493652344,33.708213806152344,50.9702262878418,0.5363159775733948,0.1284399926662445,-0.07244600355625153,-0.04535600170493126,0.003984000068157911
-77.7237548828125,7.129772186279297,69.72382354736328,-1.0253100395202637,0.1284399926662445,-0.03720200061798096,-0.07887999713420868,0.0019920000340789557
-62.065433502197266,-18.67873764038086,81.13584899902344,1.119953989982605,0.11263199895620346,0.005874000024050474,-0.10451599955558777,0.0019920000340789557
-40.76001739501953,-43.3165283203125,83.84949493408203,0.06309600174427032,0.08101599663496017,0.05090799927711487,-0.12029200047254562,0.0
-15.10097599029541,-65.15936279296875,80.2523422241211,0.18928800523281097,0.0533519983291626,0.08419399708509445,-0.12620800733566284,0.0019920000340789557
11.03128433227539,-78.87046813964844,67.78851318359375,0.07886999845504761,0.011855999939143658,0.11552199721336365,-0.11832000315189362,0.0019920000340789557
35.67027282714844,-85.06155395507812,48.41435241699219,-1.1041799783706665,-0.027664000168442726,0.13314400613307953,-0.09662800282239914,0.0019920000340789557
58.95269775390625,-83.11035919189453,24.265026092529297,0.7098299860954285,-0.06718400120735168,0.1370600014925003,-0.06704799830913544,0.0
75.04217529296875,-73.85009765625,-1.9142760038375854,-0.7886999845504761,-0.09089600294828415,0.13118599355220795,-0.027607999742031097,0.0
84.04386901855469,-56.289337158203125,-26.75779151916504,2.003298044204712,-0.11460799723863602,0.10964799672365189,0.011831999756395817,0.0019920000340789557
83.98077392578125,-33.41289520263672,-50.81245803833008,-0.37857601046562195,-0.11856000125408173,0.08027800172567368,0.05127200111746788,0.0019920000340789557
77.58705139160156,-6.961019992828369,-69.8290023803711,1.372338056564331,-0.11658400297164917,0.04307600110769272,0.08873999863862991,0.0019920000340789557
61.87614440917969,18.626001358032227,-81.5145034790039,-1.340790033340454,-0.10077600181102753,-0.0019580000080168247,0.114376001060009,0.0019920000340789557
40.51814651489258,43.40090560913086,-84.32280731201172,-0.09464400261640549,-0.0711359977722168,-0.04307600110769272,0.13015200197696686,0.003984000068157911
15.05891227722168,64.95897674560547,-80.37855529785156,-0.07886999845504761,-0.04347199946641922,-0.07831999659538269,0.13212400674819946,0.0019920000340789557
-10.789416313171387,78.69116973876953,-68.16716003417969,0.06309600174427032,-0.0019759999122470617,-0.1076899990439415,0.12620800733566284,0.0019920000340789557
-35.62820816040039,84.81897735595703,-48.666786193847656,1.3092420101165771,0.03754400089383125,-0.12531200051307678,0.10451599955558777,0.005975999869406223
-59.03682327270508,82.7623062133789,-24.307098388671875,-0.7098299860954285,0.07311200350522995,-0.13314400613307953,0.07493600249290466,0.003984000068157911
-75.4207534790039,73.71298217773438,2.124635934829712,0.7729259729385376,0.10275200009346008,-0.12531200051307678,0.035496000200510025,0.003984000068157911
-84.0859375,56.373714447021484,26.600021362304688,-1.5931739807128906,0.11856000125408173,-0.10573200136423111,-0.005915999878197908,0.003984000068157911
-84.58018493652344,33.55000686645508,51.0333366394043,0.47321999073028564,0.13041600584983826,-0.07440400123596191,-0.04732799902558327,0.0019920000340789557
-77.73426818847656,7.034849166870117,69.86055755615234,-0.9779880046844482,0.12448800355195999,-0.03524399921298027,-0.07887999713420868,0.0019920000340789557
-61.89717483520508,-18.815847396850586,81.11481475830078,1.1357280015945435,0.1067039966583252,0.007832000032067299,-0.10451599955558777,0.0019920000340789557
-40.539180755615234,-43.443092346191406,83.80742645263672,0.11041799932718277,0.08101599663496017,0.04895000159740448,-0.12226399779319763,0.0
-14.953751564025879,-65.28592681884766,80.2418212890625,0.2681579887866974,0.05137600004673004,0.08027800172567368,-0.12620800733566284,0.0019920000340789557
11.199540138244629,-79.04976654052734,67.7464370727539,0.047322001308202744,0.009879999794065952,0.11552199721336365,-0.11832000315189362,0.0
35.733367919921875,-85.01936340332031,48.29865646362305,-1.1041799783706665,-0.03359200060367584,0.13118599355220795,-0.09860000014305115,0.0
59.057857513427734,-83.06816864013672,24.107255935668945,0.6625080108642578,-0.06323199719190598,0.1390179991722107,-0.06704799830913544,0.0
75.18939971923828,-73.83954620361328,-2.0299739837646484,-0.7256039977073669,-0.09484799951314926,0.12922799587249756,-0.027607999742031097,-0.0019920000340789557
84.11748504638672,-56.22605514526367,-26.8945255279541,1.971750020980835,-0.1106560006737709,0.11160600185394287,0.011831999756395817,0.0
83.98077392578125,-33.191410064697266,-50.99126434326172,-0.31547999382019043,-0.12053599953651428,0.08027800172567368,0.055215999484062195,0.0019920000340789557
