17-源安一线线路电压UA_17,18-源安一线线路电压UB_18,19-源安一线线路电压UC_19,20-源安一线线路电压3U0_20,5-源安一线线路电流IA_5,6-源安一线线路电流IB_6,7-源安一线线路电流IC_7,8-源安一线线路电流3I0_8
72.10054779052734,3.2010157108306885,-75.45695495605469,-0.09323346614837646,-0.010359274223446846,0.0,0.0034530912525951862,0.0034530912525951862
69.17922973632812,8.453167915344238,-77.84994506835938,-0.43508949875831604,-0.0034530912525951862,0.0069061825051903725,0.0069061825051903725,0.010359274223446846
65.8539047241211,13.612086296081543,-79.99431610107422,-0.8701789975166321,-0.010359274223446846,0.0034530912525951862,0.0069061825051903725,0.0034530912525951862
62.43534469604492,18.584537506103516,-81.8589859008789,-1.1498794555664062,-0.010359274223446846,0.0,0.0,-0.0034530912525951862
58.830318450927734,23.556989669799805,-83.22640991210938,-1.1498794555664062,-0.010359274223446846,0.0,-0.0034530912525951862,0.0
55.038822174072266,28.52943992614746,-84.1276626586914,-0.9634124636650085,-0.010359274223446846,0.0069061825051903725,0.0,0.0
50.78116226196289,33.315425872802734,-84.62490844726562,-0.7147899270057678,-0.0069061825051903725,0.010359274223446846,0.0,0.0034530912525951862
46.337032318115234,37.97710037231445,-84.65599060058594,-0.5283229947090149,-0.0034530912525951862,0.0069061825051903725,-0.0034530912525951862,0.0034530912525951862
41.42673873901367,42.66984939575195,-84.59383392333984,-0.5283229947090149,-0.013812365010380745,0.0069061825051903725,-0.0069061825051903725,-0.0034530912525951862
36.45428466796875,47.36260223388672,-84.28305053710938,-0.5594007968902588,-0.010359274223446846,0.010359274223446846,-0.0069061825051903725,-0.0034530912525951862
31.419677734375,51.962120056152344,-83.78580474853516,-0.6526342630386353,-0.010359274223446846,0.017265455797314644,-0.0034530912525951862,0.0069061825051903725
26.198604583740234,56.406246185302734,-83.10209655761719,-0.8391011953353882,-0.010359274223446846,0.017265455797314644,0.0,0.0069061825051903725
20.915374755859375,60.60175323486328,-82.20083618164062,-0.9634124636650085,-0.017265455797314644,0.013812365010380745,-0.0034530912525951862,0.0
15.632144927978516,64.54863739013672,-80.95772552490234,-0.9012568593025208,-0.02762473002076149,0.013812365010380745,-0.0069061825051903725,-0.0069061825051903725
10.442148208618164,68.12258911132812,-79.09305572509766,-0.5904785990715027,-0.02417163923382759,0.017265455797314644,0.0,-0.0034530912525951862
5.345385551452637,71.44791412353516,-76.85545349121094,-0.15538911521434784,-0.017265455797314644,0.02417163923382759,0.0069061825051903725,0.0034530912525951862
0.031077822670340538,74.27599334716797,-74.21383666992188,0.18646693229675293,-0.017265455797314644,0.020718548446893692,0.0034530912525951862,0.0069061825051903725
-5.407541275024414,76.85545349121094,-71.41683197021484,0.3418560326099396,-0.02417163923382759,0.020718548446893692,0.0,-0.0034530912525951862
-10.628615379333496,79.18628692626953,-68.49552154541016,0.40401169657707214,-0.03107782080769539,0.013812365010380745,-0.0069061825051903725,-0.0034530912525951862
-15.725378036499023,81.20635223388672,-65.29450225830078,0.5283229947090149,-0.02417163923382759,0.017265455797314644,0.0,0.0
-20.697830200195312,82.94670867919922,-61.87594223022461,0.5283229947090149,-0.013812365010380745,0.020718548446893692,0.013812365010380745,0.0069061825051903725
-25.639204025268555,84.1898193359375,-58.239837646484375,0.4661673307418823,-0.017265455797314644,0.013812365010380745,0.010359274223446846,0.0069061825051903725
-30.54949951171875,84.84245300292969,-54.29295349121094,0.3418560326099396,-0.020718548446893692,0.0069061825051903725,0.0069061825051903725,-0.0034530912525951862
-35.33548355102539,85.15322875976562,-49.84882736206055,0.2797003984451294,-0.02762473002076149,0.0,0.0069061825051903725,-0.0034530912525951862
-39.935001373291016,85.15322875976562,-45.00068664550781,0.3418560326099396,-0.017265455797314644,0.0,0.013812365010380745,0.0034530912525951862
