220kV IV段电压_A相_5,220kV IV段电压_B相_6,220kV IV段电压_C相_7,220kV IV段电压_3U0_8,220kV虹花II回_A相_13,220kV虹花II回_B相_14,220kV虹花II回_C相_15,220kV虹花II回_3I0_16
82.01377868652344,-44.81471252441406,-24.855579376220703,21.6593017578125,0.09293518215417862,-0.7900255918502808,7.518457412719727,6.903556823730469
81.5892105102539,-26.851577758789062,-39.02471160888672,27.727642059326172,0.24163146317005157,-0.446132093667984,3.185159206390381,2.9958832263946533
72.69403076171875,-5.722127914428711,-50.0532112121582,29.921579360961914,0.4182083010673523,-0.009294418618083,-1.8796143531799316,-1.4793336391448975
59.51176452636719,16.28685188293457,-57.236244201660156,32.33335494995117,0.5854916572570801,0.446132093667984,-7.361051082611084,-6.345317840576172
43.595706939697266,34.788055419921875,-60.35614776611328,31.430883407592773,0.7156009078025818,0.9387362599372864,-12.851747512817383,-11.211301803588867
23.05084228515625,54.92415237426758,-59.868988037109375,31.586483001708984,0.929351806640625,1.3848683834075928,-18.083187103271484,-15.85399055480957
2.226384162902832,69.0587387084961,-55.235774993896484,28.038837432861328,1.059460997581482,1.7659395933151245,-22.796110153198242,-20.02217674255371
-19.167613983154297,78.38177490234375,-47.28572082519531,20.94355010986328,1.1895703077316284,2.109833002090454,-26.51830291748047,-23.297178268432617
-40.01278305053711,83.08985137939453,-35.3554573059082,13.50594425201416,1.2081573009490967,2.3236045837402344,-29.036800384521484,-25.48361587524414
-56.912593841552734,79.77867889404297,-20.336383819580078,4.185597896575928,1.2917989492416382,2.518787384033203,-30.018274307250977,-26.227933883666992
-72.5283432006836,75.19476318359375,-5.887393474578857,-5.88162088394165,1.2917989492416382,2.5373761653900146,-29.48124122619629,-25.660390853881836
-80.64688110351562,63.24348449707031,9.836507797241211,-13.490384101867676,1.2360378503799438,2.48160982131958,-27.462739944458008,-23.725162506103516
-82.62474060058594,44.80436706542969,25.011056900024414,-22.84185028076172,1.1895703077316284,2.239954948425293,-24.036842346191406,-20.608327865600586
-82.14839935302734,27.027482986450195,38.44426345825195,-29.11246681213379,1.0501675605773926,1.868178129196167,-19.407249450683594,-16.449445724487305
-73.17037200927734,5.804907321929932,49.255096435546875,-31.913238525390625,0.8457101583480835,1.3941627740859985,-14.018404006958008,-11.611373901367188
-59.946685791015625,-16.162683486938477,56.24119186401367,-35.118568420410156,0.7156009078025818,0.9015585780143738,-8.064748764038086,-6.3360137939453125
-43.11936569213867,-34.99500274658203,58.8946647644043,-33.98270034790039,0.5390240550041199,0.36248233914375305,-2.1110939979553223,-1.0327423810958862
-22.595211029052734,-54.96554183959961,58.853206634521484,-32.62899398803711,0.31597959995269775,-0.12082744389772415,3.4258980751037598,3.8239378929138184
-2.278160572052002,-68.9863052368164,55.173583984375,-28.16331672668457,0.2137509137392044,-0.511193037033081,8.138822555541992,8.038642883300781
19.426496505737305,-78.4542007446289,46.72600173950195,-21.53482437133789,0.0836416631937027,-0.864380955696106,11.898051261901855,11.332254409790039
39.59857177734375,-83.08985137939453,34.764644622802734,-15.201967239379883,-0.03717407211661339,-1.0688581466674805,14.592473983764648,13.658249855041504
56.467315673828125,-79.5096435546875,20.274192810058594,-4.667953014373779,-0.0836416631937027,-1.3012186288833618,15.796167373657227,14.579344749450684
72.08306884765625,-75.31893157958984,5.6697258949279785,4.621273517608643,-0.11152221262454987,-1.356985092163086,15.518392562866211,14.23509693145752
80.19125366210938,-63.5849494934082,-10.002349853515625,11.669882774353027,-0.027880553156137466,-1.273335337638855,13.740629196166992,12.578988075256348
81.97235870361328,-44.897491455078125,-25.166534423828125,21.06802749633789,0.018587036058306694,-1.0688581466674805,10.648061752319336,9.722664833068848
81.91022491455078,-26.623933792114258,-39.36676025390625,27.96103858947754,0.12081573158502579,-0.7249646782875061,6.286985874176025,5.759166717529297
73.2842788696289,-5.587611675262451,-50.20868682861328,30.49729347229004,0.2602185010910034,-0.32530465722084045,1.1296204328536987,1.1257822513580322
59.74993896484375,15.15898323059082,-70.8974838256836,6.9708099365234375,-0.15798979997634888,-0.56695955991745,0.17592449486255646,-0.5024151802062988
45.24219512939453,35.82279968261719,-74.63929748535156,11.358685493469238,-0.947938859462738,-1.2547465562820435,0.17592449486255646,-1.944532871246338
24.25205421447754,55.64847183227539,-69.17687225341797,18.811851501464844,-1.6170721054077148,-1.8774725198745728,0.19444286823272705,-3.228482961654663
3.1169378757476807,69.13117218017578,-66.12952423095703,10.845211029052734,-2.2583248615264893,-2.444432020187378,0.18518367409706116,-4.428697109222412
-17.624677658081055,80.42021942138672,-55.46380615234375,12.883550643920898,-2.797348976135254,-2.881269693374634,0.18518367409706116,-5.396311283111572
-38.956546783447266,83.46235656738281,-39.12836456298828,9.39814567565918,-3.215557336807251,-3.2716352939605713,0.16666531562805176,-6.205758094787598
-55.58711624145508,81.04106140136719,-24.575721740722656,1.4159457683563232,-3.4386017322540283,-3.355285167694092,0.18518367409706116,-6.503485679626465
-71.0164794921875,75.7121353149414,-5.172199726104736,-1.3848260641098022,-3.457188606262207,-3.2809298038482666,0.21296122670173645,-6.419749736785889
-81.78596496582031,63.87467575073242,13.889273643493652,-7.079729080200195,-3.299198865890503,-3.0020971298217773,0.19444286823272705,-6.019678592681885
-82.03449249267578,45.2596549987793,29.903398513793945,-12.261157035827637,-2.9088711738586426,-2.54667067527771,0.18518367409706116,-5.154407978057861
-82.49011993408203,25.8375301361084,48.757568359375,-14.081658363342285,-2.3233795166015625,-1.886767029762268,0.16666531562805176,-3.9355857372283936
-74.85828399658203,4.8529438972473145,60.128116607666016,-17.240306854248047,-1.5891915559768677,-1.1432135105133057,0.22222042083740234,-2.456252098083496
-61.06505584716797,-17.073257446289062,67.6531982421875,-18.422855377197266,-0.7156009078025818,-0.3531879186630249,0.21296122670173645,-0.781534731388092
-45.200775146484375,-36.28843307495117,71.40538024902344,-17.69154167175293,0.1301092505455017,0.43683767318725586,0.18518367409706116,0.8838785886764526
-23.8171329498291,-55.42082977294922,69.0317611694336,-17.89381980895996,0.9386453032493591,1.1618022918701172,0.17592449486255646,2.4097321033477783
-3.355109214782715,-69.64854431152344,64.52293395996094,-14.984129905700684,1.691420316696167,1.7752339839935303,0.16666531562805176,3.758810043334961
17.448638916015625,-80.07875061035156,55.20467758178711,-13.023589134216309,2.276911973953247,2.305015802383423,0.16666531562805176,4.893896102905273
39.10152053833008,-83.34854125976562,38.86923599243164,-9.289226531982422,2.7230007648468018,2.6674981117248535,0.17592449486255646,5.731255054473877
56.29127502441406,-80.36847686767578,22.63744354248047,-2.302856922149658,3.02968692779541,2.8069143295288086,0.16666531562805176,6.1499342918396
71.09931945800781,-75.58796691894531,5.016722679138184,1.0425095558166504,3.0203933715820312,2.8069143295288086,0.14814694225788116,6.131326198577881
81.06109619140625,-63.89537048339844,-14.283148765563965,5.352586269378662,2.946045160293579,2.574553966522217,0.17592449486255646,5.805686950683594
81.91022491455078,-45.03200912475586,-30.91918182373047,10.720732688903809,2.5650110244750977,2.1934828758239746,0.13888776302337646,5.070672035217285
82.45905303955078,-25.889266967773438,-48.63318634033203,14.019418716430664,2.007399797439575,1.6265232563018799,0.12962856888771057,3.944889783859253
74.6304702758789,-4.842596530914307,-60.69819641113281,16.011079788208008,1.3661471605300903,0.9480307102203369,0.15740612149238586,2.5772039890289307
61.27216339111328,17.145689010620117,-68.63788604736328,17.02246856689453,0.548317551612854,0.17659395933151245,0.16666531562805176,1.0234383344650269
45.69783020019531,36.57815933227539,-85.88545989990234,-6.441775321960449,0.48326292634010315,0.36248233914375305,0.16666531562805176,1.135086178779602
24.003528594970703,54.189483642578125,-82.8381118774414,-8.07555866241455,0.36244720220565796,0.4833097755908966,0.15740612149238586,1.135086178779602
4.173175811767578,70.99370574951172,-72.86685943603516,4.278956890106201,0.14869628846645355,0.5762539505958557,0.15740612149238586,0.9862224459648132
-16.1231632232666,80.69960021972656,-65.55944061279297,-1.493744969367981,-0.12081573158502579,0.6134316325187683,0.15740612149238586,0.7629267573356628
-36.04671096801758,85.51115417480469,-46.311397552490234,5.60154390335083,-0.26951202750205994,0.6970813870429993,0.12962856888771057,0.6977989077568054
-56.90223693847656,81.53773498535156,-25.975013732910156,-2.863011121749878,-0.40891480445861816,0.7993199825286865,0.14814694225788116,0.6698869466781616
-69.33892059326172,76.3226318359375,-7.659830570220947,-1.5093048810958862,-0.5111435055732727,0.678492546081543,0.14814694225788116,0.4558952748775482
-81.08180236816406,64.39205169677734,19.05110740661621,3.82772159576416,-0.5390240550041199,0.6320204734802246,0.16666531562805176,0.3814633786678314
-84.10554504394531,45.78737258911133,36.474891662597656,-3.23644757270813,-0.455382376909256,0.5297818779945374,0.14814694225788116,0.35355144739151
-81.9930648803711,26.22038459777832,55.69184112548828,-0.23339766263961792,-0.3903277516365051,0.4275432527065277,0.13888776302337646,0.307031512260437
