曲营II回TV_A相_1,曲营II回TV_B相_2,曲营II回TV_C相_3,曲营II回TV_3U0_4,曲营I回线_A相_33,曲营I回线_B相_34,曲营I回线_C相_35,曲营I回线_3I0_36
-11.369010925292969,-66.19588470458984,77.5085678100586,0.2646242380142212,0.003803843632340431,-0.07973116636276245,0.04530327394604683,-0.01695297658443451
8.555521011352539,-77.87261962890625,69.32074737548828,0.3113226294517517,0.02852882631123066,-0.09491805732250214,0.0339774563908577,-0.01695297658443451
29.703763961791992,-84.6771240234375,53.236419677734375,-2.7396392822265625,0.051351889967918396,-0.09681641310453415,0.01698872819542885,-0.013185648247599602
50.423187255859375,-84.27197265625,32.88652038574219,-1.4320842027664185,0.06656726449728012,-0.09871477633714676,-0.0075505455024540424,-0.01695297658443451
66.41510772705078,-77.8206787109375,12.495004653930664,2.008031129837036,0.08558648079633713,-0.09112133085727692,-0.03020218200981617,-0.018836641684174538
78.06651306152344,-69.59294128417969,-8.333471298217773,0.326888769865036,0.10080185532569885,-0.07023935765028,-0.04907854646444321,-0.015069312416017056
83.87129974365234,-54.37370681762695,-29.952638626098633,-0.5759468674659729,0.09509608894586563,-0.05125575140118599,-0.07361781597137451,-0.015069312416017056
83.76670837402344,-33.05638885498047,-49.36619186401367,2.7552053928375244,0.09509608894586563,-0.03037377819418907,-0.10193236917257309,-0.018836641684174538
77.7736587524414,-11.624794960021973,-65.25284576416016,2.1636922359466553,0.08558648079633713,-0.003796722274273634,-0.11325818300247192,-0.018836641684174538
69.12400817871094,7.718697547912598,-77.9039077758789,-1.0740630626678467,0.07227303087711334,0.02088197134435177,-0.12835927307605743,-0.018836641684174538
53.61320495605469,29.37883949279785,-83.55319213867188,-0.09339679032564163,0.05325381085276604,0.04366230592131615,-0.13779745995998383,-0.018836641684174538
33.102962493896484,50.43644332885742,-82.77290344238281,2.225956916809082,0.03423459082841873,0.06644263863563538,-0.13402219116687775,-0.020720304921269417
11.38992977142334,65.98811340332031,-77.92472076416016,-0.14009518921375275,0.015215374529361725,0.08162952959537506,-0.11892109364271164,-0.01695297658443451
-8.52414321899414,77.59213256835938,-69.6224594116211,-0.18679358065128326,-0.003803843632340431,0.09112133085727692,-0.10948291420936584,-0.015069312416017056
-29.724681854248047,84.32391357421875,-53.29884338378906,3.004263401031494,-0.02852882631123066,0.09301969408988953,-0.09060654789209366,-0.01695297658443451
-50.266300201416016,83.80448913574219,-33.052982330322266,1.6344438791275024,-0.05325381085276604,0.09491805732250214,-0.07361781597137451,-0.015069312416017056
-66.3941879272461,77.44669342041016,-12.651062965393066,-1.9768987894058228,-0.06466533988714218,0.08352788537740707,-0.04719090834259987,-0.01695297658443451
-78.11881256103516,69.36439514160156,8.208624839782715,-0.18679358065128326,-0.07797879725694656,0.06834100186824799,-0.024539273232221603,-0.018836641684174538
-83.93405151367188,54.31137466430664,29.786176681518555,0.8250049948692322,-0.07607687264680862,0.05125575140118599,0.0,-0.018836641684174538
-83.81900024414062,32.931724548339844,49.21013641357422,-2.5217134952545166,-0.07607687264680862,0.02467869408428669,0.024539273232221603,-0.015069312416017056
-77.84687042236328,11.54168701171875,64.98234558105469,-2.008031129837036,-0.06656726449728012,0.001898361137136817,0.035865090787410736,-0.01695297658443451
-69.18675994873047,-7.822583198547363,77.66461944580078,1.2919889688491821,-0.05705765262246132,-0.02278033271431923,0.04907854646444321,-0.01695297658443451
-53.70733642578125,-29.358062744140625,83.1162338256836,0.23349198698997498,-0.03994035720825195,-0.04935738816857338,0.05474145710468292,-0.018836641684174538
-33.22846984863281,-50.41566848754883,82.34635162353516,-2.03916335105896,-0.01331345271319151,-0.06454427540302277,0.052853818982839584,-0.015069312416017056
-11.525897026062012,-66.12316131591797,77.62300872802734,0.2957565188407898,0.009509609080851078,-0.07403608411550522,0.050966184586286545,-0.015069312416017056
8.388175964355469,-77.78951263427734,69.40397644042969,0.3424549102783203,0.02472498267889023,-0.09301969408988953,0.035865090787410736,-0.015069312416017056
29.682846069335938,-84.78101348876953,53.340457916259766,-2.7707715034484863,0.047548044472932816,-0.09681641310453415,0.01698872819542885,-0.01695297658443451
50.349971771240234,-84.20964050292969,32.90732955932617,-1.4632164239883423,0.07227303087711334,-0.09871477633714676,-0.0037752727512270212,-0.01695297658443451
66.2373046875,-77.74796295166016,12.661466598510742,2.023597240447998,0.0798807144165039,-0.08542624861001968,-0.03020218200981617,-0.01695297658443451
77.96192169189453,-69.66566467285156,-8.125394821166992,0.2957565188407898,0.09509608894586563,-0.07023935765028,-0.05474145710468292,-0.018836641684174538
83.99681091308594,-54.53992462158203,-29.859004974365234,-0.5915130376815796,0.10080185532569885,-0.04935738816857338,-0.07550545781850815,-0.013185648247599602
83.82946014404297,-33.10832977294922,-49.30377197265625,2.7552053928375244,0.09319417178630829,-0.02657705545425415,-0.10004472732543945,-0.013185648247599602
77.72136688232422,-11.61440658569336,-65.1384048461914,2.21039080619812,0.08558648079633713,-0.003796722274273634,-0.11514581739902496,-0.018836641684174538
69.19721984863281,7.542092323303223,-77.71664428710938,-1.0896292924880981,0.07417494803667068,0.02467869408428669,-0.13024690747261047,-0.01695297658443451
53.780548095703125,29.25417709350586,-83.52198028564453,-0.10896292328834534,0.05515573173761368,0.04176394268870354,-0.1321345418691635,-0.01695297658443451
33.29122543334961,50.38450241088867,-82.79371643066406,2.257089138031006,0.03043074905872345,0.06454427540302277,-0.1321345418691635,-0.020720304921269417
11.452683448791504,65.96733856201172,-77.97673797607422,-0.21792584657669067,0.011411530897021294,0.07783280313014984,-0.12269636243581772,-0.018836641684174538
-8.294044494628906,77.52980041503906,-69.63286590576172,0.06226452812552452,-0.01331345271319151,0.09112133085727692,-0.11514581739902496,-0.018836641684174538
-29.672388076782227,84.23042297363281,-53.37166976928711,2.817469835281372,-0.03613651543855667,0.0892229750752449,-0.09626945853233337,-0.01695297658443451
-50.23492431640625,83.8668212890625,-33.12580871582031,1.6967084407806396,-0.05325381085276604,0.09301969408988953,-0.07361781597137451,-0.018836641684174538
