17-110kVⅡ段母线电压Ua_17,18-110kVⅡ段母线电压Ub_18,19-110kVⅡ段母线电压Uc_19,20-110kVⅡ段母线电压3Uo_20,37-110kV樟兴II回线路电流Ia_37,38-110kV樟兴II回线路电流Ib_38,39-110kV樟兴II回线路电流Ic_39,40-110kV樟兴II回线路电流3Io_40
-83.78440856933594,56.06332015991211,27.283153533935547,-0.7281585931777954,-0.035301849246025085,-0.10585986822843552,0.10591994971036911,0.0
-84.41913604736328,51.853031158447266,32.06245422363281,-0.7914767265319824,-0.035301849246025085,-0.10585986822843552,0.1412266045808792,0.0
-84.51435089111328,47.832679748535156,36.77845001220703,0.22161349654197693,0.0,-0.10585986822843552,0.10591994971036911,-0.0352664589881897
-84.70476531982422,43.147544860839844,41.494449615478516,0.06331814080476761,0.0,-0.1411464959383011,0.10591994971036911,0.0
-84.64129638671875,38.27247619628906,46.33705139160156,0.0,0.0,-0.10585986822843552,0.1412266045808792,0.0
-84.26045989990234,33.42905807495117,50.79983901977539,0.06331814080476761,0.035301849246025085,-0.10585986822843552,0.10591994971036911,0.0
-83.27662658691406,28.4273624420166,54.97776794433594,0.34824976325035095,0.0,-0.10585986822843552,0.10591994971036911,0.0
-82.32453155517578,23.07744789123535,58.80754089355469,-0.5698632597923279,0.035301849246025085,-0.1411464959383011,0.10591994971036911,0.0
-80.8963851928711,17.98078155517578,62.795562744140625,0.031659070402383804,0.035301849246025085,-0.1411464959383011,0.0706133022904396,-0.0352664589881897
-79.34129333496094,12.47258472442627,66.37212371826172,-0.6331813931465149,0.035301849246025085,-0.1411464959383011,0.0706133022904396,0.0
-77.2784194946289,7.21763801574707,69.50557708740234,-0.7598176598548889,0.07060369849205017,-0.17643311619758606,0.0353066511452198,0.0
-74.83470916748047,1.8993784189224243,72.4491195678711,-0.6331813931465149,0.07060369849205017,-0.1411464959383011,0.0706133022904396,-0.0352664589881897
-71.97842407226562,-3.4188811779022217,75.32935333251953,0.15829534828662872,0.07060369849205017,-0.1411464959383011,0.0706133022904396,0.0
-69.21734619140625,-8.673828125,77.70317840576172,-0.09497720748186111,0.10590554773807526,-0.10585986822843552,0.0706133022904396,0.0
-65.916748046875,-13.675524711608887,79.66554260253906,0.31659069657325745,0.10590554773807526,-0.1411464959383011,0.0353066511452198,0.0
-62.29878616333008,-18.77219009399414,81.53295135498047,1.0130902528762817,0.10590554773807526,-0.1411464959383011,0.0,0.0
-58.71255874633789,-23.995479583740234,82.95724487304688,0.6015223264694214,0.07060369849205017,-0.1411464959383011,0.0353066511452198,0.0
-54.872440338134766,-28.997177124023438,84.00172424316406,0.41156792640686035,0.10590554773807526,-0.17643311619758606,0.0353066511452198,0.0
