110kV II母_5,110kV II母_6,110kV II母_7,110kV II母_8,110kV崇古六线_33,110kV崇古六线_34,110kV崇古六线_35,110kV崇古六线_36
59.681968688964844,21.615840911865234,-81.31900024414062,0.007780999876558781,-0.030261000618338585,0.0778139978647232,-0.03458400070667267,-0.017292000353336334
56.100521087646484,26.346954345703125,-82.56403350830078,-0.03890499845147133,-0.0648450031876564,0.0778139978647232,-0.017292000353336334,-0.017292000353336334
52.24357986450195,31.125749588012695,-83.58124542236328,-0.10115300118923187,-0.0648450031876564,0.09510599821805954,-0.017292000353336334,-0.017292000353336334
47.957496643066406,35.99461364746094,-84.25409698486328,-0.12449599802494049,-0.0648450031876564,0.0778139978647232,-0.017292000353336334,-0.017292000353336334
43.1786994934082,40.9217529296875,-84.42892456054688,-0.07780999690294266,-0.0648450031876564,0.0778139978647232,0.0,-0.017292000353336334
38.32573318481445,45.60518264770508,-84.3812484741211,-0.03890499845147133,-0.030261000618338585,0.06052200123667717,-0.017292000353336334,-0.017292000353336334
33.43567657470703,49.944244384765625,-83.86734008789062,-0.031123999506235123,-0.04755299910902977,0.008646000176668167,0.0,-0.017292000353336334
28.39198112487793,53.954830169677734,-82.8077392578125,-0.05446700006723404,-0.0648450031876564,0.043230000883340836,0.0,-0.017292000353336334
23.06219482421875,58.18793487548828,-81.70045471191406,0.10115300118923187,-0.08213700354099274,0.043230000883340836,0.0,-0.03458400070667267
17.62114715576172,62.53229522705078,-80.74152374267578,0.03890499845147133,-0.0648450031876564,0.06052200123667717,0.0,-0.017292000353336334
11.867520332336426,66.68592834472656,-79.13092803955078,0.11671499907970428,-0.08213700354099274,0.06052200123667717,0.0,-0.017292000353336334
6.018527984619141,69.98128509521484,-76.53490447998047,0.12449599802494049,-0.09942899644374847,0.06052200123667717,0.0,-0.017292000353336334
0.40794599056243896,72.90577697753906,-73.8965072631836,0.2801159918308258,-0.08213700354099274,0.008646000176668167,0.051876001060009,-0.017292000353336334
-4.9430341720581055,75.30577087402344,-70.87664031982422,0.3034589886665344,-0.0648450031876564,0.008646000176668167,0.051876001060009,-0.017292000353336334
-10.018518447875977,77.28192901611328,-67.80380249023438,0.34236401319503784,-0.0648450031876564,0.008646000176668167,0.03458400070667267,-0.017292000353336334
-14.569499969482422,78.57463836669922,-64.59321594238281,0.31123998761177063,-0.0648450031876564,0.008646000176668167,0.017292000353336334,-0.017292000353336334
-19.019819259643555,79.80907440185547,-61.36143493652344,0.3968310058116913,-0.0648450031876564,0.008646000176668167,0.03458400070667267,-0.017292000353336334
-23.7297420501709,80.85807800292969,-57.71641159057617,0.31902098655700684,-0.0648450031876564,0.008646000176668167,0.03458400070667267,-0.017292000353336334
-28.497941970825195,82.07131958007812,-54.182647705078125,0.35792601108551025,-0.0648450031876564,-0.008646000176668167,0.017292000353336334,-0.017292000353336334
