500kV德博II电压_A相_1,500kV德博II电压_B相_2,500kV德博II电压_C相_3,500kV德博II电压_3U0_4,德博II回电流_A相_33,德博II回电流_B相_34,德博II回电流_C相_35,德博II回电流_3I0_36
-67.43115997314453,-13.528152465820312,80.94983673095703,0.03116735816001892,0.21499302983283997,0.07001437991857529,-0.26911312341690063,0.013244823552668095
-50.88453674316406,-35.47243881225586,86.90416717529297,0.9661881327629089,0.1503048688173294,0.1419210433959961,-0.2804841101169586,0.011352705769240856
-30.478424072265625,-55.130859375,86.2391128540039,1.075273871421814,0.08181151002645493,0.20815084874629974,-0.2785889506340027,0.0075684706680476665
-8.461580276489258,-70.52926635742188,79.67167663574219,1.0908575057983398,0.005707779433578253,0.25545787811279297,-0.2539518177509308,0.009460588917136192
13.57618236541748,-81.189697265625,67.66948699951172,0.0779183954000473,-0.07039594650268555,0.2819497883319855,-0.2065727561712265,0.005676352884620428
35.62440490722656,-86.9355239868164,51.198951721191406,-0.2337551862001419,-0.13888929784297943,0.2914111912250519,-0.14782270789146423,0.0075684706680476665
55.41341781616211,-86.20820617675781,30.74846649169922,0.01558367908000946,-0.20357747375965118,0.28951892256736755,-0.07770168036222458,0.0037842353340238333
70.56895446777344,-79.55842590332031,9.113350868225098,0.264922559261322,-0.24733711779117584,0.2668115496635437,-0.003790325718000531,0.0037842353340238333
81.39434051513672,-67.50569152832031,-13.051732063293457,1.4336985349655151,-0.28348639607429504,0.2213968187570572,0.06633070111274719,0.0018921176670119166
87.18879699707031,-50.72537612915039,-35.32073211669922,1.9012088775634766,-0.28919416666030884,0.15516699850559235,0.13834689557552338,0.0018921176670119166
85.94413757324219,-30.246124267578125,-55.01263427734375,1.075273871421814,-0.28729158639907837,0.08704490214586258,0.2008872628211975,-0.0018921176670119166
79.52212524414062,-8.675889015197754,-70.28814697265625,0.9661881327629089,-0.2587526738643646,0.009461402893066406,0.24637117981910706,0.0
67.4729995727539,13.548933029174805,-81.13687896728516,-0.03116735816001892,-0.2130904346704483,-0.0624452568590641,0.28237926959991455,-0.0018921176670119166
50.717185974121094,35.430877685546875,-86.8937759399414,-0.919437050819397,-0.14840227365493774,-0.13624419271945953,0.2918550968170166,0.0
