1-220kV母线Ⅰ电压Ua_1,2-220kV母线Ⅰ电压Ub_2,3-220kV母线Ⅰ电压Uc_3,4-220kV母线Ⅰ电压3Uo_4,33-220kV江汉Ⅰ线路电流Ia_33,34-220kV江汉Ⅰ线路电流Ib_34,35-220kV江汉Ⅰ线路电流Ic_35,36-220kV江汉Ⅰ线路电流3Io_36
-64.26219177246094,-14.975719451904297,79.24730682373047,0.1269036829471588,0.007127553690224886,0.028476180508732796,-0.035569120198488235,-0.007121496833860874
-60.79286193847656,-19.98877716064453,80.89697265625,0.31725919246673584,0.007127553690224886,0.021357135847210884,-0.028455296531319618,-0.007121496833860874
-56.909759521484375,-24.970108032226562,82.03904724121094,0.41243696212768555,0.007127553690224886,0.028476180508732796,-0.028455296531319618,0.0
-52.61288070678711,-29.85625457763672,82.67353057861328,0.44416287541389465,0.007127553690224886,0.028476180508732796,-0.035569120198488235,0.0
-48.220516204833984,-34.710670471191406,83.08595275878906,0.41243696212768555,0.0,0.028476180508732796,-0.028455296531319618,-0.007121496833860874
-43.60535430908203,-39.50163269042969,83.24456787109375,0.38071101903915405,-0.007127553690224886,0.028476180508732796,-0.028455296531319618,-0.007121496833860874
-38.8310432434082,-44.165679931640625,83.0542221069336,0.2538073658943176,0.0,0.03559522703289986,-0.021341472864151,0.0
-33.83393478393555,-48.575904846191406,82.45146179199219,0.1269036829471588,-0.007127553690224886,0.03559522703289986,-0.021341472864151,-0.007121496833860874
-28.836824417114258,-52.7322998046875,81.56318664550781,0.0,-0.007127553690224886,0.03559522703289986,-0.028455296531319618,-0.007121496833860874
-23.903371810913086,-56.888694763183594,80.70662689208984,-0.0634518414735794,-0.007127553690224886,0.04271427169442177,-0.021341472864151,-0.007121496833860874
-18.906261444091797,-60.75954055786133,79.62799835205078,-0.09517775475978851,-0.007127553690224886,0.03559522703289986,-0.021341472864151,-0.007121496833860874
-13.750008583068848,-64.40828704833984,78.10523223876953,0.0,-0.007127553690224886,0.03559522703289986,-0.021341472864151,0.007121496833860874
