220kVⅠ母线电压_1,220kVⅠ母线电压_2,220kVⅠ母线电压_3,220kVⅠ母线电压_4,祥紫线_9,祥紫线_10,祥紫线_11,祥紫线_12
18.733722686767578,-80.56669616699219,60.7839469909668,-0.1711679995059967,0.12104299664497375,-0.05619899928569794,-0.103752002120018,-0.01296900026500225
23.973445892333984,-81.92827606201172,57.006473541259766,-0.09335800260305405,0.09078200161457062,-0.0259380005300045,-0.142658993601799,0.01296900026500225
28.969459533691406,-82.81304168701172,52.9270133972168,-0.10892000049352646,0.08645900338888168,-0.0043230000883340836,-0.13401299715042114,-0.01296900026500225
33.7535514831543,-83.36933135986328,48.51377868652344,-0.20229199528694153,0.06484399735927582,0.0259380005300045,-0.13833600282669067,0.0043230000883340836
38.41049575805664,-83.3746337890625,43.825050354003906,-0.35791200399398804,0.09510499984025955,0.0043230000883340836,-0.12536700069904327,0.0043230000883340836
42.84492111206055,-83.14682006835938,39.15751266479492,-0.35791200399398804,0.06484399735927582,-0.017292000353336334,-0.1296900063753128,-0.01296900026500225
46.97206115722656,-82.65410614013672,34.56944274902344,-0.3112260103225708,0.09510499984025955,0.0043230000883340836,-0.1556279957294464,0.01296900026500225
50.987945556640625,-82.18788146972656,30.0820369720459,-0.280102014541626,0.06916700303554535,0.0043230000883340836,-0.13401299715042114,0.01296900026500225
55.08330154418945,-81.5415267944336,25.462181091308594,-0.11670099943876266,0.07349000126123428,0.01296900026500225,-0.15130500495433807,0.0
58.9084587097168,-80.50841522216797,20.805238723754883,0.15563400089740753,0.06484399735927582,0.0259380005300045,-0.16427400708198547,0.01296900026500225
62.389244079589844,-79.05146789550781,15.87809944152832,0.2334440052509308,0.06916700303554535,0.05619899928569794,-0.17292000353336334,0.0043230000883340836
65.5362548828125,-77.2607421875,11.019832611083984,0.28791099786758423,0.025937000289559364,0.08213700354099274,-0.142658993601799,0.0
68.64617919921875,-75.25809478759766,5.88607120513916,0.2645680010318756,0.0043219998478889465,0.07349099963903427,-0.16427400708198547,0.0043230000883340836
71.7137222290039,-72.94816589355469,0.5191969871520996,0.15563400089740753,-9.999999974752427e-07,0.10807500034570694,-0.20318099856376648,0.01296900026500225
74.45278930664062,-70.4051284790039,-4.8211870193481445,0.07782399654388428,0.02161400020122528,0.07349099963903427,-0.1685969978570938,-0.01296900026500225
76.79450225830078,-67.52301788330078,-9.827796936035156,0.28791099786758423,0.012968000024557114,0.07349099963903427,-0.17292000353336334,-0.017292000353336334
78.68059539794922,-64.1375961303711,-14.97215461730957,0.44353100657463074,0.012968000024557114,0.06916800141334534,-0.1685969978570938,-0.017292000353336334
80.24349975585938,-60.50316619873047,-20.03704261779785,0.5680270195007324,0.00864499993622303,0.11239799857139587,-0.1685969978570938,0.0
81.43025207519531,-56.54026412963867,-24.990673065185547,0.7080850005149841,-0.008647000417113304,0.1296900063753128,-0.14698199927806854,-0.008646000176668167
82.2249526977539,-52.418418884277344,-29.80125617980957,0.8325809836387634,-0.05187699943780899,0.13833600282669067,-0.14698199927806854,0.008646000176668167
82.60111236572266,-48.005184173583984,-34.55356216430664,0.8870480060577393,-0.07349199801683426,0.142658993601799,-0.13401299715042114,0.0043230000883340836
82.47396087646484,-43.43830871582031,-39.09394836425781,0.5369030237197876,-0.07349199801683426,0.15130500495433807,-0.13833600282669067,0.0
82.0925064086914,-38.60653305053711,-43.62903594970703,0.2567870020866394,-0.07349199801683426,0.1685969978570938,-0.13833600282669067,-0.017292000353336334
81.55210876464844,-33.83303451538086,-47.83564758300781,0.17897699773311615,-0.06484600156545639,0.13833600282669067,-0.1296900063753128,0.008646000176668167
80.86337280273438,-29.064834594726562,-51.89921569824219,0.15563400089740753,-0.0907839983701706,0.13833600282669067,-0.12536700069904327,0.01296900026500225
80.02098846435547,-24.09531021118164,-55.86741638183594,0.14785300195217133,-0.05187699943780899,0.1296900063753128,-0.1296900063753128,0.008646000176668167
78.88191986083984,-19.088701248168945,-59.59720993041992,0.33459699153900146,-0.09943000227212906,0.15130500495433807,-0.1296900063753128,0.008646000176668167
77.21304321289062,-14.129773139953613,-62.71773147583008,0.5835890173912048,-0.11239899694919586,0.15130500495433807,-0.09942899644374847,0.008646000176668167
75.48059844970703,-9.207930564880371,-65.8011703491211,0.6691799759864807,-0.1426600068807602,0.13833600282669067,-0.07349099963903427,0.0043230000883340836
73.4355697631836,-3.9629108905792236,-69.04354095458984,0.5602459907531738,-0.15130600333213806,0.14698199927806854,-0.05619899928569794,0.01296900026500225
71.17332458496094,1.2980029582977295,-72.1905517578125,0.14007200300693512,-0.14698299765586853,0.15130500495433807,-0.0648450031876564,0.0043230000883340836
68.45545196533203,6.558917045593262,-74.99319458007812,-0.35013100504875183,-0.13401399552822113,0.17292000353336334,-0.06916800141334534,0.008646000176668167
65.4938735961914,11.766851425170898,-77.3508071899414,-0.7236189842224121,-0.1296910047531128,0.15130500495433807,-0.07349099963903427,0.008646000176668167
61.891231536865234,16.9959774017334,-79.08855438232422,-0.9881730079650879,-0.14698299765586853,0.14698199927806854,-0.05619899928569794,0.0
58.1561393737793,22.235698699951172,-80.7097396850586,-1.190479040145874,-0.18589000403881073,0.15130500495433807,-0.030261000618338585,0.008646000176668167
54.09257507324219,27.321779251098633,-81.6474838256836,-1.1126689910888672,-0.19885900616645813,0.13401299715042114,0.0,-0.017292000353336334
49.997222900390625,32.158851623535156,-82.18258666992188,-0.8014289736747742,-0.20318199694156647,0.12104400247335434,0.01296900026500225,0.0
