110kV II 母电压_A相_5,110kV II 母电压_B相_6,110kV II 母电压_C相_7,110kV II 母电压_3U0_8,大中I回T线132_A相_13,大中I回T线132_B相_14,大中I回T线132_C相_15,大中I回T线132_3I0_16
3.0436506271362305,71.4679183959961,-74.59526824951172,-0.1858397275209427,-0.03693695366382599,0.03690033778548241,0.08299290388822556,0.03687224164605141
-18.261903762817383,81.54605865478516,-62.83666229248047,0.7433589100837708,-0.02770271524786949,0.02767525240778923,0.06455003470182419,0.03687224164605141
-38.791015625,84.53639221191406,-45.51417922973633,0.4491126537322998,-0.03693695366382599,0.018450168892741203,0.08299290388822556,0.02765418030321598
-57.41525650024414,82.58078002929688,-25.151212692260742,-0.015486643649637699,0.0,-0.009225084446370602,0.06455003470182419,0.03687224164605141
-71.59825897216797,75.13081359863281,-3.1335597038269043,0.5730057954788208,0.009234238415956497,-0.009225084446370602,0.036885734647512436,0.02765418030321598
-81.32965850830078,63.14878845214844,17.57068634033203,-1.13052499294281,0.018468476831912994,-0.018450168892741203,0.06455003470182419,0.03687224164605141
-84.4250717163086,45.28956985473633,39.30910873413086,0.2632729411125183,0.03693695366382599,-0.018450168892741203,0.0553286038339138,0.03687224164605141
-83.21382141113281,25.68168067932129,56.84877014160156,-1.13052499294281,0.03693695366382599,-0.018450168892741203,0.04610716924071312,0.03687224164605141
-74.67296600341797,3.1558873653411865,71.64785766601562,0.3871660828590393,0.02770271524786949,0.018450168892741203,0.04610716924071312,0.03687224164605141
-63.30586242675781,-17.838523864746094,80.83135986328125,-0.4491126537322998,0.06463966518640518,-0.02767525240778923,0.009221433661878109,0.018436120823025703
-45.5305290222168,-38.863975524902344,85.05081176757812,1.2389315366744995,0.08310814201831818,-0.02767525240778923,0.0,0.018436120823025703
-26.16090202331543,-56.27826690673828,82.14476776123047,-0.5420325398445129,0.09234238415956497,-0.009225084446370602,-0.0276643019169569,0.02765418030321598
-3.1161184310913086,-71.33340454101562,74.62628936767578,0.3871660828590393,0.09234238415956497,0.018450168892741203,-0.018442867323756218,0.018436120823025703
18.1790828704834,-81.50466918945312,63.012474060058594,-0.6504390239715576,0.08310814201831818,0.009225084446370602,-0.018442867323756218,0.009218060411512852
38.666786193847656,-84.43292236328125,45.60725402832031,-0.3871660828590393,0.08310814201831818,0.03690033778548241,-0.0276643019169569,0.02765418030321598
57.35314178466797,-82.64286041259766,25.38907241821289,0.21681301295757294,0.046171192079782486,0.04612542316317558,-0.0276643019169569,0.018436120823025703
