220kVI母电压_A相_1,220kVI母电压_B相_2,220kVI母电压_C相_3,220kVI母电压_3U0_4,果抚II回线241_A相_25,果抚II回线241_B相_26,果抚II回线241_C相_27,果抚II回线241_3I0_28
81.64942169189453,-64.8562240600586,-16.316486358642578,1.0241326093673706,-0.09302595257759094,0.3580687642097473,-0.03716806694865227,0.009291423484683037
83.09158325195312,-46.91484451293945,-36.559288024902344,-0.40344616770744324,-0.11163114756345749,0.3312135934829712,0.027876049280166626,0.018582846969366074
82.97663116455078,-26.92243003845215,-55.59000778198242,0.7913751602172852,-0.13023634254932404,0.27750328183174133,0.10221218317747116,0.0
75.11788940429688,-5.396916389465332,-69.95887756347656,-0.6051692366600037,-0.11163114756345749,0.22379297018051147,0.13938024640083313,0.0
64.9286880493164,16.087162017822266,-81.03337097167969,-0.046551480889320374,-0.07442076504230499,0.17008265852928162,0.14867226779460907,0.009291423484683037
46.32687759399414,36.64931106567383,-83.87191772460938,-1.4120615720748901,-0.04651297628879547,0.09846890717744827,0.18584033846855164,0.009291423484683037
32.918941497802734,60.816307067871094,-46.245582580566406,83.06336212158203,0.027907786890864372,0.0626620352268219,-6.653083801269531,6.819904804229736
9.008294105529785,72.80139923095703,-56.28410720825195,44.62735366821289,-0.10232855379581451,-0.17008265852928162,-19.345979690551758,19.88364601135254
-18.706317901611328,78.93378448486328,-61.8161735534668,-2.048265218734741,-0.009302595630288124,-0.10742062330245972,-23.192873001098633,23.56304931640625
-36.12723159790039,83.8127670288086,-50.58628845214844,-4.220667839050293,0.09302595257759094,-0.16113093495368958,-21.380929946899414,21.72334861755371
-57.71787643432617,80.53939819335938,-36.02058410644531,-22.127470016479492,0.16744671761989594,-0.13427577912807465,-15.396871566772461,15.674631118774414
-70.53013610839844,74.03409576416016,-19.527984619140625,-27.046409606933594,0.19535450637340546,0.0,-7.368569374084473,7.470304489135742
-85.00402069091797,62.01792526245117,2.4863216876983643,-36.09291458129883,0.30698564648628235,0.09846890717744827,0.18584033846855164,-0.2694512903690338
-82.53771209716797,46.12757873535156,26.510404586791992,-17.224048614501953,0.353498637676239,0.17903438210487366,5.315033435821533,-5.584145545959473
-86.16401672363281,24.10484504699707,38.693382263183594,-40.77909851074219,0.3628012239933014,0.2685515582561493,12.739355087280273,-13.082324028015137
-77.33338165283203,2.6622025966644287,54.55404281616211,-35.441192626953125,0.353498637676239,0.2864550054073334,20.646862030029297,-21.045074462890625
-65.49301147460938,-17.806716918945312,64.85155487060547,-32.94293212890625,0.3255908489227295,0.40282735228538513,27.680917739868164,-28.19947052001953
-47.57048034667969,-38.09953689575195,71.33671569824219,-25.494693756103516,0.33489343523979187,0.4744411110877991,33.21895980834961,-33.876529693603516
-27.390647888183594,-55.74051284790039,73.26361083984375,-17.782665252685547,0.3255908489227295,0.5997651815414429,36.424705505371094,-37.258609771728516
-6.876400947570801,-70.98861694335938,72.3726806640625,-10.908563613891602,0.26977527141571045,0.6624271869659424,37.7255859375,-38.5129508972168
17.034244537353516,-80.74657440185547,68.27024841308594,7.122376441955566,0.18605190515518188,0.626620352268219,36.17382049560547,-36.8869514465332
37.51714324951172,-83.56415557861328,57.27863693237305,19.39645004272461,0.11163114756345749,0.5729100108146667,30.83091163635254,-31.386428833007812
58.64796447753906,-79.04773712158203,41.78056335449219,36.40325927734375,0.04651297628879547,0.5550065636634827,22.235795974731445,-22.68036460876465
72.71427917480469,-72.19023132324219,24.604225158691406,43.51011657714844,-0.04651297628879547,0.5012962818145752,11.633605003356934,-11.939478874206543
84.33518981933594,-61.31352996826172,4.0195536613464355,47.57561492919922,-0.13023634254932404,0.375972181558609,0.6132730841636658,-0.6875653266906738
