220kVI母电压_A_1,220kVI母电压_B_2,220kVI母电压_C_3,220kVI母电压_N_4,七花II回_A_29,七花II回_B_30,七花II回_C_31,七花II回_N_32
44.31282043457031,40.34471893310547,-84.84907531738281,-0.3444100022315979,-0.07516399770975113,-0.057750001549720764,0.1294260025024414,-0.0035119999665766954
32.14217758178711,51.8419189453125,-84.06719970703125,-0.18785999715328217,-0.057684000581502914,-0.07000000029802322,0.1294260025024414,-0.0035119999665766954
19.366653442382812,61.907196044921875,-81.53392791748047,-0.4539949893951416,-0.0402039997279644,-0.08049999922513962,0.12417899817228317,-0.005268000066280365
6.215683937072754,70.655517578125,-76.8322525024414,0.03130999952554703,-0.019228000193834305,-0.09624999761581421,0.11718299984931946,-0.005268000066280365
-6.872711181640625,77.38660430908203,-70.59809875488281,-0.17220500111579895,-0.003496000077575445,-0.1067499965429306,0.11193600296974182,-0.005268000066280365
-19.742097854614258,81.68238067626953,-61.8828010559082,0.04696499928832054,0.019228000193834305,-0.11375000327825546,0.09969300031661987,-0.0035119999665766954
-32.13174819946289,83.94001007080078,-51.73927688598633,0.03130999952554703,0.0402039997279644,-0.12250000238418579,0.08395200222730637,-0.0035119999665766954
-44.34410858154297,84.8702392578125,-40.417724609375,0.1095850020647049,0.057684000581502914,-0.12950000166893005,0.07170899957418442,-0.0035119999665766954
-55.304988861083984,83.37560272216797,-28.11622428894043,-0.15655000507831573,0.06992000341415405,-0.12600000202655792,0.052469998598098755,-0.0035119999665766954
-64.65979766845703,79.9055404663086,-15.1475248336792,0.04696499928832054,0.08565200120210648,-0.12250000238418579,0.03497999906539917,-0.0017559999832883477
-73.07600402832031,74.99310302734375,-1.9390499591827393,-0.14089499413967133,0.1013839989900589,-0.1172500029206276,0.010494000278413296,-0.0017559999832883477
-78.8432388305664,67.74986267089844,10.998374938964844,-0.2504799962043762,0.11361999809741974,-0.10849999636411667,-0.010494000278413296,0.0
-82.24309539794922,58.29080581665039,23.894100189208984,-0.14089499413967133,0.1206120029091835,-0.09274999797344208,-0.026234999299049377,0.0
-84.33932495117188,47.80744934082031,36.24772644042969,-0.5479249954223633,0.12935200333595276,-0.07699999958276749,-0.04547400027513504,0.005268000066280365
-96.90626525878906,25.596948623657227,19.025625228881836,-82.0478515625,0.2045159935951233,-0.054249998182058334,1.023164987564087,1.167739987373352
-91.46233367919922,12.845507621765137,17.32634925842285,-107.17413330078125,0.3181360065937042,0.02800000086426735,1.9483859539031982,2.2863121032714844
-94.15301513671875,-3.532776117324829,8.829975128173828,-155.73594665527344,0.43874800205230713,0.12425000220537186,3.3126060962677,3.8667120933532715
-89.11580657958984,-20.60089111328125,16.85722541809082,-163.42254638671875,0.5523679852485657,0.2590000033378601,4.760777950286865,5.573544025421143
-79.58370208740234,-30.185375213623047,15.418575286865234,-165.7707977294922,0.6817200183868408,0.34825000166893005,6.1424880027771,7.175015926361084
-66.78731536865234,-42.393310546875,19.473899841308594,-157.83370971679688,0.830299973487854,0.46024999022483826,7.840766906738281,9.143491744995117
-58.923851013183594,-54.245880126953125,18.08737564086914,-167.17974853515625,0.9701399803161621,0.5687500238418579,9.292436599731445,10.843299865722656
-43.58279037475586,-64.0289535522461,17.03445053100586,-159.3522491455078,1.0872559547424316,0.6807500123977661,10.793079376220703,12.579983711242676
-32.83049011230469,-74.99310302734375,19.953449249267578,-154.6400909423828,1.2253479957580566,0.8295000195503235,12.209769248962402,14.285059928894043
-17.35385513305664,-82.79029083251953,16.940624237060547,-146.3429412841797,1.3372199535369873,0.9309999942779541,13.495284080505371,15.793463706970215
-4.620047092437744,-88.54934692382812,17.85802459716797,-132.4569549560547,1.4298640489578247,1.034250020980835,14.64787483215332,17.143827438354492
9.28180980682373,-91.35047912597656,13.948650360107422,-119.63551330566406,1.5102720260620117,1.156749963760376,15.59758186340332,18.3010311126709
23.663400650024414,-92.3016128540039,12.145125389099121,-99.22138977050781,1.559216022491455,1.2512500286102295,16.325166702270508,19.180788040161133
36.40763854980469,-91.6640396118164,12.113849639892578,-75.67626953125,1.5889320373535156,1.3335000276565552,16.81138801574707,19.783096313476562
50.67451095581055,-87.68183135986328,9.1114501953125,-48.827945709228516,1.5959240198135376,1.3895000219345093,17.05974578857422,20.09917640686035
61.332950592041016,-82.3722152709961,6.567749977111816,-25.20454978942871,1.5749479532241821,1.4385000467300415,16.996782302856445,20.069324493408203
72.42940521240234,-73.81202697753906,4.451475143432617,5.635799884796143,1.5260039567947388,1.475250005722046,16.666221618652344,19.73568344116211
80.167724609375,-64.08121490478516,2.053725004196167,32.061439514160156,1.4560840129852295,1.4822499752044678,16.08730125427246,19.098255157470703
85.44479370117188,-53.033447265625,-0.0521249994635582,56.999855041503906,1.3669359683990479,1.4630000591278076,15.233790397644043,18.14299201965332
90.64886474609375,-39.665340423583984,-2.5645499229431152,85.1162338256836,1.2550640106201172,1.4279999732971191,14.151159286499023,16.91730308532715
92.1297836303711,-26.5167236328125,-4.472324848175049,107.42460632324219,1.1327040195465088,1.3807499408721924,12.863895416259766,15.461580276489258
92.64080810546875,-11.716691970825195,-6.380099773406982,130.98538208007812,0.9911159873008728,1.3055000305175781,11.368499755859375,13.75650405883789
91.1598892211914,3.344640016555786,-8.162775039672852,151.6969451904297,0.8390399813652039,1.2144999504089355,9.72443962097168,11.867048263549805
86.81099700927734,17.01585578918457,-9.590999603271484,165.55162048339844,0.676476001739502,1.1112500429153442,7.940460205078125,9.8160400390625
80.37630462646484,31.063343048095703,-11.040075302124023,176.41619873046875,0.5121639966964722,0.9869999885559082,6.079524040222168,7.664939880371094
71.94966888427734,45.1944465637207,-11.738550186157227,185.2143096923828,0.3408600091934204,0.8575000166893005,4.1993489265441895,5.483987808227539
61.59367370605469,58.01905059814453,-12.447449684143066,188.31399536132812,0.1800439953804016,0.7227500081062317,2.326169967651367,3.3170840740203857
49.46474838256836,69.09817504882812,-13.125075340270996,185.2769317626953,0.020975999534130096,0.5845000147819519,0.5246999859809875,1.2169079780578613
36.418067932128906,78.358642578125,-13.813124656677246,177.48072814941406,-0.122359998524189,0.44449999928474426,-1.1543400287628174,-0.7515680193901062
22.505781173706055,86.05131530761719,-14.052900314331055,166.16217041015625,-0.25345999002456665,0.31150001287460327,-2.6812169551849365,-2.5479559898376465
8.19719409942627,91.35047912597656,-13.416975021362305,151.39950561523438,-0.3688279986381531,0.18725000321865082,-4.034943103790283,-4.14415979385376
-6.1009650230407715,93.80670166015625,-12.155550003051758,132.77005004882812,-0.4684639871120453,0.06475000083446503,-5.168294906616211,-5.501547813415527
-20.273975372314453,94.47563171386719,-10.612649917602539,111.76104736328125,-0.5401319861412048,-0.04024999961256981,-6.090017795562744,-6.606071949005127
-34.60342025756836,93.19003295898438,-8.45467472076416,88.02806854248047,-0.5908240079879761,-0.13474999368190765,-6.756387233734131,-7.42085599899292
-47.84825134277344,89.15556335449219,-6.390524864196777,61.28932571411133,-0.6205400228500366,-0.20999999344348907,-7.141167163848877,-7.909023761749268
-59.09071350097656,83.5637435913086,-4.242975234985352,35.44292068481445,-0.6118000149726868,-0.2747499942779541,-7.263597011566162,-8.089892387390137
-69.2485580444336,76.0592041015625,-1.9599000215530396,8.359769821166992,-0.5803359746932983,-0.3167499899864197,-7.11318302154541,-7.944143772125244
-77.8107681274414,66.03573608398438,0.4169999957084656,-20.06970977783203,-0.527895987033844,-0.33774998784065247,-6.679430961608887,-7.478804111480713
-83.51543426513672,54.548988342285156,2.679224967956543,-46.26052474975586,-0.4492360055446625,-0.3395000100135803,-5.999070167541504,-6.721968173980713
-87.90604400634766,42.393310546875,4.93102502822876,-71.40245819091797,-0.3443560004234314,-0.320250004529953,-5.089590072631836,-5.685927867889404
-90.14827728271484,28.910232543945312,7.203674793243408,-95.07281494140625,-0.23248399794101715,-0.28174999356269836,-3.957987070083618,-4.400536060333252
-89.66854095458984,14.329691886901855,9.13230037689209,-116.4575424194336,-0.10313200205564499,-0.22224999964237213,-2.6462368965148926,-2.89739990234375
-87.85389709472656,-0.11497200280427933,11.258999824523926,-134.94610595703125,0.03845600038766861,-0.14875000715255737,-1.1788259744644165,-1.2116400003433228
-83.75530242919922,-14.40285587310791,13.552499771118164,-148.78512573242188,0.18528799712657928,-0.057750001549720764,0.3917759954929352,0.6040639877319336
-77.0181655883789,-28.5130558013916,15.210075378417969,-158.89825439453125,0.33561599254608154,0.04024999961256981,2.021843910217285,2.4829840660095215
-68.72711181640625,-42.17382049560547,16.419374465942383,-166.20913696289062,0.4876919984817505,0.1522500067949295,3.679896116256714,4.407559871673584
-58.47540283203125,-54.95661544799805,16.784250259399414,-170.04461669921875,0.6327760219573975,0.27300000190734863,5.320457935333252,6.3233561515808105
-47.003501892089844,-66.26567840576172,17.003175735473633,-169.4184112548828,0.7726160287857056,0.39375001192092896,6.929537773132324,8.193495750427246
-34.09239959716797,-75.75609588623047,16.57575035095215,-164.12701416015625,0.9037160277366638,0.5180000066757202,8.451168060302734,9.979348182678223
-20.054967880249023,-83.7623291015625,15.991950035095215,-154.54615783691406,1.0243279933929443,0.6387500166893005,9.845121383666992,11.61594009399414
-6.340832233428955,-89.34369659423828,15.157950401306152,-141.6934051513672,1.1239639520645142,0.7524999976158142,11.095656394958496,13.083955764770508
7.905181884765625,-91.79991912841797,13.542075157165527,-123.7684326171875,1.202623963356018,0.859250009059906,12.143306732177734,14.321935653686523
22.41192054748535,-92.70924377441406,11.926199913024902,-102.71245574951172,1.2620559930801392,0.9520000219345093,12.97058391571045,15.307051658630371
36.37635040283203,-91.23551177978516,10.133099555969238,-78.65071868896484,1.3022600412368774,1.0325000286102295,13.546005249023438,16.0076961517334
49.141448974609375,-87.71318054199219,8.121074676513672,-53.477481842041016,1.3127479553222656,1.097249984741211,13.857327461242676,16.39928436279297
60.967933654785156,-82.02729797363281,5.869275093078613,-26.59784507751465,1.2935199737548828,1.1462500095367432,13.899303436279297,16.47479248046875
70.86505126953125,-74.18829345703125,3.753000020980835,0.8453699946403503,1.253316044807434,1.1759999990463257,13.661438941955566,16.228952407836914
78.97882080078125,-64.52019500732422,1.4803500175476074,28.08506965637207,1.1903879642486572,1.1864999532699585,13.155978202819824,15.670543670654297
85.30921936035156,-53.08570861816406,-0.8235750198364258,55.21518325805664,1.1012400388717651,1.1742500066757202,12.3916654586792,14.813615798950195
89.52253723144531,-40.16703414916992,-3.0545248985290527,81.4216537475586,0.9893680214881897,1.1445000171661377,11.391237258911133,13.66870403289795
91.66048431396484,-26.924352645874023,-5.202075004577637,104.62236785888672,0.8705040216445923,1.090250015258789,10.16518783569336,12.274439811706543
91.58747863769531,-12.228839874267578,-7.016025066375732,127.10294342041016,0.7306640148162842,1.0184999704360962,8.751996040344238,10.648384094238281
89.7519760131836,2.6757121086120605,-8.840399742126465,146.87521362304688,0.5785880088806152,0.9257500171661377,7.181394100189209,8.830924034118652
85.809814453125,16.36783218383789,-10.41457462310791,161.23085021972656,0.4212679862976074,0.815500020980835,5.4918599128723145,6.876495838165283
78.82238006591797,30.457128524780273,-11.530050277709961,171.7979736328125,0.260452002286911,0.6930000185966492,3.7323660850524902,4.832511901855469
70.27059936523438,44.201507568359375,-12.801899909973145,178.68617248535156,0.0996360033750534,0.5634999871253967,1.955381989479065,2.762187957763672
59.591304779052734,56.284019470214844,-13.927800178527832,179.17147827148438,-0.05418799817562103,0.42875000834465027,0.20638200640678406,0.7164480090141296
48.140262603759766,67.59308624267578,-14.793074607849121,177.4024658203125,-0.2010200023651123,0.29225000739097595,-1.4814029932022095,-1.2572959661483765
35.42731475830078,76.93717193603516,-14.99114990234375,171.15611267089844,-0.33736398816108704,0.15399999916553497,-3.0659968852996826,-3.1256799697875977
21.567171096801758,84.85978698730469,-14.595000267028809,161.46566772460938,-0.4632200002670288,0.022749999538064003,-4.52816104888916,-4.846560001373291
7.957326889038086,90.35753631591797,-13.969499588012695,148.34678649902344,-0.5715960264205933,-0.10324999690055847,-5.838161945343018,-6.39710807800293
-6.372118949890137,92.99144744873047,-12.43702507019043,130.4217987060547,-0.6554999947547913,-0.21525000035762787,-6.954023838043213,-7.721131801605225
-20.774568557739258,93.66036987304688,-10.810725212097168,109.09969329833984,-0.7201759815216064,-0.320250004529953,-7.84251594543457,-8.783512115478516
-35.1040153503418,92.25980377197266,-8.715299606323242,85.1162338256836,-0.7603800296783447,-0.4112499952316284,-8.4861478805542,-9.563176155090332
-47.88996887207031,88.49708557128906,-6.692850112915039,59.53596496582031,-0.7778599858283997,-0.48124998807907104,-8.85693645477295,-10.028515815734863
-59.78945541381836,82.81119537353516,-4.461900234222412,32.54674530029297,-0.7638760209083557,-0.5372499823570251,-8.954879760742188,-10.172508239746094
-69.71786499023438,75.2334976196289,-2.314349889755249,5.5418701171875,-0.7271680235862732,-0.5740000009536743,-8.776481628417969,-9.993395805358887
-77.56047058105469,65.63855743408203,0.010425000451505184,-21.02466583251953,-0.6677359938621521,-0.5845000147819519,-8.32873821258545,-9.499959945678711
-83.97430419921875,54.04729080200195,2.303925037384033,-48.62443161010742,-0.5873280167579651,-0.5774999856948853,-7.625639915466309,-8.70449161529541
-88.27105712890625,41.452632904052734,4.472324848175049,-74.4551773071289,-0.47895199060440063,-0.5529999732971191,-6.686427116394043,-7.631576061248779
-90.14827728271484,28.20994758605957,6.713699817657471,-97.12361907958984,-0.3635840117931366,-0.5040000081062317,-5.5320868492126465,-6.311063766479492
-89.84583282470703,13.524888038635254,8.558924674987793,-119.1815185546875,-0.22723999619483948,-0.4375,-4.188855171203613,-4.764028072357178
-87.94775390625,-1.2437880039215088,10.539674758911133,-138.31192016601562,-0.0804079994559288,-0.35350000858306885,-2.691710948944092,-3.0361239910125732
-83.89087677001953,-15.14494800567627,12.562125205993652,-152.08831787109375,0.07691200077533722,-0.25200000405311584,-1.0878779888153076,-1.1694960594177246
-64.01319885253906,-16.555967330932617,14.125875473022461,-116.84892272949219,-0.03845600038766861,-0.37975001335144043,0.8535119891166687,0.5355799794197083
-60.37348175048828,-35.045555114746094,16.53404998779297,-138.75025939941406,-0.14508399367332458,-0.48649999499320984,2.922579050064087,2.398695945739746
