220kV IV段电压_A相_5,220kV IV段电压_B相_6,220kV IV段电压_C相_7,220kV IV段电压_3U0_8,220kV虹花II回_A相_13,220kV虹花II回_B相_14,220kV虹花II回_C相_15,220kV虹花II回_3I0_16
2.671660900115967,72.2457504272461,-75.30266571044922,-0.42011576890945435,-0.1301092505455017,0.594842791557312,-0.3518489897251129,0.02791195549070835
-19.395429611206055,82.27240753173828,-62.70903396606445,0.38899609446525574,-0.2509249746799469,0.6134316325187683,-0.3055530786514282,0.0186079703271389
-39.87816619873047,84.10389709472656,-43.95851516723633,0.18671812117099762,-0.36244720220565796,0.6041371822357178,-0.12036938965320587,0.0186079703271389
-58.24842071533203,81.91024780273438,-24.109291076660156,-0.6379535794258118,-0.473969429731369,0.5576651096343994,0.0,0.0186079703271389
-71.89667510986328,75.50518798828125,-3.3479368686676025,0.280077189207077,-0.473969429731369,0.4647209346294403,0.12962856888771057,0.02791195549070835
-81.89987182617188,62.66402816772461,18.719423294067383,-1.2136677503585815,-0.5390240550041199,0.3531879186630249,0.23147960007190704,0.0186079703271389
-83.29783630371094,44.30768966674805,38.65156936645508,-0.73131263256073,-0.455382376909256,0.21377162635326385,0.3611081838607788,0.0372159406542778
-82.251953125,24.316457748413086,58.05508804321289,0.015559843741357327,-0.43679535388946533,0.08364976942539215,0.5092551112174988,0.065127894282341
-74.60975646972656,2.814500570297241,71.58158111572266,-0.38899609446525574,-0.3438601791858673,-0.055766511708498,0.4907367527484894,0.0465199276804924
-61.90383529663086,-19.235870361328125,81.40773010253906,0.6068338751792908,-0.24163146317005157,-0.2044772058725357,0.5648102164268494,0.0558239109814167
-44.040985107421875,-39.10293197631836,83.64659118652344,0.762432336807251,-0.07434814423322678,-0.36248233914375305,0.5555510520935059,0.0372159406542778
-23.692869186401367,-58.080116271972656,81.89488983154297,0.1400385946035385,0.03717407211661339,-0.4275432527065277,0.5555510520935059,0.0465199276804924
-2.630239963531494,-72.18366241455078,75.14718627929688,0.49791499972343445,0.17657683789730072,-0.49260419607162476,0.4629592001438141,0.0465199276804924
19.29187774658203,-82.35518646240234,62.82304763793945,-0.560154378414154,0.2880990505218506,-0.5204874277114868,0.3888857364654541,0.0465199276804924
39.671058654785156,-84.39363098144531,44.445674896240234,-0.26451733708381653,0.3810342252254486,-0.5297818779945374,0.22222042083740234,0.02791195549070835
58.08273696899414,-81.97232818603516,24.17148208618164,0.6379535794258118,0.5018499493598938,-0.49260419607162476,0.07407347112894058,0.0372159406542778
71.73098754882812,-75.57762145996094,3.6692557334899902,-0.10891890525817871,0.548317551612854,-0.36248233914375305,-0.03703673556447029,0.0372159406542778
