500kV通思甲线电压_A相_1,500kV通思甲线电压_B相_2,500kV通思甲线电压_C相_3,500kV通思甲线电压_3U0_4,500kV通思甲线电流_A相_25,500kV通思甲线电流_B相_26,500kV通思甲线电流_C相_27,500kV通思甲线电流_3I0_28
46.10683822631836,-87.49982452392578,41.390235900878906,0.046325333416461945,-0.007577226031571627,0.12035349011421204,-0.08501723408699036,0.0075164721347391605
64.13287353515625,-83.82136535644531,19.77338981628418,0.06176711246371269,-0.04356905072927475,0.12787558138370514,-0.06045670062303543,0.009395590052008629
77.87785339355469,-74.5479507446289,-3.295564889907837,-0.030883556231856346,-0.07008934020996094,0.1297561079263687,-0.03400689363479614,0.013153825886547565
85.45520782470703,-59.9268684387207,-25.169878005981445,0.5404622554779053,-0.09471532702445984,0.12035349011421204,-0.0018892718944698572,0.013153825886547565
87.25885009765625,-41.101837158203125,-45.808353424072266,0.5867875814437866,-0.10608116537332535,0.10907035320997238,0.03211762383580208,0.013153825886547565
83.5893783569336,-19.618425369262695,-63.81037521362305,0.4478115737438202,-0.11744700372219086,0.08086249977350235,0.056678157299757004,0.013153825886547565
74.28093719482422,3.2663028240203857,-77.60025787353516,0.4169280230998993,-0.11934130638837814,0.05453517660498619,0.08690650761127472,0.013153825886547565
59.79998779296875,25.429763793945312,-85.6846923828125,-0.2933937907218933,-0.10608116537332535,0.024446802213788033,0.10768850147724152,0.0075164721347391605
40.96542739868164,46.130088806152344,-87.73411560058594,-0.5559040307998657,-0.09092671424150467,-0.005641569849103689,0.1190241277217865,0.005637354217469692
19.518699645996094,64.28536987304688,-83.91332244873047,0.18530133366584778,-0.06630072742700577,-0.03761046752333641,0.13035975396633148,0.009395590052008629
-3.441427707672119,77.88638305664062,-74.54155731201172,0.10809244960546494,-0.037886131554841995,-0.062057267874479294,0.12658122181892395,0.011274708434939384
-25.427175521850586,85.54209899902344,-60.020477294921875,0.33971911668777466,-0.0037886130157858133,-0.08838459849357605,0.11524558812379837,0.0075164721347391605
-46.18976593017578,87.49982452392578,-41.19456100463867,0.2625102400779724,0.03220320865511894,-0.09778720885515213,0.10390995442867279,0.015032944269478321
-64.17433166503906,83.7801513671875,-19.608612060546875,0.09265066683292389,0.06061780825257301,-0.11659244447946548,0.0774601474404335,0.013153825886547565
-77.72236633300781,74.33157348632812,3.2543704509735107,-0.13897600769996643,0.08145517855882645,-0.10718982666730881,0.051010340452194214,0.015032944269478321
-85.4448471069336,59.854740142822266,25.324356079101562,-0.2933937907218933,0.10608116537332535,-0.10530930757522583,0.018892718479037285,0.015032944269478321
-87.28994750976562,41.101837158203125,46.0864143371582,-0.2933937907218933,0.1250242292881012,-0.08650407195091248,-0.015114175155758858,0.009395590052008629
