漫昆I回电压_A相_17,漫昆I回电压_B相_18,漫昆I回电压_C相_19,漫昆I回电压_3U0_20,漫昆I回线_A相_29,漫昆I回线_B相_30,漫昆I回线_C相_31,漫昆I回线_3I0_32
75.47533416748047,1.3299407958984375,-76.98889923095703,-0.21799635887145996,0.20269660651683807,-0.015133362263441086,-0.18604612350463867,0.005687203723937273
62.342811584472656,22.97264862060547,-85.8060073852539,-0.482706218957901,0.16859811544418335,0.04161674529314041,-0.20882727205753326,0.007582938298583031
42.8953742980957,44.06467819213867,-87.41382598876953,-0.40485039353370667,0.12502780556678772,0.09836685657501221,-0.22211629152297974,0.005687203723937273
20.306184768676758,63.120235443115234,-83.77288055419922,-0.482706218957901,0.07956315577030182,0.1475502848625183,-0.21831943094730377,0.0018957345746457577
-1.235755443572998,77.06383514404297,-75.82711029052734,-0.2958522140979767,0.03030977211892605,0.1834920197725296,-0.20123356580734253,0.0018957345746457577
-22.903366088867188,85.92664337158203,-62.539215087890625,0.3581368923187256,-0.028415411710739136,0.20808373391628265,-0.16326496005058289,-0.007582938298583031
-44.330108642578125,87.53711700439453,-43.16232681274414,0.28028103709220886,-0.08903495967388153,0.21754208207130432,-0.11770264804363251,-0.0037914691492915154
-62.84549331665039,83.92134094238281,-20.746131896972656,-0.01557116862386465,-0.13449960947036743,0.21754208207130432,-0.07403875887393951,-0.0037914691492915154
-76.7215576171875,75.69233703613281,0.8817106485366821,-0.32699453830718994,-0.17238683998584747,0.20997540652751923,-0.013289008289575577,-0.005687203723937273
-85.61271667480469,62.55916976928711,22.976341247558594,-0.45156389474868774,-0.19511915743350983,0.16835865378379822,0.04556231573224068,-0.009478673338890076
-87.19406127929688,43.10878372192383,43.9403076171875,-0.5138485431671143,-0.21216841042041779,0.12863357365131378,0.0968199223279953,-0.007582938298583031
-83.24593353271484,20.48940086364746,62.67406463623047,-0.40485039353370667,-0.21216841042041779,0.07945015281438828,0.14617909491062164,-0.007582938298583031
-75.34966278076172,-1.4026719331741333,76.81255340576172,0.01557116862386465,-0.19890788197517395,0.02270004339516163,0.1841476857662201,-0.009478673338890076
-62.11241912841797,-23.07655143737793,85.56742095947266,0.28028103709220886,-0.1610206663608551,-0.03405006602406502,0.20692884922027588,-0.009478673338890076
-42.727813720703125,-44.36599349975586,87.11300659179688,0.04671350494027138,-0.1212390884757042,-0.08701683580875397,0.22021785378456116,-0.007582938298583031
-20.128150939941406,-63.42155075073242,83.52392578125,0.1868540197610855,-0.07388006895780563,-0.13241691887378693,0.21831943094730377,0.0
1.4452054500579834,-77.19890594482422,75.72338104248047,0.01557116862386465,-0.018943607807159424,-0.1759253442287445,0.20123356580734253,0.0037914691492915154
23.248958587646484,-86.12405395507812,62.445858001708984,-0.5917044281959534,0.03409849479794502,-0.198625385761261,0.16326496005058289,0.0018957345746457577
44.44530487060547,-87.78648376464844,42.965240478515625,-0.6072756052017212,0.09282367676496506,-0.2118670791387558,0.12529636919498444,0.0
63.15966796875,-83.73432159423828,20.600910186767578,-0.32699453830718994,0.13260525465011597,-0.2043003886938095,0.06834347546100616,0.0
76.82628631591797,-75.52609252929688,-1.1410372257232666,0.01557116862386465,0.17806991934776306,-0.19295036792755127,0.018984297290444374,0.0037914691492915154
85.581298828125,-62.2266845703125,-23.246042251586914,0.04671350494027138,0.19511915743350983,-0.1626836508512497,-0.04176545515656471,0.005687203723937273
87.26737213134766,-42.95293045043945,-44.12702178955078,0.21799635887145996,0.2159571349620819,-0.11728356033563614,-0.09871835261583328,0.005687203723937273
83.3192367553711,-20.240036010742188,-62.90227508544922,0.09342700988054276,0.21027405560016632,-0.06810013204813004,-0.14617909491062164,0.007582938298583031
75.29730224609375,1.7247669696807861,-77.17561340332031,-0.20242519676685333,0.20269660651683807,-0.011350021697580814,-0.1841476857662201,0.007582938298583031
62.09147262573242,23.346694946289062,-85.88898468017578,-0.5294197201728821,0.1667037457227707,0.04161674529314041,-0.20882727205753326,0.0037914691492915154
42.56025314331055,44.39716339111328,-87.32047271728516,-0.45156389474868774,0.12313345074653625,0.10215019434690475,-0.22401471436023712,0.0037914691492915154
19.897756576538086,63.411163330078125,-83.67952728271484,-0.4982773959636688,0.07956315577030182,0.14944195747375488,-0.2164209932088852,0.0018957345746457577
-1.591820478439331,77.31320190429688,-75.67151641845703,-0.2958522140979767,0.02462669089436531,0.18727536499500275,-0.19933512806892395,-0.0037914691492915154
-23.479352951049805,85.8123550415039,-62.36287307739258,0.2491386979818344,-0.03409849479794502,0.20619206130504608,-0.16326496005058289,-0.0037914691492915154
-44.68617248535156,87.55789947509766,-42.778526306152344,0.28028103709220886,-0.08524623513221741,0.22321709990501404,-0.12149950861930847,-0.0037914691492915154
-63.24345016479492,83.76548767089844,-20.42456817626953,0.0622846744954586,-0.13449960947036743,0.2194337546825409,-0.07024190574884415,-0.005687203723937273
-76.88912200927734,75.58843231201172,1.255141019821167,-0.28028103709220886,-0.17238683998584747,0.2043003886938095,-0.01139057893306017,-0.0037914691492915154
-85.66507720947266,62.2266845703125,23.412010192871094,-0.4982773959636688,-0.19322480261325836,0.1702503263950348,0.04556231573224068,-0.005687203723937273
