17-110kVⅡ段母线电压Ua_17,18-110kVⅡ段母线电压Ub_18,19-110kVⅡ段母线电压Uc_19,20-110kVⅡ段母线电压3Uo_20,25-110kV镇观线电流Ia_25,26-110kV镇观线电流Ib_26,27-110kV镇观线电流Ic_27,28-110kV镇观线电流3Io_28
59.987422943115234,-84.58332061767578,24.320724487304688,-0.35069891810417175,0.05184056982398033,0.017279017716646194,-0.05189774930477142,-0.00864423904567957
63.7142219543457,-83.61638641357422,19.690433502197266,-0.24938589334487915,0.025920284911990166,0.025918524712324142,-0.05189774930477142,0.00864423904567957
67.03559112548828,-82.0958023071289,14.756132125854492,-0.405252069234848,0.03456037864089012,0.025918524712324142,-0.060547370463609695,0.00864423904567957
70.13865661621094,-79.98258209228516,9.5723876953125,-0.3740788400173187,0.043200474232435226,0.025918524712324142,-0.060547370463609695,0.00864423904567957
73.00003051757812,-77.49507141113281,4.3028974533081055,-0.2649725079536438,0.01728018932044506,0.051837049424648285,-0.06919699907302856,0.0
75.65089416503906,-74.7502212524414,-0.9354124665260315,0.05455316603183746,0.01728018932044506,0.051837049424648285,-0.060547370463609695,0.0
78.1068344116211,-71.81043243408203,-6.212697982788086,0.24938589334487915,0.025920284911990166,0.06047656014561653,-0.06919699907302856,0.0
80.37566375732422,-68.62110900878906,-11.521163940429688,0.47539186477661133,0.00864009466022253,0.051837049424648285,-0.060547370463609695,0.0
82.30142974853516,-65.15106964111328,-16.767269134521484,0.7247777581214905,0.00864009466022253,0.051837049424648285,-0.07784662395715714,0.00864423904567957
83.42414855957031,-61.16636276245117,-21.896446228027344,0.6702246069908142,0.00864009466022253,0.06911607086658478,-0.06919699907302856,0.0
83.89195251464844,-56.542236328125,-27.11916732788086,0.467598557472229,0.0,0.07775557786226273,-0.06919699907302856,-0.00864423904567957
84.11804962158203,-51.45023727416992,-32.521175384521484,0.2961457371711731,-0.01728018932044506,0.07775557786226273,-0.060547370463609695,0.00864423904567957
84.49229431152344,-46.33484649658203,-38.04010772705078,0.202626034617424,0.0,0.06911607086658478,-0.06919699907302856,0.0
84.905517578125,-41.429996490478516,-43.387550354003906,0.17145280539989471,0.0,0.06911607086658478,-0.060547370463609695,0.00864423904567957
85.30314636230469,-36.704498291015625,-48.493343353271484,0.17924611270427704,-0.00864009466022253,0.08639508485794067,-0.06919699907302856,0.0
85.47467041015625,-32.08816909790039,-53.25614929199219,0.2337992787361145,-0.01728018932044506,0.07775557786226273,-0.05189774930477142,0.0
85.30314636230469,-27.534221649169922,-57.53566360473633,0.38187214732170105,-0.025920284911990166,0.07775557786226273,-0.04324812442064285,0.0
84.47669982910156,-22.99587059020996,-61.16038513183594,0.5844981670379639,-0.043200474232435226,0.07775557786226273,-0.05189774930477142,-0.00864423904567957
82.9095687866211,-18.293764114379883,-64.33299255371094,0.48318517208099365,-0.03456037864089012,0.06911607086658478,-0.04324812442064285,0.0
80.59396362304688,-13.217361450195312,-67.24057006835938,0.28055912256240845,-0.043200474232435226,0.07775557786226273,-0.04324812442064285,0.00864423904567957
77.81056213378906,-7.735470771789551,-70.015625,0.09351971000432968,-0.03456037864089012,0.07775557786226273,-0.04324812442064285,0.0
74.87122344970703,-2.1366119384765625,-72.82965850830078,-0.1324862539768219,-0.05184056982398033,0.06911607086658478,-0.02594887465238571,-0.00864423904567957
72.08002471923828,3.4154598712921143,-75.75282287597656,-0.41304537653923035,-0.043200474232435226,0.07775557786226273,-0.03459849953651428,0.0
69.45255279541016,8.842765808105469,-78.65260314941406,-0.5922914743423462,-0.05184056982398033,0.07775557786226273,-0.02594887465238571,0.0
66.68474578857422,14.129711151123047,-81.20939636230469,-0.6468446850776672,-0.05184056982398033,0.07775557786226273,-0.02594887465238571,-0.00864423904567957
63.425743103027344,19.28409194946289,-83.06462860107422,-0.5611182451248169,-0.06912075728178024,0.06911607086658478,-0.01729924976825714,-0.00864423904567957
59.49623489379883,24.42287826538086,-84.20271301269531,-0.4598052501678467,-0.07776085287332535,0.06911607086658478,-0.01729924976825714,0.01728847809135914
55.08332824707031,29.592853546142578,-84.95104217529297,-0.405252069234848,-0.06912075728178024,0.06911607086658478,-0.01729924976825714,0.0
50.21042251586914,34.81741714477539,-85.26284790039062,-0.3273189961910248,-0.08640094846487045,0.07775557786226273,0.0,0.0
44.90090560913086,40.08096694946289,-85.20048522949219,-0.31952568888664246,-0.07776085287332535,0.06911607086658478,0.0,0.00864423904567957
39.451045989990234,45.31332778930664,-85.07576751708984,-0.42083868384361267,-0.07776085287332535,0.06911607086658478,0.01729924976825714,0.0
34.2194938659668,50.45991134643555,-85.00560760498047,-0.467598557472229,-0.07776085287332535,0.06911607086658478,0.0,0.00864423904567957
29.31540298461914,55.23219680786133,-84.8497085571289,-0.44421863555908203,-0.06912075728178024,0.06911607086658478,0.01729924976825714,0.0
24.684192657470703,59.31827163696289,-84.2806625366211,-0.44421863555908203,-0.07776085287332535,0.051837049424648285,0.01729924976825714,0.0
20.263492584228516,62.73373031616211,-83.25950622558594,-0.35069891810417175,-0.07776085287332535,0.04319754242897034,0.02594887465238571,0.0
15.82719898223877,65.7593002319336,-81.71607208251953,-0.17145280539989471,-0.06912075728178024,0.051837049424648285,0.02594887465238571,0.00864423904567957
11.086835861206055,68.63671112060547,-79.71273040771484,0.07013978064060211,-0.06912075728178024,0.04319754242897034,0.04324812442064285,0.0
5.964437007904053,71.49072265625,-77.35081481933594,0.2337992787361145,-0.07776085287332535,0.051837049424648285,0.04324812442064285,0.0
0.6159353256225586,74.40711975097656,-74.93433380126953,0.15586619079113007,-0.07776085287332535,0.03455803543329239,0.04324812442064285,-0.00864423904567957
-4.818329334259033,77.36250305175781,-72.46328735351562,0.17924611270427704,-0.07776085287332535,0.03455803543329239,0.04324812442064285,0.00864423904567957
-10.2993745803833,80.15413665771484,-69.62586975097656,0.3974587619304657,-0.07776085287332535,0.04319754242897034,0.05189774930477142,0.00864423904567957
-15.975335121154785,82.56367492675781,-66.24279022216797,0.5689115524291992,-0.08640094846487045,0.017279017716646194,0.05189774930477142,0.0
-21.557735443115234,84.25580596923828,-62.28288269042969,0.6702246069908142,-0.07776085287332535,0.017279017716646194,0.05189774930477142,0.0
