220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV通大Ⅲ回线_A相_9,220kV通大Ⅲ回线_B相_10,220kV通大Ⅲ回线_C相_11,220kV通大Ⅲ回线_3I0_12
-63.44989013671875,79.08208465576172,-15.260228157043457,0.7444332838058472,0.9756876826286316,-1.570483922958374,0.5574422478675842,0.13924700021743774
-75.59809112548828,69.67346954345703,6.035761833190918,0.015509027056396008,1.291624665260315,-1.5240199565887451,0.1765233874320984,0.12068072706460953
-83.09955596923828,55.43620681762695,27.186811447143555,-0.9150326251983643,1.5332235097885132,-1.347456693649292,-0.25084900856018066,0.11139759421348572
-82.38066864013672,36.01799392700195,46.28797912597656,-0.15509027242660522,1.6540229320526123,-1.06867253780365,-0.6317679286003113,0.10211446136236191
-78.9737548828125,15.563586235046387,62.956207275390625,-0.5893430113792419,1.6633151769638062,-0.6690819263458252,-0.9941053986549377,0.06498192995786667
-69.45105743408203,-6.030630588531494,75.39008331298828,-0.06203610822558403,1.5982693433761597,-0.30666255950927734,-1.2449543476104736,0.04641566425561905
-55.250370025634766,-27.28290367126465,83.04090118408203,1.0856318473815918,1.4031318426132202,0.111513651907444,-1.4679312705993652,0.01856626570224762
-35.88200759887695,-46.711483001708984,82.771728515625,0.341198593378067,1.1057794094085693,0.5203970670700073,-1.5329662561416626,-0.00928313285112381
-15.357165336608887,-63.497772216796875,78.86866760253906,0.0930541604757309,0.706212043762207,0.892109215259552,-1.523675560951233,-0.03713253140449524
6.136614799499512,-75.96315002441406,69.66490936279297,-0.12407221645116806,0.28806015849113464,1.180186152458191,-1.3936057090759277,-0.05569879710674286
27.171972274780273,-83.40299987792969,55.574562072753906,-0.9150326251983643,-0.16726073622703552,1.458970308303833,-1.1799194812774658,-0.07426506280899048
46.66536331176758,-82.9677963256836,35.831512451171875,-0.5428159236907959,-0.5668280720710754,1.570483922958374,-0.8919076323509216,-0.04641566425561905
63.397796630859375,-79.35149383544922,15.550110816955566,-0.5117979049682617,-0.9478108882904053,1.626240849494934,-0.5016980171203613,-0.06498192995786667
75.65018463134766,-69.8599853515625,-5.859762191772461,0.31018054485321045,-1.2451633214950562,1.561191201210022,-0.1114884540438652,-0.07426506280899048
83.1412353515625,-55.581275939941406,-27.114341735839844,0.9615596532821655,-1.4960544109344482,1.3753350973129272,0.31588396430015564,-0.06498192995786667
82.50569152832031,-36.16305923461914,-46.339744567871094,0.21712638437747955,-1.6075615882873535,1.0779653787612915,0.6875121593475342,-0.03713253140449524
79.0987777709961,-15.470328330993652,-63.163265228271484,0.8219784498214722,-1.635438323020935,0.7248387336730957,1.0312682390213013,0.00928313285112381
69.53440856933594,6.009906768798828,-75.5764389038086,0.13958124816417694,-1.542515754699707,0.353126585483551,1.3192800283432007,0.01856626570224762
55.271209716796875,27.12747573852539,-83.13407897949219,-1.0235958099365234,-1.3473782539367676,-0.08363524079322815,1.523675560951233,0.02784939855337143
35.80907440185547,46.51460647583008,-82.73031616210938,-0.29467150568962097,-1.0500258207321167,-0.46464022994041443,1.5887104272842407,0.06498192995786667
15.461352348327637,63.29053497314453,-79.00325775146484,0.06203610822558403,-0.6690429449081421,-0.8363524079322815,1.6072919368743896,0.07426506280899048
-5.886566162109375,75.75591278076172,-69.86161804199219,0.3567076325416565,-0.2601833641529083,-1.1894789934158325,1.477221965789795,0.12996385991573334
-27.16155433654785,83.39263916015625,-55.82303237915039,0.9925777316093445,0.20442979037761688,-1.4217990636825562,1.2263729572296143,0.12068072706460953
-46.56117630004883,82.87454223632812,-35.98680877685547,0.6513791084289551,0.6039971113204956,-1.5333127975463867,0.9476518630981445,0.12996385991573334
-63.376956939697266,79.09244537353516,-15.384464263916016,0.6513791084289551,0.9756876826286316,-1.5797767639160156,0.5667330026626587,0.12068072706460953
