220kV Ⅰ母电压_A相_1,220kV Ⅰ母电压_B相_2,220kV Ⅰ母电压_C相_3,220kV Ⅰ母电压_3U0_4,通瀛Ⅱ回291_A相_9,通瀛Ⅱ回291_B相_10,通瀛Ⅱ回291_C相_11,通瀛Ⅱ回291_3I0_12
-71.97101593017578,-4.047974586486816,76.01280975341797,0.06224057823419571,-0.23457986116409302,0.04165422543883324,0.20072247087955475,-0.0018933044048026204
-58.383689880371094,-24.922618865966797,83.51229095458984,0.5912854671478271,-0.20431149005889893,-0.028400607407093048,0.24427545070648193,-0.003786608809605241
-39.68544006347656,-44.59015655517578,84.56139373779297,0.7935673594474792,-0.15134184062480927,-0.1003488078713417,0.268892377614975,-0.009466522373259068
-17.82029914855957,-62.686370849609375,80.8324203491211,0.824687659740448,-0.09269688278436661,-0.16093677282333374,0.282147616147995,-0.011359826661646366
5.299056529998779,-76.09983825683594,34.38130569458008,-63.45426940917969,-0.06999560445547104,-0.29915305972099304,1.5224609375,-1.132196068763733
30.707353591918945,-78.2643051147461,32.53240203857422,-25.503076553344727,-0.09648042917251587,-0.44872960448265076,2.3783719539642334,-1.8005324602127075
50.785240173339844,-78.62852478027344,15.72607135772705,-21.068435668945312,-0.11161461472511292,-0.5225711464881897,2.8707101345062256,-2.19244647026062
67.89481353759766,-76.00617980957031,10.885682106018066,4.994806289672852,-0.12674880027770996,-0.5907326340675354,3.1282408237457275,-2.3476974964141846
78.51383209228516,-70.78231811523438,-0.7894197106361389,12.121352195739746,-0.0737791508436203,-0.562332034111023,2.921837568283081,-2.2151660919189453
81.99427795410156,-60.28255844116211,-10.688326835632324,19.045616149902344,0.007567092310637236,-0.47523683309555054,2.365116596221924,-1.8213587999343872
81.96292114257812,-43.11248779296875,-22.810073852539062,27.852659225463867,0.10593929141759872,-0.3464874029159546,1.6171413660049438,-1.2950202226638794
77.35368347167969,-20.833019256591797,-30.15375518798828,45.5445442199707,0.1910690814256668,-0.1950175017118454,0.6457204222679138,-0.5698845982551575
66.51518249511719,-0.6139601469039917,-37.2585334777832,49.41901779174805,0.29322484135627747,0.0037867475766688585,-0.5434655547142029,0.32943496108055115
51.66318893432617,19.65713119506836,-43.07530975341797,48.7654914855957,0.3745710849761963,0.2006976157426834,-1.728864312171936,1.204141616821289
