500kV博尚II回电压A相_1,500kV博尚II回电压B相_2,500kV博尚II回电压C相_3,500kV博尚II回电压3U0_4,500kV博尚II回电流A相_5,500kV博尚II回电流B相_6,500kV博尚II回电流C相_7,500kV博尚II回电流3I0_8
-84.56312561035156,21.67217445373535,61.91925048828125,-0.9129070043563843,-0.2496120035648346,0.05119200050830841,0.21689000725746155,0.005663999821990728
-75.23152160644531,-0.5988500118255615,75.58397674560547,-0.23209500312805176,-0.21746499836444855,-0.02654399909079075,0.25461000204086304,0.0
-60.84659194946289,-23.107349395751953,84.48409271240234,0.8200690150260925,-0.1664080023765564,-0.09669599682092667,0.28290000557899475,0.001888000057078898
-42.55541229248047,-44.51107406616211,87.4129867553711,-0.04641899839043617,-0.10022299736738205,-0.15547199547290802,0.2847859859466553,0.003776000114157796
-21.660064697265625,-62.29072570800781,84.8141098022461,0.47966301441192627,-0.03214700147509575,-0.20666399598121643,0.27158400416374207,0.003776000114157796
0.6820440292358398,-75.64095306396484,75.85211181640625,0.2939870059490204,0.0416020005941391,-0.24648000299930573,0.2357500046491623,0.0
23.489181518554688,-84.40687561035156,61.38297653198242,-0.6808120012283325,0.10778699815273285,-0.26733601093292236,0.18671399354934692,0.003776000114157796
44.746219635009766,-86.91584777832031,43.06708908081055,-0.09283799678087234,0.17586299777030945,-0.2749199867248535,0.12258999794721603,0.005663999821990728
62.551700592041016,-84.27265167236328,22.544218063354492,-0.49513599276542664,0.22502900660037994,-0.25595998764038086,0.054694000631570816,0.005663999821990728
76.30625915527344,-75.30022430419922,0.26813799142837524,0.34040600061416626,0.2609579861164093,-0.21993599832057953,-0.01697400026023388,0.0
84.89380645751953,-60.587100982666016,-22.62672233581543,1.1295289993286133,0.27797698974609375,-0.16684800386428833,-0.08864200115203857,0.003776000114157796
87.22929382324219,-42.34282684326172,-43.85087585449219,0.355879008769989,0.28175899386405945,-0.106175996363163,-0.15465199947357178,0.005663999821990728
84.8111343383789,-21.465675354003906,-62.135826110839844,0.9593260288238525,0.25906699895858765,-0.03412799909710884,-0.20368799567222595,0.011327999643981457
75.3761978149414,0.8363249897956848,-75.72835540771484,0.30946001410484314,0.2269199937582016,0.0398159995675087,-0.24140800535678864,0.007552000228315592
60.73291778564453,23.148649215698242,-84.26752471923828,-0.789122998714447,0.17964500188827515,0.10996799916028976,-0.26781201362609863,0.007552000228315592
42.627750396728516,44.36652374267578,-87.05203247070312,0.20114900171756744,0.1134599968791008,0.17632800340652466,-0.2753559947013855,0.007552000228315592
21.722068786621094,62.362998962402344,-84.69035339355469,-0.4641900062561035,0.0453840009868145,0.22752000391483307,-0.25649601221084595,0.009440000168979168
-0.7027119994163513,75.76484680175781,-75.71804809570312,-0.17020300030708313,-0.0283649992197752,0.2616479992866516,-0.22631999850273132,0.007552000228315592
-23.334171295166016,84.53077697753906,-61.36235046386719,0.8355420231819153,-0.0983320027589798,0.28060799837112427,-0.17351199686527252,0.005663999821990728
-44.72555160522461,87.1739730834961,-43.34553909301758,-0.04641899839043617,-0.16451700031757355,0.286296010017395,-0.10938800126314163,0.007552000228315592
-62.64470672607422,84.3552474975586,-22.23482894897461,0.572501003742218,-0.2117920070886612,0.2730239927768707,-0.04337799921631813,0.003776000114157796
-76.25458526611328,75.16600036621094,0.05156499892473221,-0.3249329924583435,-0.2420479953289032,0.23510399460792542,0.03017600066959858,0.009440000168979168
-84.69746398925781,60.55612564086914,22.719539642333984,-1.021217942237854,-0.26284900307655334,0.17822399735450745,0.10184399783611298,0.005663999821990728
-87.19829559326172,42.37379837036133,44.00556945800781,-0.3249329924583435,-0.27041301131248474,0.11755199730396271,0.16408200562000275,0.007552000228315592
-84.5114517211914,21.599899291992188,61.96050262451172,-0.9438530206680298,-0.2496120035648346,0.05119200050830841,0.2225479930639267,0.005663999821990728
-75.190185546875,-0.6814500093460083,75.59429168701172,-0.27851399779319763,-0.2155739963054657,-0.024647999554872513,0.25838199257850647,0.005663999821990728
-60.97060012817383,-23.37579917907715,84.25720977783203,-0.4641900062561035,-0.16829900443553925,-0.09480000287294388,0.28290000557899475,0.0
-42.53474426269531,-44.65562438964844,86.97984313964844,-1.2687859535217285,-0.1021139994263649,-0.157368004322052,0.2904439866542816,0.001888000057078898
-22.745134353637695,-63.33354949951172,24.266489028930664,-113.81938934326172,0.0491660013794899,-0.13461600244045258,0.6431260108947754,-0.5116479992866516
4.288609981536865,-71.01535034179688,30.464601516723633,-87.09751892089844,0.090768001973629,-0.18960000574588776,0.910938024520874,-0.7684159874916077
39.527549743652344,-67.56680297851562,73.39762115478516,51.77265930175781,0.1626259982585907,-0.21993599832057953,0.9297980070114136,-0.834496021270752
47.22637939453125,-86.08985137939453,37.487754821777344,-22.68341827392578,0.17964500188827515,-0.26733601093292236,1.1372580528259277,-1.0195200443267822
64.732177734375,-82.68260192871094,-5.3936991691589355,-61.3349723815918,0.17964500188827515,-0.29387998580932617,1.173092007637024,-1.0195200443267822
90.3294906616211,-61.29952621459961,9.178569793701172,47.06886672973633,0.21368299424648285,-0.2616479992866516,1.1165119409561157,-1.021407961845398
90.14347839355469,-54.83607482910156,-9.199195861816406,32.75634002685547,0.1399340033531189,-0.32421600818634033,1.02975594997406,-0.8023999929428101
87.00194549560547,-42.187950134277344,-21.65730094909668,37.13520050048828,0.1512800008058548,-0.22752000391483307,0.8958500027656555,-0.7721920013427734
87.4153060913086,-18.058425903320312,-44.78936004638672,46.728458404541016,0.04349299892783165,-0.2635439932346344,0.7751460075378418,-0.5059840083122253
76.35792541503906,3.6756999492645264,-59.206932067871094,48.012718200683594,0.009455000050365925,-0.18960000574588776,0.5092200040817261,-0.268095999956131
61.82832336425781,24.33602523803711,-56.6699333190918,71.9958724975586,-0.1058960035443306,-0.17443199455738068,0.34702399373054504,-0.009440000168979168
38.535484313964844,40.23652648925781,-66.45697021484375,50.844276428222656,-0.18720899522304535,-0.13651199638843536,0.12636199593544006,0.2605440020561218
17.412790298461914,57.80967330932617,-65.6319351196289,52.29874038696289,-0.24772100150585175,-0.07394400238990784,-0.10373000055551529,0.4795520007610321
-12.473137855529785,66.7511215209961,-61.78518295288086,25.019840240478516,-0.30823299288749695,-0.03412799909710884,-0.2885580062866211,0.6891199946403503
-25.05994987487793,75.72354888916016,-53.050071716308594,33.003910064697266,-0.30445098876953125,0.0796319991350174,-0.5035619735717773,0.7872959971427917
-60.154212951660156,78.07765197753906,-32.98097229003906,8.293527603149414,-0.32714301347732544,0.11186400055885315,-0.6129500269889832,0.8835840225219727
-70.96357727050781,72.77059936523438,-25.65874481201172,-11.465493202209473,-0.2836500108242035,0.20097599923610687,-0.7185660004615784,0.8552640080451965
-85.03848266601562,64.779052734375,-8.10601806640625,-27.18606185913086,-0.2117920070886612,0.2616479992866516,-0.7921199798583984,0.7891839742660522
-97.82164764404297,49.34317398071289,12.51998233795166,-50.844276428222656,-0.1172420009970665,0.3526560068130493,-0.7996640205383301,0.6041600108146667
