17-110kVⅡ段母线电压Ua_17,18-110kVⅡ段母线电压Ub_18,19-110kVⅡ段母线电压Uc_19,20-110kVⅡ段母线电压3Uo_20,37-110kV樟兴II回线路电流Ia_37,38-110kV樟兴II回线路电流Ib_38,39-110kV樟兴II回线路电流Ic_39,40-110kV樟兴II回线路电流3Io_40
-0.2538921535015106,74.01244354248047,-73.90505981445312,-0.5065451264381409,-0.14120739698410034,0.07057324796915054,0.0353066511452198,-0.0352664589881897
-5.49041748046875,76.60826110839844,-71.18307495117188,-0.28493162989616394,-0.14120739698410034,0.07057324796915054,0.0706133022904396,-0.0352664589881897
-10.536523818969727,78.91917419433594,-68.27118682861328,0.15829534828662872,-0.14120739698410034,0.07057324796915054,0.0706133022904396,0.0
-15.487421035766602,80.72357940673828,-64.88452911376953,0.5382041931152344,-0.10590554773807526,0.03528662398457527,0.0706133022904396,0.0
-20.62873649597168,82.24308776855469,-61.33961868286133,0.41156792640686035,-0.14120739698410034,0.07057324796915054,0.10591994971036911,0.0
-25.770051956176758,83.41436767578125,-57.636451721191406,-0.06331814080476761,-0.10590554773807526,0.03528662398457527,0.10591994971036911,0.0
-30.244901657104492,84.55399322509766,-53.17366409301758,2.2477939128875732,-0.14120739698410034,0.03528662398457527,0.10591994971036911,0.0
-35.41795349121094,84.80724334716797,-49.217288970947266,0.06331814080476761,-0.14120739698410034,0.0,0.10591994971036911,0.0
-40.17843246459961,84.90221405029297,-44.469642639160156,0.37990882992744446,-0.10590554773807526,0.03528662398457527,0.10591994971036911,0.0
-44.81196212768555,84.96552276611328,-39.50043487548828,1.298021912574768,-0.10590554773807526,0.0,0.10591994971036911,0.0
-49.66765213012695,84.17411804199219,-35.03764724731445,-1.0130902528762817,-0.10590554773807526,0.0,0.10591994971036911,0.0
-53.72992706298828,83.85755920410156,-29.751930236816406,0.7281585931777954,-0.10590554773807526,0.0,0.1412266045808792,0.0
-57.76046371459961,83.1927719116211,-24.466215133666992,1.6146125793457031,-0.14120739698410034,-0.03528662398457527,0.1412266045808792,0.0
